,index,wid,game,multi_time,image,responses,remembered_outcome,category_1,category_2,outcome,outcome_mem_difference,item
989,1151,we2434bb,3,Before,Animal_Green,"{""Q0"":""1""}",,Animal,Green,2,,Animal_Green
990,1152,we2434bb,4,After,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,-1,-2.0,Animal_Yellow
991,1153,we2434bb,4,After,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,2,0.0,Animal_Blue
992,1154,we2434bb,4,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,1,2.0,Animal_Red
993,1155,we2434bb,4,After,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-1,0.0,Scene_Yellow
994,1156,we2434bb,4,After,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,-1,0.0,Scene_Blue
995,1157,we2434bb,4,After,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,1,2.0,Object_Yellow
996,1158,we2434bb,5,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,2,3.0,Object_Green
997,1159,we2434bb,5,Before,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,1,0.0,Object_Blue
998,1160,we2434bb,5,Before,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,2,1.0,Object_Yellow
999,1161,we2434bb,5,Before,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-1,0.0,Animal_Green
1000,1162,we2434bb,5,Before,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,-2,-4.0,Animal_Blue
1001,1163,we2434bb,5,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-2,0.0,Food_Green
1002,1164,we2434bb,6,After,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,2,0.0,Scene_Red
1003,1165,we2434bb,6,After,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,-1,0.0,Scene_Blue
1004,1166,we2434bb,6,After,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
1005,1167,we2434bb,6,After,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-2,-1.0,Food_Red
1006,1168,we2434bb,6,After,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,-1,0.0,Food_Blue
1007,1169,we2434bb,6,After,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
1008,1170,we2434bb,7,Before,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,1,0.0,Object_Green
1009,1171,we2434bb,7,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
1010,1172,we2434bb,7,Before,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,1,2.0,Object_Red
1011,1173,we2434bb,7,Before,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,1,0.0,Animal_Green
1012,1174,we2434bb,7,Before,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-2,0.0,Animal_Blue
1013,1175,we2434bb,7,Before,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-1,0.0,Scene_Green
1014,1176,we2434bb,8,After,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,2,4.0,Food_Red
1015,1177,we2434bb,8,After,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,1,0.0,Food_Yellow
1016,1178,we2434bb,8,After,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-2,0.0,Food_Green
1017,1179,we2434bb,8,After,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,-2,-4.0,Animal_Red
1018,1180,we2434bb,8,After,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,1,3.0,Animal_Yellow
1019,1181,we2434bb,8,After,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
1020,1182,we2434bb,9,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
1021,1183,we2434bb,9,Before,Scene_Blue,"{""Q0"":""+1""}",1.0,Scene,Blue,-1,-2.0,Scene_Blue
1022,1184,we2434bb,9,Before,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,1,0.0,Scene_Yellow
1023,1185,we2434bb,9,Before,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,-1,1.0,Food_Red
1024,1186,we2434bb,9,Before,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,2,3.0,Food_Blue
1025,1187,we2434bb,9,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
1026,1188,w05f4989,1,Before,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,2,3.0,Scene_Blue
1027,1189,w05f4989,1,Before,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
1028,1190,w05f4989,1,Before,Scene_Red,"{""Q0"":""+1""}",1.0,Scene,Red,-1,-2.0,Scene_Red
1029,1191,w05f4989,1,Before,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
1030,1192,w05f4989,1,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-1,0.0,Animal_Yellow
1031,1193,w05f4989,1,Before,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,1,0.0,Food_Blue
1032,1194,w05f4989,2,After,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,2,0.0,Food_Yellow
1033,1195,w05f4989,2,After,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-1,0.0,Food_Green
1034,1196,w05f4989,2,After,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,1,0.0,Food_Red
1035,1197,w05f4989,2,After,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,-2,0.0,Scene_Yellow
1036,1198,w05f4989,2,After,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,-2,0.0,Scene_Green
1037,1199,w05f4989,2,After,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
1038,1200,w05f4989,3,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-1,0.0,Animal_Yellow
1039,1201,w05f4989,3,Before,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
1040,1202,w05f4989,3,Before,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,1,0.0,Animal_Green
1041,1203,w05f4989,3,Before,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
1042,1204,w05f4989,3,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
1043,1205,w05f4989,3,Before,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,2,0.0,Food_Yellow
1044,1206,w05f4989,4,After,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
1045,1207,w05f4989,4,After,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,-1,0.0,Object_Green
1046,1208,w05f4989,4,After,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,-2,0.0,Object_Blue
1047,1209,w05f4989,4,After,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,1,0.0,Animal_Red
1048,1210,w05f4989,4,After,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-2,0.0,Animal_Green
1049,1211,w05f4989,4,After,Scene_Red,"{""Q0"":""+1""}",1.0,Scene,Red,1,0.0,Scene_Red
1050,1212,w05f4989,5,Before,Object_Green,"{""Q0"":""-2""}",-2.0,Object,Green,-2,0.0,Object_Green
1051,1213,w05f4989,5,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,2,1.0,Object_Red
1052,1214,w05f4989,5,Before,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,1,0.0,Object_Yellow
1053,1215,w05f4989,5,Before,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-1,0.0,Scene_Green
1054,1216,w05f4989,5,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
1055,1217,w05f4989,5,Before,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,1,0.0,Animal_Green
1056,1218,w05f4989,6,After,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,2,0.0,Food_Blue
1057,1219,w05f4989,6,After,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,-2,0.0,Food_Red
1058,1220,w05f4989,6,After,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,1,0.0,Food_Green
1059,1221,w05f4989,6,After,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-2,0.0,Animal_Blue
1060,1222,w05f4989,6,After,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,-2,0.0,Animal_Red
1061,1223,w05f4989,6,After,Scene_Blue,"{""Q0"":""+1""}",1.0,Scene,Blue,1,0.0,Scene_Blue
1062,1224,w05f4989,7,Before,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,1,0.0,Scene_Green
1063,1225,w05f4989,7,Before,Scene_Blue,"{""Q0"":""+1""}",1.0,Scene,Blue,1,0.0,Scene_Blue
1064,1226,w05f4989,7,Before,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-1,0.0,Scene_Yellow
1065,1227,w05f4989,7,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,-1,0.0,Object_Green
1066,1228,w05f4989,7,Before,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,2,0.0,Object_Blue
1067,1229,w05f4989,7,Before,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-1,0.0,Food_Green
1068,1230,w05f4989,8,After,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,1,0.0,Food_Red
1069,1231,w05f4989,8,After,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,1,0.0,Food_Yellow
1070,1232,w05f4989,8,After,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,-1,0.0,Food_Blue
1071,1233,w05f4989,8,After,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,-2,0.0,Animal_Red
1072,1234,w05f4989,8,After,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,1,0.0,Animal_Yellow
1073,1235,w05f4989,8,After,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,-1,0.0,Object_Red
1074,1236,w05f4989,9,Before,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,2,0.0,Animal_Yellow
1075,1237,w05f4989,9,Before,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,1,0.0,Animal_Blue
1076,1238,w05f4989,9,Before,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,2,0.0,Animal_Green
1077,1239,w05f4989,9,Before,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,-2,0.0,Object_Yellow
1078,1240,w05f4989,9,Before,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,-2,0.0,Object_Blue
1079,1241,w05f4989,9,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,-1,0.0,Food_Yellow
1080,1242,w4ed0320,1,Before,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,-2,-4.0,Object_Blue
1081,1243,w4ed0320,1,Before,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,2,1.0,Object_Green
1082,1244,w4ed0320,1,Before,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
1083,1245,w4ed0320,1,Before,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
1084,1246,w4ed0320,1,Before,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,2,4.0,Animal_Green
1085,1247,w4ed0320,1,Before,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
1086,1248,w4ed0320,2,After,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,-1,1.0,Scene_Red
1087,1249,w4ed0320,2,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
1088,1250,w4ed0320,2,After,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,1,0.0,Scene_Green
1089,1251,w4ed0320,2,After,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,-1,0.0,Object_Red
1090,1252,w4ed0320,2,After,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
1091,1253,w4ed0320,2,After,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,1,-1.0,Food_Red
1092,1254,w4ed0320,3,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,-1,0.0,Food_Yellow
1093,1255,w4ed0320,3,Before,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-1,0.0,Food_Red
1094,1256,w4ed0320,3,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-2,0.0,Food_Green
1095,1257,w4ed0320,3,Before,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,1,-1.0,Animal_Yellow
1096,1258,w4ed0320,3,Before,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,2,0.0,Animal_Red
1097,1259,w4ed0320,3,Before,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
1098,1260,w4ed0320,4,After,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,1,2.0,Animal_Yellow
1099,1261,w4ed0320,4,After,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
1100,1262,w4ed0320,4,After,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,-2,-4.0,Animal_Red
1101,1263,w4ed0320,4,After,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-1,0.0,Scene_Yellow
1102,1264,w4ed0320,4,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
1103,1265,w4ed0320,4,After,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,1,-1.0,Object_Yellow
1104,1266,w4ed0320,5,Before,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,2,0.0,Food_Green
1105,1267,w4ed0320,5,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,1,2.0,Food_Yellow
1106,1268,w4ed0320,5,Before,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
1107,1269,w4ed0320,5,Before,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-1,1.0,Animal_Green
1108,1270,w4ed0320,5,Before,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,-2,-3.0,Animal_Yellow
1109,1271,w4ed0320,5,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
1110,1272,w4ed0320,6,After,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,-2,-4.0,Food_Green
1111,1273,w4ed0320,6,After,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,1,0.0,Food_Red
1112,1274,w4ed0320,6,After,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,2,0.0,Food_Yellow
1113,1275,w4ed0320,6,After,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,-2,-4.0,Scene_Green
1114,1276,w4ed0320,6,After,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-2,-1.0,Scene_Red
1115,1277,w4ed0320,6,After,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,1,0.0,Object_Green
1116,1278,w4ed0320,7,Before,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,-2,0.0,Scene_Red
1117,1279,w4ed0320,7,Before,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,-1,-2.0,Scene_Yellow
1118,1280,w4ed0320,7,Before,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-2,0.0,Scene_Blue
1119,1281,w4ed0320,7,Before,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,2,3.0,Object_Red
1120,1282,w4ed0320,7,Before,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
1121,1283,w4ed0320,7,Before,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,2,4.0,Animal_Red
1122,1284,w4ed0320,8,After,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,2,3.0,Object_Blue
1123,1285,w4ed0320,8,After,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,-1,-2.0,Object_Green
1124,1286,w4ed0320,8,After,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
1125,1287,w4ed0320,8,After,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,2,0.0,Animal_Blue
1126,1288,w4ed0320,8,After,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-1,0.0,Animal_Green
1127,1289,w4ed0320,8,After,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
1128,1290,w4ed0320,9,Before,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,1,0.0,Animal_Yellow
1129,1291,w4ed0320,9,Before,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-1,1.0,Animal_Blue
1130,1292,w4ed0320,9,Before,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,-2,0.0,Animal_Red
1131,1293,w4ed0320,9,Before,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,2,3.0,Scene_Yellow
1132,1294,w4ed0320,9,Before,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,-1,-3.0,Scene_Blue
1133,1295,w4ed0320,9,Before,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,1,-1.0,Object_Yellow
1134,1296,w4dce7b5,1,Before,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
1135,1297,w4dce7b5,1,Before,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,-2,0.0,Scene_Yellow
1136,1298,w4dce7b5,1,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,1,2.0,Scene_Red
1137,1299,w4dce7b5,1,Before,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-2,0.0,Animal_Blue
1138,1300,w4dce7b5,1,Before,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,1,0.0,Animal_Yellow
1139,1301,w4dce7b5,1,Before,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,-1,-3.0,Food_Blue
1140,1302,w4dce7b5,2,After,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,1,0.0,Food_Yellow
1141,1303,w4dce7b5,2,After,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-1,0.0,Food_Green
1142,1304,w4dce7b5,2,After,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,2,0.0,Food_Red
1143,1305,w4dce7b5,2,After,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
1144,1306,w4dce7b5,2,After,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-1,0.0,Scene_Green
1145,1307,w4dce7b5,2,After,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-1,0.0,Object_Yellow
1146,1308,w4dce7b5,3,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,2,3.0,Animal_Yellow
1147,1309,w4dce7b5,3,Before,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,-2,-4.0,Animal_Blue
1148,1310,w4dce7b5,3,Before,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,1,2.0,Animal_Green
1149,1311,w4dce7b5,3,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,2,3.0,Object_Yellow
1150,1312,w4dce7b5,3,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
1151,1313,w4dce7b5,3,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,-1,0.0,Food_Yellow
1152,1314,w4dce7b5,4,After,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,2,3.0,Object_Red
1153,1315,w4dce7b5,4,After,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,1,-1.0,Object_Green
1154,1316,w4dce7b5,4,After,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
1155,1317,w4dce7b5,4,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-1,0.0,Animal_Red
1156,1318,w4dce7b5,4,After,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,-2,-3.0,Animal_Green
1157,1319,w4dce7b5,4,After,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,1,2.0,Scene_Red
1158,1320,w4dce7b5,5,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,-2,-1.0,Object_Green
1159,1321,w4dce7b5,5,Before,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,1,2.0,Object_Red
1160,1322,w4dce7b5,5,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,2,3.0,Object_Yellow
1161,1323,w4dce7b5,5,Before,Scene_Green,"{""Q0"":""+1""}",1.0,Scene,Green,-2,-3.0,Scene_Green
1162,1324,w4dce7b5,5,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,1,2.0,Scene_Red
1163,1325,w4dce7b5,5,Before,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-1,0.0,Animal_Green
1164,1326,w4dce7b5,6,After,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,-1,-3.0,Food_Blue
1165,1327,w4dce7b5,6,After,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,2,3.0,Food_Red
1166,1328,w4dce7b5,6,After,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,1,2.0,Food_Green
1167,1329,w4dce7b5,6,After,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,2,0.0,Animal_Blue
1168,1330,w4dce7b5,6,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-1,0.0,Animal_Red
1169,1331,w4dce7b5,6,After,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-2,0.0,Scene_Blue
1170,1332,w4dce7b5,7,Before,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-1,0.0,Scene_Green
1171,1333,w4dce7b5,7,Before,Scene_Blue,"{""Q0"":""+1""}",1.0,Scene,Blue,1,0.0,Scene_Blue
1172,1334,w4dce7b5,7,Before,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,1,3.0,Scene_Yellow
1173,1335,w4dce7b5,7,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,-2,-1.0,Object_Green
1174,1336,w4dce7b5,7,Before,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,1,0.0,Object_Blue
1175,1337,w4dce7b5,7,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-2,0.0,Food_Green
1176,1338,w4dce7b5,8,After,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-2,-1.0,Food_Red
1177,1339,w4dce7b5,8,After,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,2,1.0,Food_Yellow
1178,1340,w4dce7b5,8,After,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,2,3.0,Food_Blue
1179,1341,w4dce7b5,8,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-2,-1.0,Animal_Red
1180,1342,w4dce7b5,8,After,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,-1,-3.0,Animal_Yellow
1181,1343,w4dce7b5,8,After,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,1,2.0,Object_Red
1182,1344,w4dce7b5,9,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-1,0.0,Animal_Yellow
1183,1345,w4dce7b5,9,Before,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,1,-1.0,Animal_Blue
1184,1346,w4dce7b5,9,Before,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-2,-1.0,Animal_Green
1185,1347,w4dce7b5,9,Before,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
1186,1348,w4dce7b5,9,Before,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,1,0.0,Object_Blue
1187,1349,w4dce7b5,9,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,-2,-1.0,Food_Yellow
1188,1350,w605fd50,1,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-1,0.0,Object_Yellow
1189,1351,w605fd50,1,Before,Object_Red,"{""Q0"":""+2""}",2.0,Object,Red,2,0.0,Object_Red
1190,1352,w605fd50,1,Before,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,-2,-4.0,Object_Green
1191,1353,w605fd50,1,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,1,2.0,Animal_Yellow
1192,1354,w605fd50,1,Before,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,1,-1.0,Animal_Red
1193,1355,w605fd50,1,Before,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,-2,0.0,Food_Yellow
1194,1356,w605fd50,2,After,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-2,0.0,Scene_Blue
1195,1357,w605fd50,2,After,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-1,0.0,Scene_Yellow
1196,1358,w605fd50,2,After,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
1197,1359,w605fd50,2,After,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,2,0.0,Food_Blue
1198,1360,w605fd50,2,After,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,2,0.0,Food_Yellow
1199,1361,w605fd50,2,After,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,-2,0.0,Object_Blue
1200,1362,w605fd50,3,Before,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,-1,-2.0,Food_Green
1201,1363,w605fd50,3,Before,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,1,3.0,Food_Red
1202,1364,w605fd50,3,Before,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,2,1.0,Food_Blue
1203,1365,w605fd50,3,Before,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,-2,0.0,Scene_Green
1204,1366,w605fd50,3,Before,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,1,-1.0,Scene_Red
