,index,wid,game,image,responses,remembered_outcome,category_1,category_2,outcome,outcome_mem_difference,item
238,268,w8f47681,5,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
239,269,w8f47681,5,Scene_Green,"{""Q0"":""+3""}",3.0,Scene,Green,3,0.0,Scene_Green
240,270,w8e2568d,1,Object_Blue,"{""Q0"":""+6""}",6.0,Object,Blue,-7,-13.0,Object_Blue
241,271,w8e2568d,1,Object_Green,"{""Q0"":""+9""}",9.0,Object,Green,9,0.0,Object_Green
242,272,w8e2568d,1,Object_Red,"{""Q0"":""+3""}",3.0,Object,Red,-8,-11.0,Object_Red
243,273,w8e2568d,1,Scene_Blue,"{""Q0"":""+6""}",6.0,Scene,Blue,4,-2.0,Scene_Blue
244,274,w8e2568d,1,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,-1,-3.0,Scene_Green
245,275,w8e2568d,1,Animal_Blue,"{""Q0"":""+5""}",5.0,Animal,Blue,6,1.0,Animal_Blue
246,276,w8e2568d,2,Animal_Blue,"{""Q0"":""-7""}",-7.0,Animal,Blue,-7,0.0,Animal_Blue
247,277,w8e2568d,2,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,5,7.0,Animal_Yellow
248,278,w8e2568d,2,Animal_Green,"{""Q0"":""+4""}",4.0,Animal,Green,4,0.0,Animal_Green
249,279,w8e2568d,2,Food_Blue,"{""Q0"":""+8""}",8.0,Food,Blue,8,0.0,Food_Blue
250,280,w8e2568d,2,Food_Yellow,"{""Q0"":""+6""}",6.0,Food,Yellow,-9,-15.0,Food_Yellow
251,281,w8e2568d,2,Object_Blue,"{""Q0"":""+9""}",9.0,Object,Blue,-2,-11.0,Object_Blue
252,282,w8e2568d,3,Food_Yellow,"{""Q0"":""-4""}",-4.0,Food,Yellow,-6,-2.0,Food_Yellow
253,283,w8e2568d,3,Food_Red,"{""Q0"":""+7""}",7.0,Food,Red,-4,-11.0,Food_Red
254,284,w8e2568d,3,Food_Green,"{""Q0"":""+8""}",8.0,Food,Green,7,-1.0,Food_Green
255,285,w8e2568d,3,Scene_Yellow,"{""Q0"":""+5""}",5.0,Scene,Yellow,-5,-10.0,Scene_Yellow
256,286,w8e2568d,3,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,8,6.0,Scene_Red
257,287,w8e2568d,3,Object_Yellow,"{""Q0"":""-5""}",-5.0,Object,Yellow,9,14.0,Object_Yellow
258,288,w8e2568d,4,Food_Green,"{""Q0"":""+5""}",5.0,Food,Green,-8,-13.0,Food_Green
259,289,w8e2568d,4,Food_Red,"{""Q0"":""+6""}",6.0,Food,Red,9,3.0,Food_Red
260,290,w8e2568d,4,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-5,-3.0,Food_Blue
261,291,w8e2568d,4,Animal_Green,"{""Q0"":""+4""}",4.0,Animal,Green,4,0.0,Animal_Green
262,292,w8e2568d,4,Animal_Red,"{""Q0"":""+3""}",3.0,Animal,Red,-6,-9.0,Animal_Red
263,293,w8e2568d,4,Scene_Green,"{""Q0"":""+7""}",7.0,Scene,Green,7,0.0,Scene_Green
264,294,w8e2568d,5,Scene_Red,"{""Q0"":""+4""}",4.0,Scene,Red,-8,-12.0,Scene_Red
265,295,w8e2568d,5,Scene_Yellow,"{""Q0"":""+6""}",6.0,Scene,Yellow,6,0.0,Scene_Yellow
266,296,w8e2568d,5,Scene_Blue,"{""Q0"":""+7""}",7.0,Scene,Blue,5,-2.0,Scene_Blue
267,297,w8e2568d,5,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,9,7.0,Animal_Red
268,298,w8e2568d,5,Animal_Yellow,"{""Q0"":""+4""}",4.0,Animal,Yellow,-7,-11.0,Animal_Yellow
269,299,w8e2568d,5,Object_Red,"{""Q0"":""+5""}",5.0,Object,Red,-4,-9.0,Object_Red
270,300,w4a643e0,1,Object_Green,"{""Q0"":""+4""}",4.0,Object,Green,-7,-11.0,Object_Green
271,301,w4a643e0,1,Object_Yellow,"{""Q0"":""+7""}",7.0,Object,Yellow,-4,-11.0,Object_Yellow
272,302,w4a643e0,1,Object_Blue,"{""Q0"":""-4""}",-4.0,Object,Blue,8,12.0,Object_Blue
273,303,w4a643e0,1,Scene_Green,"{""Q0"":""-5""}",-5.0,Scene,Green,-5,0.0,Scene_Green
274,304,w4a643e0,1,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,1,-1.0,Scene_Yellow
275,305,w4a643e0,1,Animal_Green,"{""Q0"":""-8""}",-8.0,Animal,Green,9,17.0,Animal_Green
276,306,w4a643e0,2,Food_Blue,"{""Q0"":""-4""}",-4.0,Food,Blue,-4,0.0,Food_Blue
277,307,w4a643e0,2,Food_Red,"{""Q0"":""-4""}",-4.0,Food,Red,2,6.0,Food_Red
278,308,w4a643e0,2,Food_Green,"{""Q0"":""+8""}",8.0,Food,Green,3,-5.0,Food_Green
279,309,w4a643e0,2,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,8,9.0,Scene_Blue
280,310,w4a643e0,2,Scene_Red,"{""Q0"":""-4""}",-4.0,Scene,Red,-1,3.0,Scene_Red
281,311,w4a643e0,2,Animal_Blue,"{""Q0"":""+3""}",3.0,Animal,Blue,-6,-9.0,Animal_Blue
282,312,w4a643e0,3,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,6,7.0,Animal_Red
283,313,w4a643e0,3,Animal_Yellow,"{""Q0"":""-4""}",-4.0,Animal,Yellow,-3,1.0,Animal_Yellow
284,314,w4a643e0,3,Animal_Blue,"{""Q0"":""+9""}",9.0,Animal,Blue,-4,-13.0,Animal_Blue
285,315,w4a643e0,3,Food_Red,"{""Q0"":""-3""}",-3.0,Food,Red,-9,-6.0,Food_Red
286,316,w4a643e0,3,Food_Yellow,"{""Q0"":""+5""}",5.0,Food,Yellow,8,3.0,Food_Yellow
287,317,w4a643e0,3,Object_Red,"{""Q0"":""-7""}",-7.0,Object,Red,5,12.0,Object_Red
288,318,w4a643e0,4,Object_Blue,"{""Q0"":""-4""}",-4.0,Object,Blue,7,11.0,Object_Blue
289,319,w4a643e0,4,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,4,3.0,Object_Green
290,320,w4a643e0,4,Object_Yellow,"{""Q0"":""-7""}",-7.0,Object,Yellow,-8,-1.0,Object_Yellow
291,321,w4a643e0,4,Food_Blue,"{""Q0"":""+8""}",8.0,Food,Blue,3,-5.0,Food_Blue
292,322,w4a643e0,4,Food_Green,"{""Q0"":""-4""}",-4.0,Food,Green,-6,-2.0,Food_Green
293,323,w4a643e0,4,Scene_Blue,"{""Q0"":""+8""}",8.0,Scene,Blue,-9,-17.0,Scene_Blue
294,324,w4a643e0,5,Animal_Yellow,"{""Q0"":""+9""}",9.0,Animal,Yellow,-7,-16.0,Animal_Yellow
295,325,w4a643e0,5,Animal_Green,"{""Q0"":""-7""}",-7.0,Animal,Green,6,13.0,Animal_Green
296,326,w4a643e0,5,Animal_Red,"{""Q0"":""+3""}",3.0,Animal,Red,4,1.0,Animal_Red
297,327,w4a643e0,5,Scene_Yellow,"{""Q0"":""-4""}",-4.0,Scene,Yellow,9,13.0,Scene_Yellow
298,328,w4a643e0,5,Scene_Green,"{""Q0"":""+5""}",5.0,Scene,Green,-1,-6.0,Scene_Green
299,329,w4a643e0,5,Food_Yellow,"{""Q0"":""+7""}",7.0,Food,Yellow,-8,-15.0,Food_Yellow
300,330,w9f6c077,1,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,6,4.0,Object_Blue
301,331,w9f6c077,1,Object_Green,"{""Q0"":""-3""}",-3.0,Object,Green,-8,-5.0,Object_Green
302,332,w9f6c077,1,Object_Red,"{""Q0"":""+2""}",2.0,Object,Red,4,2.0,Object_Red
303,333,w9f6c077,1,Animal_Blue,"{""Q0"":""-5""}",-5.0,Animal,Blue,-2,3.0,Animal_Blue
304,334,w9f6c077,1,Animal_Green,"{""Q0"":""+9""}",9.0,Animal,Green,9,0.0,Animal_Green
305,335,w9f6c077,1,Scene_Blue,"{""Q0"":""-5""}",-5.0,Scene,Blue,-5,0.0,Scene_Blue
306,336,w9f6c077,2,Food_Green,"{""Q0"":""-5""}",-5.0,Food,Green,5,10.0,Food_Green
307,337,w9f6c077,2,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,4,2.0,Food_Blue
308,338,w9f6c077,2,Food_Yellow,"{""Q0"":""-3""}",-3.0,Food,Yellow,-6,-3.0,Food_Yellow
309,339,w9f6c077,2,Object_Green,"{""Q0"":""+4""}",4.0,Object,Green,7,3.0,Object_Green
310,340,w9f6c077,2,Object_Blue,"{""Q0"":""+5""}",5.0,Object,Blue,-8,-13.0,Object_Blue
311,341,w9f6c077,2,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,-9,-7.0,Scene_Green
312,342,w9f6c077,3,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,-8,-6.0,Food_Red
313,343,w9f6c077,3,Food_Blue,"{""Q0"":""+5""}",5.0,Food,Blue,6,1.0,Food_Blue
314,344,w9f6c077,3,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,5,3.0,Food_Green
315,345,w9f6c077,3,Animal_Red,"{""Q0"":""+9""}",9.0,Animal,Red,9,0.0,Animal_Red
316,346,w9f6c077,3,Animal_Blue,"{""Q0"":""-3""}",-3.0,Animal,Blue,-1,2.0,Animal_Blue
317,347,w9f6c077,3,Object_Red,"{""Q0"":""+2""}",2.0,Object,Red,-2,-4.0,Object_Red
318,348,w9f6c077,4,Scene_Yellow,"{""Q0"":""-5""}",-5.0,Scene,Yellow,-6,-1.0,Scene_Yellow
319,349,w9f6c077,4,Scene_Red,"{""Q0"":""-6""}",-6.0,Scene,Red,-5,1.0,Scene_Red
320,350,w9f6c077,4,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,8,6.0,Scene_Blue
321,351,w9f6c077,4,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,-4,-6.0,Animal_Yellow
322,352,w9f6c077,4,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,3,1.0,Animal_Red
323,353,w9f6c077,4,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,7,6.0,Object_Yellow
324,354,w9f6c077,5,Scene_Yellow,"{""Q0"":""-4""}",-4.0,Scene,Yellow,-2,2.0,Scene_Yellow
325,355,w9f6c077,5,Scene_Red,"{""Q0"":""-8""}",-8.0,Scene,Red,-8,0.0,Scene_Red
326,356,w9f6c077,5,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,9,7.0,Scene_Green
327,357,w9f6c077,5,Food_Yellow,"{""Q0"":""-5""}",-5.0,Food,Yellow,-4,1.0,Food_Yellow
328,358,w9f6c077,5,Food_Red,"{""Q0"":""+4""}",4.0,Food,Red,6,2.0,Food_Red
329,359,w9f6c077,5,Animal_Yellow,"{""Q0"":""+5""}",5.0,Animal,Yellow,5,0.0,Animal_Yellow
330,360,w5317a1b,1,Object_Green,"{""Q0"":""-5""}",-5.0,Object,Green,-8,-3.0,Object_Green
331,361,w5317a1b,1,Object_Yellow,"{""Q0"":""+7""}",7.0,Object,Yellow,7,0.0,Object_Yellow
332,362,w5317a1b,1,Object_Blue,"{""Q0"":""+4""}",4.0,Object,Blue,3,-1.0,Object_Blue
333,363,w5317a1b,1,Animal_Green,"{""Q0"":""+9""}",9.0,Animal,Green,9,0.0,Animal_Green
334,364,w5317a1b,1,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,-2,-4.0,Animal_Yellow
335,365,w5317a1b,1,Scene_Green,"{""Q0"":""-4""}",-4.0,Scene,Green,-4,0.0,Scene_Green
336,366,w5317a1b,2,Food_Yellow,"{""Q0"":""-4""}",-4.0,Food,Yellow,-5,-1.0,Food_Yellow
337,367,w5317a1b,2,Food_Blue,"{""Q0"":""+6""}",6.0,Food,Blue,7,1.0,Food_Blue
338,368,w5317a1b,2,Food_Green,"{""Q0"":""-6""}",-6.0,Food,Green,-6,0.0,Food_Green
339,369,w5317a1b,2,Scene_Yellow,"{""Q0"":""+4""}",4.0,Scene,Yellow,4,0.0,Scene_Yellow
340,370,w5317a1b,2,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,-1,0.0,Scene_Blue
341,371,w5317a1b,2,Animal_Yellow,"{""Q0"":""+3""}",3.0,Animal,Yellow,3,0.0,Animal_Yellow
342,372,w5317a1b,3,Animal_Green,"{""Q0"":""+7""}",7.0,Animal,Green,7,0.0,Animal_Green
343,373,w5317a1b,3,Animal_Red,"{""Q0"":""-3""}",-3.0,Animal,Red,-3,0.0,Animal_Red
344,374,w5317a1b,3,Animal_Blue,"{""Q0"":""-6""}",-6.0,Animal,Blue,-5,1.0,Animal_Blue
345,375,w5317a1b,3,Scene_Green,"{""Q0"":""-8""}",-8.0,Scene,Green,-9,-1.0,Scene_Green
346,376,w5317a1b,3,Scene_Red,"{""Q0"":""+7""}",7.0,Scene,Red,8,1.0,Scene_Red
347,377,w5317a1b,3,Food_Green,"{""Q0"":""+6""}",6.0,Food,Green,6,0.0,Food_Green
348,378,w5317a1b,4,Object_Red,"{""Q0"":""+3""}",3.0,Object,Red,6,3.0,Object_Red
349,379,w5317a1b,4,Object_Yellow,"{""Q0"":""-4""}",-4.0,Object,Yellow,-3,1.0,Object_Yellow
350,380,w5317a1b,4,Object_Green,"{""Q0"":""-5""}",-5.0,Object,Green,-4,1.0,Object_Green
351,381,w5317a1b,4,Food_Red,"{""Q0"":""-8""}",-8.0,Food,Red,-8,0.0,Food_Red
352,382,w5317a1b,4,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,1,0.0,Food_Yellow
353,383,w5317a1b,4,Animal_Red,"{""Q0"":""+3""}",3.0,Animal,Red,5,2.0,Animal_Red
354,384,w5317a1b,5,Scene_Red,"{""Q0"":""+8""}",8.0,Scene,Red,7,-1.0,Scene_Red
355,385,w5317a1b,5,Scene_Blue,"{""Q0"":""+4""}",4.0,Scene,Blue,-4,-8.0,Scene_Blue
356,386,w5317a1b,5,Scene_Yellow,"{""Q0"":""-4""}",-4.0,Scene,Yellow,-6,-2.0,Scene_Yellow
357,387,w5317a1b,5,Object_Red,"{""Q0"":""-9""}",-9.0,Object,Red,-9,0.0,Object_Red
358,388,w5317a1b,5,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,1,0.0,Object_Blue
359,389,w5317a1b,5,Food_Red,"{""Q0"":""+8""}",8.0,Food,Red,8,0.0,Food_Red
360,390,w4f4cbdd,1,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,6,4.0,Animal_Green
361,391,w4f4cbdd,1,Animal_Yellow,"{""Q0"":""+9""}",9.0,Animal,Yellow,-9,-18.0,Animal_Yellow
362,392,w4f4cbdd,1,Animal_Red,"{""Q0"":""+8""}",8.0,Animal,Red,8,0.0,Animal_Red
363,393,w4f4cbdd,1,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-2,0.0,Food_Green
364,394,w4f4cbdd,1,Food_Yellow,"{""Q0"":""+7""}",7.0,Food,Yellow,7,0.0,Food_Yellow
365,395,w4f4cbdd,1,Object_Green,"{""Q0"":""+5""}",5.0,Object,Green,-5,-10.0,Object_Green
366,396,w4f4cbdd,2,Animal_Red,"{""Q0"":""+6""}",6.0,Animal,Red,6,0.0,Animal_Red
367,397,w4f4cbdd,2,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,2,0.0,Animal_Green
368,398,w4f4cbdd,2,Animal_Yellow,"{""Q0"":""-7""}",-7.0,Animal,Yellow,-7,0.0,Animal_Yellow
369,399,w4f4cbdd,2,Scene_Red,"{""Q0"":""+8""}",8.0,Scene,Red,8,0.0,Scene_Red
370,400,w4f4cbdd,2,Scene_Green,"{""Q0"":""-5""}",-5.0,Scene,Green,-5,0.0,Scene_Green
371,401,w4f4cbdd,2,Food_Red,"{""Q0"":""+8""}",8.0,Food,Red,-9,-17.0,Food_Red
372,402,w4f4cbdd,3,Object_Blue,"{""Q0"":""+8""}",8.0,Object,Blue,4,-4.0,Object_Blue
373,403,w4f4cbdd,3,Object_Yellow,"{""Q0"":""+8""}",8.0,Object,Yellow,6,-2.0,Object_Yellow
374,404,w4f4cbdd,3,Object_Red,"{""Q0"":""-7""}",-7.0,Object,Red,-7,0.0,Object_Red
375,405,w4f4cbdd,3,Scene_Blue,"{""Q0"":""+5""}",5.0,Scene,Blue,3,-2.0,Scene_Blue
376,406,w4f4cbdd,3,Scene_Yellow,"{""Q0"":""+8""}",8.0,Scene,Yellow,-2,-10.0,Scene_Yellow
377,407,w4f4cbdd,3,Animal_Blue,"{""Q0"":""-3""}",-3.0,Animal,Blue,-5,-2.0,Animal_Blue
378,408,w4f4cbdd,4,Scene_Blue,"{""Q0"":""-4""}",-4.0,Scene,Blue,-4,0.0,Scene_Blue
379,409,w4f4cbdd,4,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,2,4.0,Scene_Green
380,410,w4f4cbdd,4,Scene_Red,"{""Q0"":""+8""}",8.0,Scene,Red,3,-5.0,Scene_Red
381,411,w4f4cbdd,4,Food_Blue,"{""Q0"":""+5""}",5.0,Food,Blue,7,2.0,Food_Blue
382,412,w4f4cbdd,4,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-9,-7.0,Food_Green
383,413,w4f4cbdd,4,Animal_Blue,"{""Q0"":""+6""}",6.0,Animal,Blue,-6,-12.0,Animal_Blue
384,414,w4f4cbdd,5,Object_Yellow,"{""Q0"":""-8""}",-8.0,Object,Yellow,-8,0.0,Object_Yellow
385,415,w4f4cbdd,5,Object_Blue,"{""Q0"":""+4""}",4.0,Object,Blue,4,0.0,Object_Blue
386,416,w4f4cbdd,5,Object_Green,"{""Q0"":""+5""}",5.0,Object,Green,5,0.0,Object_Green
387,417,w4f4cbdd,5,Food_Yellow,"{""Q0"":""+9""}",9.0,Food,Yellow,9,0.0,Food_Yellow
388,418,w4f4cbdd,5,Food_Blue,"{""Q0"":""-4""}",-4.0,Food,Blue,-3,1.0,Food_Blue
389,419,w4f4cbdd,5,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,-2,0.0,Scene_Yellow
390,420,w4bdc2df,1,Object_Red,"{""Q0"":""-8""}",-8.0,Object,Red,-8,0.0,Object_Red
391,421,w4bdc2df,1,Object_Blue,"{""Q0"":""5""}",,Object,Blue,6,,Object_Blue
392,422,w4bdc2df,1,Object_Yellow,"{""Q0"":""-3""}",-3.0,Object,Yellow,7,10.0,Object_Yellow
393,423,w4bdc2df,1,Food_Red,"{""Q0"":""+6""}",6.0,Food,Red,9,3.0,Food_Red
394,424,w4bdc2df,1,Food_Blue,"{""Q0"":""4""}",,Food,Blue,-4,,Food_Blue
395,425,w4bdc2df,1,Scene_Red,"{""Q0"":""3""}",,Scene,Red,-3,,Scene_Red
396,426,w4bdc2df,2,Scene_Yellow,"{""Q0"":""-4""}",-4.0,Scene,Yellow,-6,-2.0,Scene_Yellow
397,427,w4bdc2df,2,Scene_Blue,"{""Q0"":""7""}",,Scene,Blue,8,,Scene_Blue
398,428,w4bdc2df,2,Scene_Green,"{""Q0"":""-7""}",-7.0,Scene,Green,-7,0.0,Scene_Green
399,429,w4bdc2df,2,Food_Yellow,"{""Q0"":""5""}",,Food,Yellow,4,,Food_Yellow
400,430,w4bdc2df,2,Food_Blue,"{""Q0"":""3""}",,Food,Blue,-3,,Food_Blue
401,431,w4bdc2df,2,Animal_Yellow,"{""Q0"":""9""}",,Animal,Yellow,5,,Animal_Yellow
402,432,w4bdc2df,3,Object_Green,"{""Q0"":""6""}",,Object,Green,-7,,Object_Green
403,433,w4bdc2df,3,Object_Yellow,"{""Q0"":""-4""}",-4.0,Object,Yellow,8,12.0,Object_Yellow
404,434,w4bdc2df,3,Object_Red,"{""Q0"":""7""}",,Object,Red,-2,,Object_Red
405,435,w4bdc2df,3,Food_Green,"{""Q0"":""-8""}",-8.0,Food,Green,3,11.0,Food_Green
406,436,w4bdc2df,3,Food_Yellow,"{""Q0"":""8""}",,Food,Yellow,-4,,Food_Yellow
407,437,w4bdc2df,3,Scene_Green,"{""Q0"":""11""}",,Scene,Green,6,,Scene_Green
408,438,w4bdc2df,4,Animal_Green,"{""Q0"":""-9""}",-9.0,Animal,Green,-5,4.0,Animal_Green
409,439,w4bdc2df,4,Animal_Red,"{""Q0"":""-9""}",-9.0,Animal,Red,9,18.0,Animal_Red
410,440,w4bdc2df,4,Animal_Blue,"{""Q0"":""5""}",,Animal,Blue,-7,,Animal_Blue
411,441,w4bdc2df,4,Food_Green,"{""Q0"":""4""}",,Food,Green,2,,Food_Green
412,442,w4bdc2df,4,Food_Red,"{""Q0"":""-7""}",-7.0,Food,Red,-8,-1.0,Food_Red
413,443,w4bdc2df,4,Object_Green,"{""Q0"":""-8""}",-8.0,Object,Green,4,12.0,Object_Green
414,444,w4bdc2df,5,Scene_Blue,"{""Q0"":""-6""}",-6.0,Scene,Blue,-6,0.0,Scene_Blue
415,445,w4bdc2df,5,Scene_Red,"{""Q0"":""9""}",,Scene,Red,2,,Scene_Red
416,446,w4bdc2df,5,Scene_Yellow,"{""Q0"":""-3""}",-3.0,Scene,Yellow,5,8.0,Scene_Yellow
417,447,w4bdc2df,5,Animal_Blue,"{""Q0"":""7""}",,Animal,Blue,7,,Animal_Blue
418,448,w4bdc2df,5,Animal_Red,"{""Q0"":""11""}",,Animal,Red,-9,,Animal_Red
419,449,w4bdc2df,5,Object_Blue,"{""Q0"":""2""}",,Object,Blue,-3,,Object_Blue
420,450,wd071aa9,1,Scene_Yellow,"{""Q0"":""+5""}",5.0,Scene,Yellow,5,0.0,Scene_Yellow
421,451,wd071aa9,1,Scene_Green,"{""Q0"":""+4""}",4.0,Scene,Green,3,-1.0,Scene_Green
422,452,wd071aa9,1,Scene_Blue,"{""Q0"":""-6""}",-6.0,Scene,Blue,-6,0.0,Scene_Blue
423,453,wd071aa9,1,Animal_Yellow,"{""Q0"":""-3""}",-3.0,Animal,Yellow,4,7.0,Animal_Yellow
424,454,wd071aa9,1,Animal_Green,"{""Q0"":""-9""}",-9.0,Animal,Green,-9,0.0,Animal_Green
425,455,wd071aa9,1,Object_Yellow,"{""Q0"":""+3""}",3.0,Object,Yellow,-7,-10.0,Object_Yellow
426,456,wd071aa9,2,Food_Blue,"{""Q0"":""-3""}",-3.0,Food,Blue,-6,-3.0,Food_Blue
427,457,wd071aa9,2,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,-7,-9.0,Food_Red
428,458,wd071aa9,2,Food_Yellow,"{""Q0"":""+9""}",9.0,Food,Yellow,9,0.0,Food_Yellow
429,459,wd071aa9,2,Scene_Blue,"{""Q0"":""-6""}",-6.0,Scene,Blue,-4,2.0,Scene_Blue
430,460,wd071aa9,2,Scene_Red,"{""Q0"":""+3""}",3.0,Scene,Red,2,-1.0,Scene_Red
431,461,wd071aa9,2,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,8,10.0,Animal_Blue
432,462,wd071aa9,3,Object_Green,"{""Q0"":""+8""}",8.0,Object,Green,8,0.0,Object_Green
433,463,wd071aa9,3,Object_Yellow,"{""Q0"":""+3""}",3.0,Object,Yellow,-4,-7.0,Object_Yellow
434,464,wd071aa9,3,Object_Blue,"{""Q0"":""-7""}",-7.0,Object,Blue,-7,0.0,Object_Blue
435,465,wd071aa9,3,Food_Green,"{""Q0"":""-9""}",-9.0,Food,Green,-9,0.0,Food_Green
436,466,wd071aa9,3,Food_Yellow,"{""Q0"":""+3""}",3.0,Food,Yellow,3,0.0,Food_Yellow
437,467,wd071aa9,3,Scene_Green,"{""Q0"":""+7""}",7.0,Scene,Green,6,-1.0,Scene_Green
438,468,wd071aa9,4,Object_Red,"{""Q0"":""+3""}",3.0,Object,Red,5,2.0,Object_Red
439,469,wd071aa9,4,Object_Blue,"{""Q0"":""-8""}",-8.0,Object,Blue,8,16.0,Object_Blue
440,470,wd071aa9,4,Object_Green,"{""Q0"":""+7""}",7.0,Object,Green,-9,-16.0,Object_Green
441,471,wd071aa9,4,Animal_Red,"{""Q0"":""+4""}",4.0,Animal,Red,4,0.0,Animal_Red
442,472,wd071aa9,4,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
443,473,wd071aa9,4,Food_Red,"{""Q0"":""+3""}",3.0,Food,Red,-7,-10.0,Food_Red
444,474,wd071aa9,5,Animal_Red,"{""Q0"":""+4""}",4.0,Animal,Red,-6,-10.0,Animal_Red
445,475,wd071aa9,5,Animal_Yellow,"{""Q0"":""+9""}",9.0,Animal,Yellow,9,0.0,Animal_Yellow
446,476,wd071aa9,5,Animal_Green,"{""Q0"":""-8""}",-8.0,Animal,Green,-8,0.0,Animal_Green
447,477,wd071aa9,5,Scene_Red,"{""Q0"":""+3""}",3.0,Scene,Red,3,0.0,Scene_Red
448,478,wd071aa9,5,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-1,0.0,Scene_Yellow
449,479,wd071aa9,5,Object_Red,"{""Q0"":""+4""}",4.0,Object,Red,4,0.0,Object_Red
450,480,w8d56791,1,Scene_Green,"{""Q0"":""-9""}",-9.0,Scene,Green,-4,5.0,Scene_Green
451,481,w8d56791,1,Scene_Yellow,"{""Q0"":""+9""}",9.0,Scene,Yellow,-3,-12.0,Scene_Yellow
452,482,w8d56791,1,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,5,6.0,Scene_Red
453,483,w8d56791,1,Animal_Green,"{""Q0"":""-9""}",-9.0,Animal,Green,-8,1.0,Animal_Green
454,484,w8d56791,1,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,2,1.0,Animal_Yellow
455,485,w8d56791,1,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,9,8.0,Food_Green
456,486,w8d56791,2,Food_Blue,"{""Q0"":""+9""}",9.0,Food,Blue,7,-2.0,Food_Blue
457,487,w8d56791,2,Food_Red,"{""Q0"":""-9""}",-9.0,Food,Red,-9,0.0,Food_Red
458,488,w8d56791,2,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,8,7.0,Food_Yellow
459,489,w8d56791,2,Object_Blue,"{""Q0"":""-9""}",-9.0,Object,Blue,-3,6.0,Object_Blue
460,490,w8d56791,2,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,2,1.0,Object_Red
461,491,w8d56791,2,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,-5,-4.0,Scene_Blue
462,492,w8d56791,3,Scene_Red,"{""Q0"":""+9""}",9.0,Scene,Red,-8,-17.0,Scene_Red
463,493,w8d56791,3,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,9,10.0,Scene_Yellow
464,494,w8d56791,3,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-3,-2.0,Scene_Green
465,495,w8d56791,3,Object_Red,"{""Q0"":""+9""}",9.0,Object,Red,4,-5.0,Object_Red
466,496,w8d56791,3,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-5,-4.0,Object_Yellow
467,497,w8d56791,3,Animal_Red,"{""Q0"":""+9""}",9.0,Animal,Red,7,-2.0,Animal_Red
468,498,w8d56791,4,Object_Yellow,"{""Q0"":""+9""}",9.0,Object,Yellow,8,-1.0,Object_Yellow
469,499,w8d56791,4,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-9,-8.0,Object_Blue
470,500,w8d56791,4,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,2,1.0,Object_Green
