,index,wid,game,image,responses,remembered_outcome,category_1,category_2,outcome,outcome_mem_difference,item
237,267,wb51887d,5,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-8,-7.0,Scene_Yellow
238,268,wb51887d,5,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,1,-1.0,Scene_Green
239,269,wb51887d,5,Object_Yellow,"{""Q0"":""""}",,Object,Yellow,3,,Object_Yellow
240,300,w58111ca,1,Food_Yellow,"{""Q0"":""+6""}",6.0,Food,Yellow,6,0.0,Food_Yellow
241,301,w58111ca,1,Food_Red,"{""Q0"":""-7""}",-7.0,Food,Red,-7,0.0,Food_Red
242,302,w58111ca,1,Food_Blue,"{""Q0"":""+5""}",5.0,Food,Blue,3,-2.0,Food_Blue
243,303,w58111ca,1,Scene_Yellow,"{""Q0"":""-5""}",-5.0,Scene,Yellow,-5,0.0,Scene_Yellow
244,304,w58111ca,1,Scene_Red,"{""Q0"":""-7""}",-7.0,Scene,Red,2,9.0,Scene_Red
245,305,w58111ca,1,Object_Yellow,"{""Q0"":""+8""}",8.0,Object,Yellow,-4,-12.0,Object_Yellow
246,306,w58111ca,2,Food_Green,"{""Q0"":""+5""}",5.0,Food,Green,-4,-9.0,Food_Green
247,307,w58111ca,2,Food_Yellow,"{""Q0"":""-6""}",-6.0,Food,Yellow,7,13.0,Food_Yellow
248,308,w58111ca,2,Food_Blue,"{""Q0"":""+3""}",3.0,Food,Blue,-6,-9.0,Food_Blue
249,309,w58111ca,2,Object_Green,"{""Q0"":""+3""}",3.0,Object,Green,3,0.0,Object_Green
250,310,w58111ca,2,Object_Yellow,"{""Q0"":""-8""}",-8.0,Object,Yellow,-8,0.0,Object_Yellow
251,311,w58111ca,2,Animal_Green,"{""Q0"":""+3""}",3.0,Animal,Green,2,-1.0,Animal_Green
252,312,w58111ca,3,Animal_Blue,"{""Q0"":""-7""}",-7.0,Animal,Blue,-8,-1.0,Animal_Blue
253,313,w58111ca,3,Animal_Red,"{""Q0"":""+3""}",3.0,Animal,Red,3,0.0,Animal_Red
254,314,w58111ca,3,Animal_Yellow,"{""Q0"":""+6""}",6.0,Animal,Yellow,7,1.0,Animal_Yellow
255,315,w58111ca,3,Object_Blue,"{""Q0"":""+9""}",9.0,Object,Blue,9,0.0,Object_Blue
256,316,w58111ca,3,Object_Red,"{""Q0"":""-4""}",-4.0,Object,Red,-4,0.0,Object_Red
257,317,w58111ca,3,Scene_Blue,"{""Q0"":""-5""}",-5.0,Scene,Blue,-6,-1.0,Scene_Blue
258,318,w58111ca,4,Object_Blue,"{""Q0"":""9""}",,Object,Blue,7,,Object_Blue
259,319,w58111ca,4,Object_Red,"{""Q0"":""-4""}",-4.0,Object,Red,6,10.0,Object_Red
260,320,w58111ca,4,Object_Green,"{""Q0"":""-5""}",-5.0,Object,Green,-8,-3.0,Object_Green
261,321,w58111ca,4,Animal_Blue,"{""Q0"":""-6""}",-6.0,Animal,Blue,3,9.0,Animal_Blue
262,322,w58111ca,4,Animal_Red,"{""Q0"":""+3""}",3.0,Animal,Red,-5,-8.0,Animal_Red
263,323,w58111ca,4,Scene_Blue,"{""Q0"":""-3""}",-3.0,Scene,Blue,-9,-6.0,Scene_Blue
264,324,w58111ca,5,Scene_Green,"{""Q0"":""+4""}",4.0,Scene,Green,4,0.0,Scene_Green
265,325,w58111ca,5,Scene_Red,"{""Q0"":""+7""}",7.0,Scene,Red,7,0.0,Scene_Red
266,326,w58111ca,5,Scene_Yellow,"{""Q0"":""-3""}",-3.0,Scene,Yellow,-9,-6.0,Scene_Yellow
267,327,w58111ca,5,Food_Green,"{""Q0"":""+4""}",4.0,Food,Green,3,-1.0,Food_Green
268,328,w58111ca,5,Food_Red,"{""Q0"":""-3""}",-3.0,Food,Red,-2,1.0,Food_Red
269,329,w58111ca,5,Animal_Green,"{""Q0"":""""}",,Animal,Green,-6,,Animal_Green
270,330,wc9128ed,1,Object_Yellow,"{""Q0"":""-3""}",-3.0,Object,Yellow,-8,-5.0,Object_Yellow
271,331,wc9128ed,1,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,9,7.0,Object_Green
272,332,wc9128ed,1,Object_Red,"{""Q0"":""+3""}",3.0,Object,Red,-4,-7.0,Object_Red
273,333,wc9128ed,1,Animal_Yellow,"{""Q0"":""-4""}",-4.0,Animal,Yellow,7,11.0,Animal_Yellow
274,334,wc9128ed,1,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,-3,-5.0,Animal_Green
275,335,wc9128ed,1,Scene_Yellow,"{""Q0"":""+5""}",5.0,Scene,Yellow,5,0.0,Scene_Yellow
276,336,wc9128ed,2,Animal_Green,"{""Q0"":""-9""}",-9.0,Animal,Green,-8,1.0,Animal_Green
277,337,wc9128ed,2,Animal_Red,"{""Q0"":""+5""}",5.0,Animal,Red,3,-2.0,Animal_Red
278,338,wc9128ed,2,Animal_Blue,"{""Q0"":""+7""}",7.0,Animal,Blue,7,0.0,Animal_Blue
279,339,wc9128ed,2,Scene_Green,"{""Q0"":""+9""}",9.0,Scene,Green,9,0.0,Scene_Green
280,340,wc9128ed,2,Scene_Red,"{""Q0"":""+3""}",3.0,Scene,Red,-6,-9.0,Scene_Red
281,341,wc9128ed,2,Food_Green,"{""Q0"":""-5""}",-5.0,Food,Green,-2,3.0,Food_Green
282,342,wc9128ed,3,Food_Green,"{""Q0"":""-9""}",-9.0,Food,Green,-7,2.0,Food_Green
283,343,wc9128ed,3,Food_Blue,"{""Q0"":""-5""}",-5.0,Food,Blue,-4,1.0,Food_Blue
284,344,wc9128ed,3,Food_Yellow,"{""Q0"":""+8""}",8.0,Food,Yellow,8,0.0,Food_Yellow
285,345,wc9128ed,3,Scene_Green,"{""Q0"":""-3""}",-3.0,Scene,Green,-3,0.0,Scene_Green
286,346,wc9128ed,3,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
287,347,wc9128ed,3,Object_Green,"{""Q0"":""+5""}",5.0,Object,Green,9,4.0,Object_Green
288,348,wc9128ed,4,Scene_Red,"{""Q0"":""+5""}",5.0,Scene,Red,5,0.0,Scene_Red
289,349,wc9128ed,4,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,4,2.0,Scene_Blue
290,350,wc9128ed,4,Scene_Yellow,"{""Q0"":""-4""}",-4.0,Scene,Yellow,-8,-4.0,Scene_Yellow
291,351,wc9128ed,4,Object_Red,"{""Q0"":""+7""}",7.0,Object,Red,7,0.0,Object_Red
292,352,wc9128ed,4,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
293,353,wc9128ed,4,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,-9,-7.0,Food_Red
294,354,wc9128ed,5,Animal_Blue,"{""Q0"":""-5""}",-5.0,Animal,Blue,-5,0.0,Animal_Blue
295,355,wc9128ed,5,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,4,2.0,Animal_Yellow
296,356,wc9128ed,5,Animal_Red,"{""Q0"":""+5""}",5.0,Animal,Red,3,-2.0,Animal_Red
297,357,wc9128ed,5,Food_Blue,"{""Q0"":""-6""}",-6.0,Food,Blue,7,13.0,Food_Blue
298,358,wc9128ed,5,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,-2,-4.0,Food_Yellow
299,359,wc9128ed,5,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-6,-5.0,Object_Blue
300,360,wf8b98ff,1,Scene_Yellow,"{""Q0"":""+7""}",7.0,Scene,Yellow,7,0.0,Scene_Yellow
301,361,wf8b98ff,1,Scene_Red,"{""Q0"":""+1""}",1.0,Scene,Red,-5,-6.0,Scene_Red
302,362,wf8b98ff,1,Scene_Blue,"{""Q0"":""-3""}",-3.0,Scene,Blue,-3,0.0,Scene_Blue
303,363,wf8b98ff,1,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-9,-8.0,Object_Yellow
304,364,wf8b98ff,1,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
305,365,wf8b98ff,1,Animal_Yellow,"{""Q0"":""+6""}",6.0,Animal,Yellow,6,0.0,Animal_Yellow
306,366,wf8b98ff,2,Scene_Blue,"{""Q0"":""+8""}",8.0,Scene,Blue,8,0.0,Scene_Blue
307,367,wf8b98ff,2,Scene_Green,"{""Q0"":""-9""}",-9.0,Scene,Green,-9,0.0,Scene_Green
308,368,wf8b98ff,2,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,2,0.0,Scene_Red
309,369,wf8b98ff,2,Object_Blue,"{""Q0"":""-3""}",-3.0,Object,Blue,-6,-3.0,Object_Blue
310,370,wf8b98ff,2,Object_Green,"{""Q0"":""+4""}",4.0,Object,Green,4,0.0,Object_Green
311,371,wf8b98ff,2,Food_Blue,"{""Q0"":""-3""}",-3.0,Food,Blue,-5,-2.0,Food_Blue
312,372,wf8b98ff,3,Food_Red,"{""Q0"":""+4""}",4.0,Food,Red,4,0.0,Food_Red
313,373,wf8b98ff,3,Food_Blue,"{""Q0"":""+6""}",6.0,Food,Blue,6,0.0,Food_Blue
314,374,wf8b98ff,3,Food_Yellow,"{""Q0"":""+8""}",8.0,Food,Yellow,-8,-16.0,Food_Yellow
315,375,wf8b98ff,3,Animal_Red,"{""Q0"":""+5""}",5.0,Animal,Red,5,0.0,Animal_Red
316,376,wf8b98ff,3,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-1,0.0,Animal_Blue
317,377,wf8b98ff,3,Object_Red,"{""Q0"":""-7""}",-7.0,Object,Red,-7,0.0,Object_Red
318,378,wf8b98ff,4,Food_Green,"{""Q0"":""+7""}",7.0,Food,Green,7,0.0,Food_Green
319,379,wf8b98ff,4,Food_Yellow,"{""Q0"":""-8""}",-8.0,Food,Yellow,-8,0.0,Food_Yellow
320,380,wf8b98ff,4,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,2,0.0,Food_Red
321,381,wf8b98ff,4,Object_Green,"{""Q0"":""-5""}",-5.0,Object,Green,-5,0.0,Object_Green
322,382,wf8b98ff,4,Object_Yellow,"{""Q0"":""+6""}",6.0,Object,Yellow,9,3.0,Object_Yellow
323,383,wf8b98ff,4,Animal_Green,"{""Q0"":""-6""}",-6.0,Animal,Green,-6,0.0,Animal_Green
324,384,wf8b98ff,5,Animal_Green,"{""Q0"":""+4""}",4.0,Animal,Green,4,0.0,Animal_Green
325,385,wf8b98ff,5,Animal_Yellow,"{""Q0"":""+5""}",5.0,Animal,Yellow,5,0.0,Animal_Yellow
326,386,wf8b98ff,5,Animal_Blue,"{""Q0"":""-8""}",-8.0,Animal,Blue,-8,0.0,Animal_Blue
327,387,wf8b98ff,5,Scene_Green,"{""Q0"":""+6""}",6.0,Scene,Green,6,0.0,Scene_Green
328,388,wf8b98ff,5,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-1,0.0,Scene_Yellow
329,389,wf8b98ff,5,Food_Green,"{""Q0"":""-7""}",-7.0,Food,Green,-9,-2.0,Food_Green
330,390,w4e997cb,1,Animal_Yellow,"{""Q0"":""-3""}",-3.0,Animal,Yellow,-3,0.0,Animal_Yellow
331,391,w4e997cb,1,Animal_Green,"{""Q0"":""-5""}",-5.0,Animal,Green,-7,-2.0,Animal_Green
332,392,w4e997cb,1,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,9,7.0,Animal_Blue
333,393,w4e997cb,1,Food_Yellow,"{""Q0"":""+5""}",5.0,Food,Yellow,-2,-7.0,Food_Yellow
334,394,w4e997cb,1,Food_Green,"{""Q0"":""+9""}",9.0,Food,Green,5,-4.0,Food_Green
335,395,w4e997cb,1,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,4,2.0,Scene_Yellow
336,396,w4e997cb,2,Food_Yellow,"{""Q0"":""-9""}",-9.0,Food,Yellow,-8,1.0,Food_Yellow
337,397,w4e997cb,2,Food_Green,"{""Q0"":""-3""}",-3.0,Food,Green,6,9.0,Food_Green
338,398,w4e997cb,2,Food_Red,"{""Q0"":""+5""}",5.0,Food,Red,5,0.0,Food_Red
339,399,w4e997cb,2,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,9,10.0,Scene_Yellow
340,400,w4e997cb,2,Scene_Green,"{""Q0"":""-5""}",-5.0,Scene,Green,-3,2.0,Scene_Green
341,401,w4e997cb,2,Object_Yellow,"{""Q0"":""-4""}",-4.0,Object,Yellow,-7,-3.0,Object_Yellow
342,402,w4e997cb,3,Object_Blue,"{""Q0"":""+""}",,Object,Blue,-7,,Object_Blue
343,403,w4e997cb,3,Object_Red,"{""Q0"":""+9""}",9.0,Object,Red,9,0.0,Object_Red
344,404,w4e997cb,3,Object_Green,"{""Q0"":""""}",,Object,Green,-3,,Object_Green
345,405,w4e997cb,3,Scene_Blue,"{""Q0"":""""}",,Scene,Blue,6,,Scene_Blue
346,406,w4e997cb,3,Scene_Red,"{""Q0"":""""}",,Scene,Red,-2,,Scene_Red
347,407,w4e997cb,3,Food_Blue,"{""Q0"":""+5""}",5.0,Food,Blue,5,0.0,Food_Blue
348,408,w4e997cb,4,Object_Red,"{""Q0"":""+9""}",9.0,Object,Red,-7,-16.0,Object_Red
349,409,w4e997cb,4,Object_Green,"{""Q0"":""+5""}",5.0,Object,Green,5,0.0,Object_Green
350,410,w4e997cb,4,Object_Yellow,"{""Q0"":""""}",,Object,Yellow,4,,Object_Yellow
351,411,w4e997cb,4,Animal_Red,"{""Q0"":""+5""}",5.0,Animal,Red,9,4.0,Animal_Red
352,412,w4e997cb,4,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-1,0.0,Animal_Green
353,413,w4e997cb,4,Scene_Red,"{""Q0"":""-7""}",-7.0,Scene,Red,-8,-1.0,Scene_Red
354,414,w4e997cb,5,Animal_Blue,"{""Q0"":""+5""}",5.0,Animal,Blue,6,1.0,Animal_Blue
355,415,w4e997cb,5,Animal_Red,"{""Q0"":""+9""}",9.0,Animal,Red,-2,-11.0,Animal_Red
356,416,w4e997cb,5,Animal_Yellow,"{""Q0"":""-""}",,Animal,Yellow,-5,,Animal_Yellow
357,417,w4e997cb,5,Food_Blue,"{""Q0"":""+""}",,Food,Blue,-8,,Food_Blue
358,418,w4e997cb,5,Food_Red,"{""Q0"":""-""}",,Food,Red,3,,Food_Red
359,419,w4e997cb,5,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,4,5.0,Object_Blue
360,420,wecf7799,1,Food_Blue,"{""Q0"":""-3""}",-3.0,Food,Blue,-5,-2.0,Food_Blue
361,421,wecf7799,1,Food_Green,"{""Q0"":""+6""}",6.0,Food,Green,4,-2.0,Food_Green
362,422,wecf7799,1,Food_Yellow,"{""Q0"":""-3""}",-3.0,Food,Yellow,3,6.0,Food_Yellow
363,423,wecf7799,1,Object_Blue,"{""Q0"":""+9""}",9.0,Object,Blue,9,0.0,Object_Blue
364,424,wecf7799,1,Object_Green,"{""Q0"":""-4""}",-4.0,Object,Green,-6,-2.0,Object_Green
365,425,wecf7799,1,Animal_Blue,"{""Q0"":""-4""}",-4.0,Animal,Blue,-8,-4.0,Animal_Blue
366,426,wecf7799,2,Scene_Red,"{""Q0"":""+6""}",6.0,Scene,Red,7,1.0,Scene_Red
367,427,wecf7799,2,Scene_Green,"{""Q0"":""-3""}",-3.0,Scene,Green,-4,-1.0,Scene_Green
368,428,wecf7799,2,Scene_Blue,"{""Q0"":""+9""}",9.0,Scene,Blue,-6,-15.0,Scene_Blue
369,429,wecf7799,2,Animal_Red,"{""Q0"":""-6""}",-6.0,Animal,Red,-8,-2.0,Animal_Red
370,430,wecf7799,2,Animal_Green,"{""Q0"":""+4""}",4.0,Animal,Green,9,5.0,Animal_Green
371,431,wecf7799,2,Food_Red,"{""Q0"":""+6""}",6.0,Food,Red,5,-1.0,Food_Red
372,432,wecf7799,3,Animal_Red,"{""Q0"":""-3""}",-3.0,Animal,Red,-6,-3.0,Animal_Red
373,433,wecf7799,3,Animal_Blue,"{""Q0"":""-8""}",-8.0,Animal,Blue,8,16.0,Animal_Blue
374,434,wecf7799,3,Animal_Yellow,"{""Q0"":""-3""}",-3.0,Animal,Yellow,-3,0.0,Animal_Yellow
375,435,wecf7799,3,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,2,0.0,Food_Red
376,436,wecf7799,3,Food_Blue,"{""Q0"":""-7""}",-7.0,Food,Blue,-7,0.0,Food_Blue
377,437,wecf7799,3,Object_Red,"{""Q0"":""+4""}",4.0,Object,Red,5,1.0,Object_Red
378,438,wecf7799,4,Scene_Green,"{""Q0"":""-4""}",-4.0,Scene,Green,8,12.0,Scene_Green
379,439,wecf7799,4,Scene_Yellow,"{""Q0"":""-9""}",-9.0,Scene,Yellow,-7,2.0,Scene_Yellow
380,440,wecf7799,4,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,-2,0.0,Scene_Red
381,441,wecf7799,4,Food_Green,"{""Q0"":""+4""}",4.0,Food,Green,-9,-13.0,Food_Green
382,442,wecf7799,4,Food_Yellow,"{""Q0"":""+3""}",3.0,Food,Yellow,6,3.0,Food_Yellow
383,443,wecf7799,4,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,3,1.0,Object_Green
384,444,wecf7799,5,Object_Yellow,"{""Q0"":""-8""}",-8.0,Object,Yellow,-8,0.0,Object_Yellow
385,445,wecf7799,5,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,9,7.0,Object_Blue
386,446,wecf7799,5,Object_Red,"{""Q0"":""-4""}",-4.0,Object,Red,-5,-1.0,Object_Red
387,447,wecf7799,5,Scene_Yellow,"{""Q0"":""+7""}",7.0,Scene,Yellow,7,0.0,Scene_Yellow
388,448,wecf7799,5,Scene_Blue,"{""Q0"":""-4""}",-4.0,Scene,Blue,-3,1.0,Scene_Blue
389,449,wecf7799,5,Animal_Yellow,"{""Q0"":""-3""}",-3.0,Animal,Yellow,6,9.0,Animal_Yellow
390,510,wbb70a68,1,Animal_Yellow,"{""Q0"":""+6""}",6.0,Animal,Yellow,6,0.0,Animal_Yellow
391,511,wbb70a68,1,Animal_Green,"{""Q0"":""+5""}",5.0,Animal,Green,8,3.0,Animal_Green
392,512,wbb70a68,1,Animal_Red,"{""Q0"":""+8""}",8.0,Animal,Red,-9,-17.0,Animal_Red
393,513,wbb70a68,1,Object_Yellow,"{""Q0"":""+7""}",7.0,Object,Yellow,5,-2.0,Object_Yellow
394,514,wbb70a68,1,Object_Green,"{""Q0"":""-3""}",-3.0,Object,Green,-2,1.0,Object_Green
395,515,wbb70a68,1,Scene_Yellow,"{""Q0"":""-7""}",-7.0,Scene,Yellow,-7,0.0,Scene_Yellow
396,516,wbb70a68,2,Scene_Red,"{""Q0"":""-6""}",-6.0,Scene,Red,-6,0.0,Scene_Red
397,517,wbb70a68,2,Scene_Green,"{""Q0"":""+3""}",3.0,Scene,Green,3,0.0,Scene_Green
398,518,wbb70a68,2,Scene_Blue,"{""Q0"":""+5""}",5.0,Scene,Blue,4,-1.0,Scene_Blue
399,519,wbb70a68,2,Food_Red,"{""Q0"":""+6""}",6.0,Food,Red,7,1.0,Food_Red
400,520,wbb70a68,2,Food_Green,"{""Q0"":""-7""}",-7.0,Food,Green,-8,-1.0,Food_Green
401,521,wbb70a68,2,Object_Red,"{""Q0"":""-4""}",-4.0,Object,Red,-2,2.0,Object_Red
402,522,wbb70a68,3,Scene_Yellow,"{""Q0"":""+3""}",3.0,Scene,Yellow,-6,-9.0,Scene_Yellow
403,523,wbb70a68,3,Scene_Blue,"{""Q0"":""-6""}",-6.0,Scene,Blue,-3,3.0,Scene_Blue
404,524,wbb70a68,3,Scene_Red,"{""Q0"":""+6""}",6.0,Scene,Red,7,1.0,Scene_Red
405,525,wbb70a68,3,Food_Yellow,"{""Q0"":""-7""}",-7.0,Food,Yellow,-8,-1.0,Food_Yellow
406,526,wbb70a68,3,Food_Blue,"{""Q0"":""-8""}",-8.0,Food,Blue,2,10.0,Food_Blue
407,527,wbb70a68,3,Object_Yellow,"{""Q0"":""-9""}",-9.0,Object,Yellow,9,18.0,Object_Yellow
408,528,wbb70a68,4,Animal_Green,"{""Q0"":""+3""}",3.0,Animal,Green,-4,-7.0,Animal_Green
409,529,wbb70a68,4,Animal_Blue,"{""Q0"":""+5""}",5.0,Animal,Blue,2,-3.0,Animal_Blue
410,530,wbb70a68,4,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,3,1.0,Animal_Yellow
411,531,wbb70a68,4,Food_Green,"{""Q0"":""-8""}",-8.0,Food,Green,8,16.0,Food_Green
412,532,wbb70a68,4,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,-1,0.0,Food_Blue
413,533,wbb70a68,4,Scene_Green,"{""Q0"":""+3""}",3.0,Scene,Green,-5,-8.0,Scene_Green
414,534,wbb70a68,5,Object_Red,"{""Q0"":""+6""}",6.0,Object,Red,8,2.0,Object_Red
415,535,wbb70a68,5,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,-7,-5.0,Object_Blue
416,536,wbb70a68,5,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,-3,-5.0,Object_Green
417,537,wbb70a68,5,Animal_Red,"{""Q0"":""+3""}",3.0,Animal,Red,-9,-12.0,Animal_Red
418,538,wbb70a68,5,Animal_Blue,"{""Q0"":""+3""}",3.0,Animal,Blue,5,2.0,Animal_Blue
419,539,wbb70a68,5,Food_Red,"{""Q0"":""+5""}",5.0,Food,Red,4,-1.0,Food_Red
420,540,w967bd55,1,Food_Blue,"{""Q0"":""-3""}",-3.0,Food,Blue,-5,-2.0,Food_Blue
421,541,w967bd55,1,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,2,0.0,Food_Green
422,542,w967bd55,1,Food_Yellow,"{""Q0"":""-9""}",-9.0,Food,Yellow,4,13.0,Food_Yellow
423,543,w967bd55,1,Animal_Blue,"{""Q0"":""+3""}",3.0,Animal,Blue,9,6.0,Animal_Blue
424,544,w967bd55,1,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-1,0.0,Animal_Green
425,545,w967bd55,1,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-6,-4.0,Scene_Blue
426,546,w967bd55,2,Object_Red,"{""Q0"":""-9""}",-9.0,Object,Red,6,15.0,Object_Red
427,547,w967bd55,2,Object_Green,"{""Q0"":""+3""}",3.0,Object,Green,-3,-6.0,Object_Green
428,548,w967bd55,2,Object_Blue,"{""Q0"":""-9""}",-9.0,Object,Blue,-4,5.0,Object_Blue
429,549,w967bd55,2,Food_Red,"{""Q0"":""+7""}",7.0,Food,Red,-9,-16.0,Food_Red
430,550,w967bd55,2,Food_Green,"{""Q0"":""+8""}",8.0,Food,Green,8,0.0,Food_Green
431,551,w967bd55,2,Animal_Red,"{""Q0"":""+7""}",7.0,Animal,Red,7,0.0,Animal_Red
432,552,w967bd55,3,Food_Yellow,"{""Q0"":""-7""}",-7.0,Food,Yellow,-4,3.0,Food_Yellow
433,553,w967bd55,3,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,-5,-7.0,Food_Red
434,554,w967bd55,3,Food_Blue,"{""Q0"":""+4""}",4.0,Food,Blue,8,4.0,Food_Blue
435,555,w967bd55,3,Scene_Yellow,"{""Q0"":""-9""}",-9.0,Scene,Yellow,-6,3.0,Scene_Yellow
436,556,w967bd55,3,Scene_Red,"{""Q0"":""+3""}",3.0,Scene,Red,1,-2.0,Scene_Red
437,557,w967bd55,3,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,9,10.0,Object_Yellow
438,558,w967bd55,4,Scene_Yellow,"{""Q0"":""-9""}",-9.0,Scene,Yellow,7,16.0,Scene_Yellow
439,559,w967bd55,4,Scene_Blue,"{""Q0"":""+3""}",3.0,Scene,Blue,4,1.0,Scene_Blue
440,560,w967bd55,4,Scene_Green,"{""Q0"":""-3""}",-3.0,Scene,Green,-9,-6.0,Scene_Green
441,561,w967bd55,4,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,6,8.0,Animal_Yellow
442,562,w967bd55,4,Animal_Blue,"{""Q0"":""+8""}",8.0,Animal,Blue,-3,-11.0,Animal_Blue
443,563,w967bd55,4,Object_Yellow,"{""Q0"":""-8""}",-8.0,Object,Yellow,-8,0.0,Object_Yellow
444,564,w967bd55,5,Animal_Red,"{""Q0"":""-3""}",-3.0,Animal,Red,-6,-3.0,Animal_Red
445,565,w967bd55,5,Animal_Green,"{""Q0"":""""}",,Animal,Green,9,,Animal_Green
446,566,w967bd55,5,Animal_Yellow,"{""Q0"":""-4""}",-4.0,Animal,Yellow,-4,0.0,Animal_Yellow
447,567,w967bd55,5,Object_Red,"{""Q0"":""-9""}",-9.0,Object,Red,5,14.0,Object_Red
448,568,w967bd55,5,Object_Green,"{""Q0"":""-3""}",-3.0,Object,Green,-3,0.0,Object_Green
449,569,w967bd55,5,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,2,0.0,Scene_Red
450,600,w8bc33f5,1,Object_Blue,"{""Q0"":""+5""}",5.0,Object,Blue,4,-1.0,Object_Blue
451,601,w8bc33f5,1,Object_Red,"{""Q0"":""""}",,Object,Red,-3,,Object_Red
452,602,w8bc33f5,1,Object_Yellow,"{""Q0"":""+3""}",3.0,Object,Yellow,-2,-5.0,Object_Yellow
453,603,w8bc33f5,1,Scene_Blue,"{""Q0"":""-9""}",-9.0,Scene,Blue,-9,0.0,Scene_Blue
454,604,w8bc33f5,1,Scene_Red,"{""Q0"":""+5""}",5.0,Scene,Red,7,2.0,Scene_Red
455,605,w8bc33f5,1,Animal_Blue,"{""Q0"":""+3""}",3.0,Animal,Blue,6,3.0,Animal_Blue
456,606,w8bc33f5,2,Animal_Yellow,"{""Q0"":""-4""}",-4.0,Animal,Yellow,-8,-4.0,Animal_Yellow
457,607,w8bc33f5,2,Animal_Blue,"{""Q0"":""+9""}",9.0,Animal,Blue,9,0.0,Animal_Blue
458,608,w8bc33f5,2,Animal_Green,"{""Q0"":""-7""}",-7.0,Animal,Green,-5,2.0,Animal_Green
459,609,w8bc33f5,2,Food_Yellow,"{""Q0"":""+4""}",4.0,Food,Yellow,7,3.0,Food_Yellow
460,610,w8bc33f5,2,Food_Blue,"{""Q0"":""-9""}",-9.0,Food,Blue,-1,8.0,Food_Blue
461,611,w8bc33f5,2,Scene_Yellow,"{""Q0"":""-7""}",-7.0,Scene,Yellow,4,11.0,Scene_Yellow
462,612,w8bc33f5,3,Scene_Blue,"{""Q0"":""-4""}",-4.0,Scene,Blue,8,12.0,Scene_Blue
463,613,w8bc33f5,3,Scene_Green,"{""Q0"":""+8""}",8.0,Scene,Green,-9,-17.0,Scene_Green
464,614,w8bc33f5,3,Scene_Red,"{""Q0"":""+8""}",8.0,Scene,Red,4,-4.0,Scene_Red
465,615,w8bc33f5,3,Food_Blue,"{""Q0"":""+4""}",4.0,Food,Blue,-5,-9.0,Food_Blue
466,616,w8bc33f5,3,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,1,2.0,Food_Green
467,617,w8bc33f5,3,Object_Blue,"{""Q0"":""=8""}",,Object,Blue,-7,,Object_Blue
468,618,w8bc33f5,4,Object_Red,"{""Q0"":""+9""}",9.0,Object,Red,8,-1.0,Object_Red
469,619,w8bc33f5,4,Object_Yellow,"{""Q0"":""-9""}",-9.0,Object,Yellow,-9,0.0,Object_Yellow
470,620,w8bc33f5,4,Object_Green,"{""Q0"":""+4""}",4.0,Object,Green,6,2.0,Object_Green
