,wid,image,chosen_value,point_value,correct
860,wa9588e1,pepper,1,-1,False
861,w417dedd,pepper,1,-1,False
862,waf5ed76,pepper,1,-1,False
866,wb83a52c,pepper,-1,-1,True
867,wf9d56e4,pepper,-1,-1,True
868,w00c391f,pepper,-1,-1,True
869,wae73c1f,pepper,-1,-1,True
870,wbdee46f,pepper,1,-1,False
871,wd1558cc,pepper,1,-1,False
872,w0cf8802,pepper,1,-1,False
873,w31b7dbe,pepper,1,-1,False
874,w1efb25c,pepper,1,-1,False
875,w017e3cd,pepper,1,-1,False
876,w865d6ad,pepper,-1,-1,True
877,w4810e3e,pepper,-1,-1,True
879,w161eef2,pepper,1,-1,False
881,wd9e76e4,pepper,1,-1,False
882,w6355333,pepper,-1,-1,True
883,wa620fe2,pepper,-1,-1,True
884,w812d061,pepper,-1,-1,True
885,wf9347d8,pepper,-1,-1,True
886,w5624f17,pepper,1,-1,False
887,wad2e584,pepper,1,-1,False
888,wf2e46b5,pepper,-1,-1,True
889,wbff56f6,pepper,1,-1,False
890,w3067c35,pepper,1,-1,False
894,wc136bb6,pepper,1,-1,False
895,wa24f9fe,pepper,-1,-1,True
897,w51d8142,pepper,-1,-1,True
899,wf7e1cf2,pepper,-1,-1,True
900,w915dec2,pepper,-1,-1,True
901,w4e312fd,pepper,-1,-1,True
902,w0c6daff,pepper,-1,-1,True
903,w472a3b0,pepper,-1,-1,True
904,w7b672a4,pepper,-1,-1,True
906,wa06df17,pepper,-1,-1,True
907,w0e327f3,pepper,-1,-1,True
908,w1afb6bd,pepper,-1,-1,True
909,w08dda5e,pepper,-1,-1,True
910,w49dc7cd,pepper,-1,-1,True
911,w7574933,pepper,-1,-1,True
912,w2e9806f,owl,-1,-1,True
913,wf57281a,owl,1,-1,False
914,wc861d09,owl,1,-1,False
916,w3ef8767,owl,-1,-1,True
917,wb050285,owl,-1,-1,True
918,w2c5d7eb,owl,-1,-1,True
919,w567d945,owl,-1,-1,True
920,wbf71104,owl,-1,-1,True
921,wdcba2fa,owl,1,-1,False
922,w06dc745,owl,-1,-1,True
923,wd3b5cb5,owl,-1,-1,True
924,wea422b2,owl,-1,-1,True
926,w8b71afe,owl,-1,-1,True
927,wea26d76,owl,-1,-1,True
928,w28e335e,owl,-1,-1,True
929,w8d04c13,owl,-1,-1,True
930,w882868f,owl,-1,-1,True
931,w973e0a4,owl,-1,-1,True
932,w38281a7,owl,-1,-1,True
933,w15afaeb,owl,-1,-1,True
934,we820c40,owl,-1,-1,True
935,wd1f6033,owl,-1,-1,True
936,wa9588e1,owl,1,-1,False
937,w417dedd,owl,-1,-1,True
938,waf5ed76,owl,-1,-1,True
942,wb83a52c,owl,-1,-1,True
943,wf9d56e4,owl,-1,-1,True
944,w00c391f,owl,1,-1,False
945,wae73c1f,owl,-1,-1,True
946,wbdee46f,owl,-1,-1,True
947,wd1558cc,owl,-1,-1,True
948,w0cf8802,owl,1,-1,False
949,w31b7dbe,owl,-1,-1,True
950,w1efb25c,owl,1,-1,False
951,w017e3cd,owl,-1,-1,True
952,w865d6ad,owl,-1,-1,True
953,w4810e3e,owl,-1,-1,True
955,w161eef2,owl,1,-1,False
957,wd9e76e4,owl,1,-1,False
958,w6355333,owl,-1,-1,True
959,wa620fe2,owl,-1,-1,True
960,w812d061,owl,1,-1,False
961,wf9347d8,owl,-1,-1,True
962,w5624f17,owl,-1,-1,True
963,wad2e584,owl,1,-1,False
964,wf2e46b5,owl,-1,-1,True
965,wbff56f6,owl,-1,-1,True
966,w3067c35,owl,1,-1,False
970,wc136bb6,owl,1,-1,False
971,wa24f9fe,owl,-1,-1,True
973,w51d8142,owl,-1,-1,True
975,wf7e1cf2,owl,-1,-1,True
976,w915dec2,owl,1,-1,False
977,w4e312fd,owl,1,-1,False
978,w0c6daff,owl,-1,-1,True
979,w472a3b0,owl,-1,-1,True
980,w7b672a4,owl,1,-1,False
982,wa06df17,owl,-1,-1,True
983,w0e327f3,owl,-1,-1,True
984,w1afb6bd,owl,-1,-1,True
985,w08dda5e,owl,-1,-1,True
986,w49dc7cd,owl,-1,-1,True
987,w7574933,owl,1,-1,False
988,w2e9806f,airplane,-1,1,False
989,wf57281a,airplane,1,1,True
990,wc861d09,airplane,1,1,True
992,w3ef8767,airplane,1,1,True
993,wb050285,airplane,1,1,True
994,w2c5d7eb,airplane,1,1,True
995,w567d945,airplane,1,1,True
996,wbf71104,airplane,1,1,True
997,wdcba2fa,airplane,-1,1,False
998,w06dc745,airplane,1,1,True
999,wd3b5cb5,airplane,1,1,True
1000,wea422b2,airplane,1,1,True
1002,w8b71afe,airplane,-1,1,False
1003,wea26d76,airplane,1,1,True
1004,w28e335e,airplane,1,1,True
1005,w8d04c13,airplane,1,1,True
1006,w882868f,airplane,1,1,True
1007,w973e0a4,airplane,1,1,True
1008,w38281a7,airplane,1,1,True
1009,w15afaeb,airplane,1,1,True
1010,we820c40,airplane,-1,1,False
1011,wd1f6033,airplane,-1,1,False
1012,wa9588e1,airplane,-1,1,False
1013,w417dedd,airplane,1,1,True
1014,waf5ed76,airplane,-1,1,False
1018,wb83a52c,airplane,1,1,True
1019,wf9d56e4,airplane,1,1,True
1020,w00c391f,airplane,-1,1,False
1021,wae73c1f,airplane,-1,1,False
1022,wbdee46f,airplane,1,1,True
1023,wd1558cc,airplane,1,1,True
1024,w0cf8802,airplane,1,1,True
1025,w31b7dbe,airplane,1,1,True
1026,w1efb25c,airplane,1,1,True
1027,w017e3cd,airplane,1,1,True
1028,w865d6ad,airplane,1,1,True
1029,w4810e3e,airplane,-1,1,False
1031,w161eef2,airplane,1,1,True
1033,wd9e76e4,airplane,1,1,True
1034,w6355333,airplane,1,1,True
1035,wa620fe2,airplane,1,1,True
1036,w812d061,airplane,1,1,True
1037,wf9347d8,airplane,1,1,True
1038,w5624f17,airplane,1,1,True
1039,wad2e584,airplane,-1,1,False
1040,wf2e46b5,airplane,1,1,True
1041,wbff56f6,airplane,1,1,True
1042,w3067c35,airplane,1,1,True
1046,wc136bb6,airplane,1,1,True
1047,wa24f9fe,airplane,1,1,True
1049,w51d8142,airplane,1,1,True
1051,wf7e1cf2,airplane,-1,1,False
1052,w915dec2,airplane,1,1,True
1053,w4e312fd,airplane,1,1,True
1054,w0c6daff,airplane,1,1,True
1055,w472a3b0,airplane,1,1,True
1056,w7b672a4,airplane,1,1,True
1058,wa06df17,airplane,-1,1,False
1059,w0e327f3,airplane,1,1,True
1060,w1afb6bd,airplane,-1,1,False
1061,w08dda5e,airplane,-1,1,False
1062,w49dc7cd,airplane,1,1,True
1063,w7574933,airplane,1,1,True
1064,w2e9806f,cat,1,1,True
1065,wf57281a,cat,1,1,True
1066,wc861d09,cat,1,1,True
1068,w3ef8767,cat,1,1,True
1069,wb050285,cat,1,1,True
1070,w2c5d7eb,cat,1,1,True
1071,w567d945,cat,1,1,True
1072,wbf71104,cat,1,1,True
1073,wdcba2fa,cat,-1,1,False
1074,w06dc745,cat,1,1,True
1075,wd3b5cb5,cat,1,1,True
1076,wea422b2,cat,1,1,True
1078,w8b71afe,cat,-1,1,False
1079,wea26d76,cat,1,1,True
1080,w28e335e,cat,1,1,True
1081,w8d04c13,cat,1,1,True
1082,w882868f,cat,1,1,True
1083,w973e0a4,cat,1,1,True
1084,w38281a7,cat,1,1,True
1085,w15afaeb,cat,1,1,True
1086,we820c40,cat,1,1,True
1087,wd1f6033,cat,1,1,True
1088,wa9588e1,cat,1,1,True
1089,w417dedd,cat,1,1,True
1090,waf5ed76,cat,1,1,True
1094,wb83a52c,cat,1,1,True
1095,wf9d56e4,cat,1,1,True
1096,w00c391f,cat,-1,1,False
1097,wae73c1f,cat,1,1,True
1098,wbdee46f,cat,1,1,True
1099,wd1558cc,cat,1,1,True
1100,w0cf8802,cat,-1,1,False
1101,w31b7dbe,cat,1,1,True
1102,w1efb25c,cat,1,1,True
1103,w017e3cd,cat,1,1,True
1104,w865d6ad,cat,1,1,True
1105,w4810e3e,cat,1,1,True
1107,w161eef2,cat,1,1,True
1109,wd9e76e4,cat,1,1,True
1110,w6355333,cat,1,1,True
1111,wa620fe2,cat,1,1,True
1112,w812d061,cat,-1,1,False
1113,wf9347d8,cat,1,1,True
1114,w5624f17,cat,1,1,True
1115,wad2e584,cat,1,1,True
1116,wf2e46b5,cat,1,1,True
1117,wbff56f6,cat,1,1,True
1118,w3067c35,cat,-1,1,False
1122,wc136bb6,cat,1,1,True
1123,wa24f9fe,cat,1,1,True
1125,w51d8142,cat,1,1,True
1127,wf7e1cf2,cat,1,1,True
1128,w915dec2,cat,1,1,True
1129,w4e312fd,cat,1,1,True
1130,w0c6daff,cat,1,1,True
1131,w472a3b0,cat,1,1,True
1132,w7b672a4,cat,-1,1,False
1134,wa06df17,cat,1,1,True
1135,w0e327f3,cat,1,1,True
1136,w1afb6bd,cat,1,1,True
1137,w08dda5e,cat,1,1,True
1138,w49dc7cd,cat,1,1,True
1139,w7574933,cat,1,1,True
1140,w2e9806f,cow,-1,-1,True
1141,wf57281a,cow,1,-1,False
1142,wc861d09,cow,1,-1,False
1144,w3ef8767,cow,-1,-1,True
1145,wb050285,cow,1,-1,False
1146,w2c5d7eb,cow,-1,-1,True
1147,w567d945,cow,-1,-1,True
1148,wbf71104,cow,1,-1,False
1149,wdcba2fa,cow,1,-1,False
1150,w06dc745,cow,-1,-1,True
1151,wd3b5cb5,cow,-1,-1,True
1152,wea422b2,cow,-1,-1,True
1154,w8b71afe,cow,1,-1,False
1155,wea26d76,cow,1,-1,False
1156,w28e335e,cow,1,-1,False
1157,w8d04c13,cow,1,-1,False
1158,w882868f,cow,1,-1,False
1159,w973e0a4,cow,-1,-1,True
1160,w38281a7,cow,-1,-1,True
1161,w15afaeb,cow,1,-1,False
1162,we820c40,cow,-1,-1,True
1163,wd1f6033,cow,-1,-1,True
1164,wa9588e1,cow,1,-1,False
1165,w417dedd,cow,-1,-1,True
1166,waf5ed76,cow,-1,-1,True
1170,wb83a52c,cow,-1,-1,True
1171,wf9d56e4,cow,-1,-1,True
1172,w00c391f,cow,-1,-1,True
1173,wae73c1f,cow,-1,-1,True
1174,wbdee46f,cow,-1,-1,True
1175,wd1558cc,cow,1,-1,False
1176,w0cf8802,cow,1,-1,False
1177,w31b7dbe,cow,-1,-1,True
1178,w1efb25c,cow,-1,-1,True
1179,w017e3cd,cow,-1,-1,True
1180,w865d6ad,cow,-1,-1,True
1181,w4810e3e,cow,1,-1,False
1183,w161eef2,cow,-1,-1,True
1185,wd9e76e4,cow,1,-1,False
1186,w6355333,cow,-1,-1,True
1187,wa620fe2,cow,-1,-1,True
1188,w812d061,cow,1,-1,False
1189,wf9347d8,cow,-1,-1,True
1190,w5624f17,cow,1,-1,False
1191,wad2e584,cow,1,-1,False
1192,wf2e46b5,cow,1,-1,False
1193,wbff56f6,cow,-1,-1,True
1194,w3067c35,cow,-1,-1,True
1198,wc136bb6,cow,1,-1,False
1199,wa24f9fe,cow,-1,-1,True
1201,w51d8142,cow,-1,-1,True
1203,wf7e1cf2,cow,-1,-1,True
1204,w915dec2,cow,-1,-1,True
1205,w4e312fd,cow,-1,-1,True
1206,w0c6daff,cow,1,-1,False
1207,w472a3b0,cow,-1,-1,True
1208,w7b672a4,cow,1,-1,False
1210,wa06df17,cow,1,-1,False
1211,w0e327f3,cow,-1,-1,True
1212,w1afb6bd,cow,1,-1,False
1213,w08dda5e,cow,1,-1,False
1214,w49dc7cd,cow,1,-1,False
1215,w7574933,cow,-1,-1,True
1216,w2e9806f,eggplant,1,1,True
1217,wf57281a,eggplant,1,1,True
1218,wc861d09,eggplant,1,1,True
1220,w3ef8767,eggplant,1,1,True
1221,wb050285,eggplant,1,1,True
1222,w2c5d7eb,eggplant,-1,1,False
1223,w567d945,eggplant,1,1,True
1224,wbf71104,eggplant,1,1,True
1225,wdcba2fa,eggplant,1,1,True
1226,w06dc745,eggplant,1,1,True
1227,wd3b5cb5,eggplant,-1,1,False
1228,wea422b2,eggplant,1,1,True
1230,w8b71afe,eggplant,1,1,True
1231,wea26d76,eggplant,1,1,True
1232,w28e335e,eggplant,1,1,True
1233,w8d04c13,eggplant,1,1,True
1234,w882868f,eggplant,1,1,True
1235,w973e0a4,eggplant,1,1,True
1236,w38281a7,eggplant,1,1,True
1237,w15afaeb,eggplant,-1,1,False
1238,we820c40,eggplant,1,1,True
1239,wd1f6033,eggplant,-1,1,False
1240,wa9588e1,eggplant,1,1,True
1241,w417dedd,eggplant,1,1,True
1242,waf5ed76,eggplant,1,1,True
1246,wb83a52c,eggplant,1,1,True
1247,wf9d56e4,eggplant,-1,1,False
1248,w00c391f,eggplant,1,1,True
1249,wae73c1f,eggplant,1,1,True
1250,wbdee46f,eggplant,1,1,True
1251,wd1558cc,eggplant,1,1,True
1252,w0cf8802,eggplant,-1,1,False
1253,w31b7dbe,eggplant,1,1,True
1254,w1efb25c,eggplant,1,1,True
1255,w017e3cd,eggplant,1,1,True
1256,w865d6ad,eggplant,1,1,True
1257,w4810e3e,eggplant,1,1,True
1259,w161eef2,eggplant,-1,1,False
1261,wd9e76e4,eggplant,1,1,True
1262,w6355333,eggplant,1,1,True
1263,wa620fe2,eggplant,1,1,True
1264,w812d061,eggplant,-1,1,False
1265,wf9347d8,eggplant,1,1,True
1266,w5624f17,eggplant,1,1,True
1267,wad2e584,eggplant,1,1,True
1268,wf2e46b5,eggplant,1,1,True
1269,wbff56f6,eggplant,1,1,True
1270,w3067c35,eggplant,1,1,True
1274,wc136bb6,eggplant,1,1,True
1275,wa24f9fe,eggplant,-1,1,False
1277,w51d8142,eggplant,1,1,True
1279,wf7e1cf2,eggplant,1,1,True
1280,w915dec2,eggplant,1,1,True
1281,w4e312fd,eggplant,1,1,True
1282,w0c6daff,eggplant,1,1,True
1283,w472a3b0,eggplant,1,1,True
1284,w7b672a4,eggplant,1,1,True
1286,wa06df17,eggplant,1,1,True
1287,w0e327f3,eggplant,1,1,True
1288,w1afb6bd,eggplant,1,1,True
1289,w08dda5e,eggplant,-1,1,False
1290,w49dc7cd,eggplant,-1,1,False
1291,w7574933,eggplant,1,1,True
1292,w2e9806f,sailboat,-1,-1,True
1293,wf57281a,sailboat,-1,-1,True
1294,wc861d09,sailboat,1,-1,False
1296,w3ef8767,sailboat,-1,-1,True
1297,wb050285,sailboat,-1,-1,True
1298,w2c5d7eb,sailboat,-1,-1,True
1299,w567d945,sailboat,1,-1,False
1300,wbf71104,sailboat,1,-1,False
1301,wdcba2fa,sailboat,-1,-1,True
1302,w06dc745,sailboat,-1,-1,True
1303,wd3b5cb5,sailboat,-1,-1,True
1304,wea422b2,sailboat,-1,-1,True
1306,w8b71afe,sailboat,1,-1,False
1307,wea26d76,sailboat,-1,-1,True
1308,w28e335e,sailboat,-1,-1,True
1309,w8d04c13,sailboat,1,-1,False
1310,w882868f,sailboat,-1,-1,True
1311,w973e0a4,sailboat,-1,-1,True
1312,w38281a7,sailboat,-1,-1,True
1313,w15afaeb,sailboat,1,-1,False
1314,we820c40,sailboat,-1,-1,True
1315,wd1f6033,sailboat,-1,-1,True
1316,wa9588e1,sailboat,1,-1,False
1317,w417dedd,sailboat,-1,-1,True
1318,waf5ed76,sailboat,-1,-1,True
1322,wb83a52c,sailboat,-1,-1,True
1323,wf9d56e4,sailboat,-1,-1,True
1324,w00c391f,sailboat,-1,-1,True
1325,wae73c1f,sailboat,1,-1,False
1326,wbdee46f,sailboat,-1,-1,True
1327,wd1558cc,sailboat,1,-1,False
1328,w0cf8802,sailboat,-1,-1,True
1329,w31b7dbe,sailboat,-1,-1,True
1330,w1efb25c,sailboat,1,-1,False
1331,w017e3cd,sailboat,1,-1,False
1332,w865d6ad,sailboat,-1,-1,True
1333,w4810e3e,sailboat,1,-1,False
1335,w161eef2,sailboat,1,-1,False
1337,wd9e76e4,sailboat,1,-1,False
1338,w6355333,sailboat,-1,-1,True
1339,wa620fe2,sailboat,-1,-1,True
1340,w812d061,sailboat,1,-1,False
1341,wf9347d8,sailboat,1,-1,False
1342,w5624f17,sailboat,1,-1,False
1343,wad2e584,sailboat,1,-1,False
1344,wf2e46b5,sailboat,1,-1,False
1345,wbff56f6,sailboat,-1,-1,True
1346,w3067c35,sailboat,1,-1,False
1350,wc136bb6,sailboat,1,-1,False
1351,wa24f9fe,sailboat,-1,-1,True
1353,w51d8142,sailboat,-1,-1,True
1355,wf7e1cf2,sailboat,-1,-1,True
1356,w915dec2,sailboat,-1,-1,True
1357,w4e312fd,sailboat,-1,-1,True
1358,w0c6daff,sailboat,-1,-1,True
1359,w472a3b0,sailboat,-1,-1,True
1360,w7b672a4,sailboat,-1,-1,True
1362,wa06df17,sailboat,-1,-1,True
1363,w0e327f3,sailboat,-1,-1,True
1364,w1afb6bd,sailboat,-1,-1,True
1365,w08dda5e,sailboat,-1,-1,True
1366,w49dc7cd,sailboat,1,-1,False
1367,w7574933,sailboat,-1,-1,True
1368,w2e9806f,strawberry,-1,1,False
1369,wf57281a,strawberry,-1,1,False
1370,wc861d09,strawberry,1,1,True
1372,w3ef8767,strawberry,1,1,True
1373,wb050285,strawberry,1,1,True
1374,w2c5d7eb,strawberry,1,1,True
1375,w567d945,strawberry,-1,1,False
1376,wbf71104,strawberry,1,1,True
1377,wdcba2fa,strawberry,-1,1,False
1378,w06dc745,strawberry,1,1,True
1379,wd3b5cb5,strawberry,1,1,True
1380,wea422b2,strawberry,1,1,True
1382,w8b71afe,strawberry,1,1,True
1383,wea26d76,strawberry,1,1,True
1384,w28e335e,strawberry,1,1,True
1385,w8d04c13,strawberry,1,1,True
1386,w882868f,strawberry,1,1,True
1387,w973e0a4,strawberry,1,1,True
1388,w38281a7,strawberry,1,1,True
1389,w15afaeb,strawberry,1,1,True
1390,we820c40,strawberry,1,1,True
1391,wd1f6033,strawberry,1,1,True
1392,wa9588e1,strawberry,1,1,True
1393,w417dedd,strawberry,-1,1,False
1394,waf5ed76,strawberry,1,1,True
1398,wb83a52c,strawberry,1,1,True
1399,wf9d56e4,strawberry,1,1,True
1400,w00c391f,strawberry,-1,1,False
1401,wae73c1f,strawberry,1,1,True
1402,wbdee46f,strawberry,1,1,True
1403,wd1558cc,strawberry,1,1,True
1404,w0cf8802,strawberry,-1,1,False
1405,w31b7dbe,strawberry,1,1,True
1406,w1efb25c,strawberry,1,1,True
1407,w017e3cd,strawberry,1,1,True
1408,w865d6ad,strawberry,-1,1,False
1409,w4810e3e,strawberry,-1,1,False
1411,w161eef2,strawberry,1,1,True
1413,wd9e76e4,strawberry,-1,1,False
1414,w6355333,strawberry,1,1,True
1415,wa620fe2,strawberry,1,1,True
1416,w812d061,strawberry,1,1,True
1417,wf9347d8,strawberry,1,1,True
1418,w5624f17,strawberry,1,1,True
1419,wad2e584,strawberry,-1,1,False
1420,wf2e46b5,strawberry,1,1,True
1421,wbff56f6,strawberry,1,1,True
1422,w3067c35,strawberry,-1,1,False
1426,wc136bb6,strawberry,1,1,True
1427,wa24f9fe,strawberry,1,1,True
1429,w51d8142,strawberry,1,1,True
1431,wf7e1cf2,strawberry,1,1,True
1432,w915dec2,strawberry,-1,1,False
1433,w4e312fd,strawberry,1,1,True
1434,w0c6daff,strawberry,1,1,True
1435,w472a3b0,strawberry,1,1,True
1436,w7b672a4,strawberry,1,1,True
1438,wa06df17,strawberry,-1,1,False
1439,w0e327f3,strawberry,1,1,True
1440,w1afb6bd,strawberry,1,1,True
1441,w08dda5e,strawberry,1,1,True
1442,w49dc7cd,strawberry,1,1,True
1443,w7574933,strawberry,1,1,True
1444,w2e9806f,basketball,1,1,True
1445,wf57281a,basketball,-1,1,False
1446,wc861d09,basketball,1,1,True
1448,w3ef8767,basketball,1,1,True
1449,wb050285,basketball,1,1,True
1450,w2c5d7eb,basketball,1,1,True
1451,w567d945,basketball,1,1,True
1452,wbf71104,basketball,1,1,True
1453,wdcba2fa,basketball,1,1,True
1454,w06dc745,basketball,1,1,True
1455,wd3b5cb5,basketball,1,1,True
1456,wea422b2,basketball,1,1,True
1458,w8b71afe,basketball,-1,1,False
1459,wea26d76,basketball,1,1,True
1460,w28e335e,basketball,1,1,True
1461,w8d04c13,basketball,1,1,True
1462,w882868f,basketball,-1,1,False
1463,w973e0a4,basketball,1,1,True
1464,w38281a7,basketball,1,1,True
1465,w15afaeb,basketball,1,1,True
1466,we820c40,basketball,1,1,True
1467,wd1f6033,basketball,1,1,True
1468,wa9588e1,basketball,1,1,True
1469,w417dedd,basketball,1,1,True
1470,waf5ed76,basketball,1,1,True
1474,wb83a52c,basketball,-1,1,False
1475,wf9d56e4,basketball,1,1,True
1476,w00c391f,basketball,1,1,True
1477,wae73c1f,basketball,-1,1,False
1478,wbdee46f,basketball,1,1,True
1479,wd1558cc,basketball,-1,1,False
1480,w0cf8802,basketball,1,1,True
1481,w31b7dbe,basketball,1,1,True
1482,w1efb25c,basketball,1,1,True
1483,w017e3cd,basketball,1,1,True
1484,w865d6ad,basketball,-1,1,False
1485,w4810e3e,basketball,-1,1,False
1487,w161eef2,basketball,1,1,True
1489,wd9e76e4,basketball,1,1,True
1490,w6355333,basketball,1,1,True
1491,wa620fe2,basketball,1,1,True
1492,w812d061,basketball,-1,1,False
1493,wf9347d8,basketball,1,1,True
1494,w5624f17,basketball,1,1,True
1495,wad2e584,basketball,1,1,True
1496,wf2e46b5,basketball,1,1,True
1497,wbff56f6,basketball,1,1,True
1498,w3067c35,basketball,1,1,True
1502,wc136bb6,basketball,1,1,True
1503,wa24f9fe,basketball,1,1,True
1505,w51d8142,basketball,1,1,True
1507,wf7e1cf2,basketball,-1,1,False
1508,w915dec2,basketball,1,1,True
1509,w4e312fd,basketball,1,1,True
1510,w0c6daff,basketball,1,1,True
1511,w472a3b0,basketball,1,1,True
1512,w7b672a4,basketball,1,1,True
1514,wa06df17,basketball,1,1,True
1515,w0e327f3,basketball,1,1,True
1516,w1afb6bd,basketball,1,1,True
1517,w08dda5e,basketball,1,1,True
1518,w49dc7cd,basketball,-1,1,False
1519,w7574933,basketball,1,1,True
1520,w2e9806f,orange,1,-1,False
1521,wf57281a,orange,-1,-1,True
1522,wc861d09,orange,1,-1,False
1524,w3ef8767,orange,-1,-1,True
1525,wb050285,orange,1,-1,False
1526,w2c5d7eb,orange,-1,-1,True
1527,w567d945,orange,-1,-1,True
1528,wbf71104,orange,-1,-1,True
1529,wdcba2fa,orange,-1,-1,True
1530,w06dc745,orange,1,-1,False
1531,wd3b5cb5,orange,-1,-1,True
1532,wea422b2,orange,1,-1,False
1534,w8b71afe,orange,-1,-1,True
1535,wea26d76,orange,-1,-1,True
1536,w28e335e,orange,-1,-1,True
1537,w8d04c13,orange,-1,-1,True
1538,w882868f,orange,-1,-1,True
1539,w973e0a4,orange,-1,-1,True
1540,w38281a7,orange,-1,-1,True
1541,w15afaeb,orange,1,-1,False
1542,we820c40,orange,-1,-1,True
1543,wd1f6033,orange,-1,-1,True
1544,wa9588e1,orange,1,-1,False
1545,w417dedd,orange,1,-1,False
1546,waf5ed76,orange,-1,-1,True
1550,wb83a52c,orange,-1,-1,True
1551,wf9d56e4,orange,1,-1,False
1552,w00c391f,orange,-1,-1,True
1553,wae73c1f,orange,-1,-1,True
1554,wbdee46f,orange,-1,-1,True
1555,wd1558cc,orange,-1,-1,True
1556,w0cf8802,orange,1,-1,False
1557,w31b7dbe,orange,1,-1,False
1558,w1efb25c,orange,-1,-1,True
1559,w017e3cd,orange,-1,-1,True
1560,w865d6ad,orange,-1,-1,True
1561,w4810e3e,orange,1,-1,False
1563,w161eef2,orange,1,-1,False
1565,wd9e76e4,orange,-1,-1,True
1566,w6355333,orange,1,-1,False
1567,wa620fe2,orange,-1,-1,True
1568,w812d061,orange,1,-1,False
1569,wf9347d8,orange,-1,-1,True
1570,w5624f17,orange,-1,-1,True
1571,wad2e584,orange,-1,-1,True
1572,wf2e46b5,orange,1,-1,False
1573,wbff56f6,orange,-1,-1,True
1574,w3067c35,orange,-1,-1,True
1578,wc136bb6,orange,-1,-1,True
1579,wa24f9fe,orange,-1,-1,True
1581,w51d8142,orange,-1,-1,True
1583,wf7e1cf2,orange,1,-1,False
1584,w915dec2,orange,1,-1,False
1585,w4e312fd,orange,-1,-1,True
1586,w0c6daff,orange,-1,-1,True
1587,w472a3b0,orange,-1,-1,True
1588,w7b672a4,orange,-1,-1,True
1590,wa06df17,orange,1,-1,False
1591,w0e327f3,orange,-1,-1,True
1592,w1afb6bd,orange,1,-1,False
1593,w08dda5e,orange,1,-1,False
1594,w49dc7cd,orange,-1,-1,True
1595,w7574933,orange,-1,-1,True
