,index,Unnamed: 0,wid,game,item,order,shown
420,420,420,w7606987,4,Object_Land_Pattern_Small,5,True
421,421,421,w7606987,4,Object_Land_Solid_Small,6,True
422,422,422,w7606987,5,Animal_Sea_Solid_Small,1,True
423,423,423,w7606987,5,Object_Land_Pattern_Large,6,True
424,424,424,w7606987,6,Animal_Land_Solid_Large,5,True
425,425,425,w7606987,7,Object_Sea_Pattern_Large,1,False
426,426,426,w7606987,7,Animal_Land_Pattern_Large,2,True
427,427,427,w7606987,7,Animal_Land_Pattern_Large,3,True
428,428,428,w7606987,7,Animal_Land_Pattern_Large,4,True
429,429,429,w7606987,7,Animal_Land_Pattern_Large,5,True
430,430,430,w7606987,7,Animal_Land_Pattern_Large,6,True
431,431,431,w84e06f3,1,Animal_Land_Solid_Large,1,True
432,432,432,w84e06f3,1,Animal_Land_Pattern_Large,3,True
433,433,433,w84e06f3,1,Object_Land_Pattern_Large,4,True
434,434,434,w84e06f3,1,Animal_Sea_Solid_Small,5,True
435,435,435,w84e06f3,1,Animal_Sea_Pattern_Large,6,True
436,436,436,w84e06f3,2,Animal_Land_Solid_Large,1,True
437,437,437,w84e06f3,2,Animal_Sea_Solid_Large,2,True
438,438,438,w84e06f3,2,Object_Land_Solid_Large,3,True
439,439,439,w84e06f3,2,Animal_Land_Pattern_Small,4,True
440,440,440,w84e06f3,2,Animal_Sea_Pattern_Small,5,True
441,441,441,w84e06f3,3,Animal_Land_Solid_Large,1,True
442,442,442,w84e06f3,3,Animal_Sea_Solid_Large,2,True
443,443,443,w84e06f3,3,Object_Sea_Solid_Large,3,True
444,444,444,w84e06f3,3,Object_Land_Pattern_Large,4,True
445,445,445,w84e06f3,3,Animal_Sea_Pattern_Small,5,False
446,446,446,w84e06f3,3,Animal_Land_Solid_Small,6,True
447,447,447,w84e06f3,4,Object_Sea_Solid_Small,1,True
448,448,448,w84e06f3,4,Object_Land_Pattern_Small,2,True
449,449,449,w84e06f3,4,Object_Sea_Solid_Large,3,True
450,450,450,w84e06f3,4,Animal_Sea_Solid_Small,4,True
451,451,451,w84e06f3,4,Animal_Land_Solid_Small,5,False
452,452,452,w84e06f3,4,Animal_Sea_Solid_Large,6,True
453,453,453,w84e06f3,5,Object_Land_Solid_Small,1,True
454,454,454,w84e06f3,5,Animal_Land_Solid_Small,2,True
455,455,455,w84e06f3,5,Object_Sea_Pattern_Small,3,True
456,456,456,w84e06f3,5,Animal_Land_Solid_Large,4,True
457,457,457,w84e06f3,5,Animal_Sea_Solid_Small,5,True
458,458,458,w84e06f3,6,Animal_Land_Pattern_Small,1,True
459,459,459,w84e06f3,6,Object_Sea_Pattern_Large,2,True
460,460,460,w84e06f3,6,Animal_Sea_Pattern_Small,3,True
461,461,461,w84e06f3,6,Object_Land_Pattern_Small,4,True
462,462,462,w84e06f3,7,Animal_Sea_Pattern_Small,1,False
463,463,463,w84e06f3,7,Object_Land_Pattern_Large,2,True
464,464,464,w84e06f3,7,Object_Sea_Pattern_Small,3,True
465,465,465,w84e06f3,7,Object_Land_Solid_Small,4,True
466,466,466,w84e06f3,7,Object_Sea_Pattern_Large,5,True
467,467,467,w84e06f3,7,Object_Sea_Solid_Small,6,True
468,514,514,we2b50c8,1,Object_Sea_Solid_Small,1,True
469,515,515,we2b50c8,1,Animal_Land_Solid_Small,2,True
470,516,516,we2b50c8,1,Animal_Land_Pattern_Small,3,True
471,517,517,we2b50c8,1,Animal_Land_Pattern_Large,4,False
472,518,518,we2b50c8,1,Object_Sea_Pattern_Small,5,True
473,519,519,we2b50c8,2,Animal_Sea_Solid_Large,1,True
474,520,520,we2b50c8,2,Object_Sea_Solid_Small,2,True
475,521,521,we2b50c8,2,Animal_Land_Solid_Small,3,True
476,522,522,we2b50c8,2,Object_Sea_Pattern_Large,4,False
477,523,523,we2b50c8,3,Object_Sea_Pattern_Large,1,True
478,524,524,we2b50c8,3,Animal_Sea_Pattern_Large,2,True
479,525,525,we2b50c8,3,Animal_Sea_Solid_Large,3,True
480,526,526,we2b50c8,3,Object_Land_Solid_Small,4,False
481,527,527,we2b50c8,3,Object_Land_Solid_Large,5,True
482,528,528,we2b50c8,3,Animal_Land_Solid_Small,6,False
483,529,529,we2b50c8,4,Animal_Land_Solid_Large,1,True
484,530,530,we2b50c8,4,Object_Land_Pattern_Large,2,True
485,531,531,we2b50c8,4,Object_Sea_Solid_Small,3,False
486,532,532,we2b50c8,4,Animal_Land_Pattern_Small,4,False
487,533,533,we2b50c8,5,Object_Sea_Pattern_Large,1,True
488,534,534,we2b50c8,5,Animal_Land_Pattern_Large,2,False
489,535,535,we2b50c8,5,Animal_Sea_Pattern_Large,3,True
490,536,536,we2b50c8,5,Object_Land_Pattern_Large,4,True
491,537,537,we2b50c8,6,Animal_Land_Solid_Large,1,True
492,538,538,we2b50c8,6,Object_Sea_Pattern_Large,2,False
493,539,539,we2b50c8,6,Animal_Land_Pattern_Small,3,False
494,540,540,we2b50c8,6,Animal_Sea_Pattern_Large,4,False
495,541,541,we2b50c8,7,Object_Sea_Pattern_Small,1,True
496,542,542,we2b50c8,7,Object_Sea_Pattern_Large,2,True
497,543,543,we2b50c8,7,Animal_Sea_Solid_Small,3,True
498,544,544,we2b50c8,7,Object_Land_Solid_Small,4,True
499,545,545,w4077e51,1,Animal_Land_Pattern_Large,1,True
500,546,546,w4077e51,1,Animal_Land_Solid_Small,2,False
501,547,547,w4077e51,1,Object_Sea_Pattern_Small,3,True
502,548,548,w4077e51,1,Object_Sea_Solid_Large,4,False
503,549,549,w4077e51,1,Object_Land_Pattern_Large,5,True
504,550,550,w4077e51,1,Object_Land_Pattern_Small,6,False
505,551,551,w4077e51,2,Animal_Land_Pattern_Small,1,True
506,552,552,w4077e51,2,Animal_Land_Solid_Large,2,True
507,553,553,w4077e51,2,Object_Land_Solid_Large,3,True
508,554,554,w4077e51,2,Object_Sea_Solid_Small,4,True
509,555,555,w4077e51,2,Animal_Land_Solid_Small,5,True
510,556,556,w4077e51,2,Animal_Sea_Pattern_Small,6,False
511,557,557,w4077e51,3,Object_Sea_Pattern_Large,1,True
512,558,558,w4077e51,3,Animal_Sea_Solid_Small,2,True
513,559,559,w4077e51,3,Animal_Sea_Pattern_Small,3,True
514,560,560,w4077e51,3,Object_Land_Pattern_Small,4,True
515,561,561,w4077e51,3,Object_Sea_Solid_Small,5,True
516,562,562,w4077e51,3,Animal_Land_Solid_Small,6,False
517,563,563,w4077e51,4,Object_Sea_Solid_Large,1,True
518,564,564,w4077e51,4,Object_Land_Pattern_Large,2,True
519,565,565,w4077e51,4,Animal_Sea_Solid_Large,3,True
520,566,566,w4077e51,4,Animal_Sea_Pattern_Small,4,True
521,567,567,w4077e51,4,Object_Sea_Solid_Small,5,False
522,568,568,w4077e51,4,Animal_Land_Pattern_Small,6,False
523,569,569,w4077e51,5,Object_Sea_Pattern_Small,1,True
524,570,570,w4077e51,5,Object_Land_Pattern_Large,2,True
525,571,571,w4077e51,5,Object_Land_Solid_Small,3,True
526,572,572,w4077e51,5,Animal_Land_Solid_Large,4,True
527,573,573,w4077e51,5,Object_Land_Pattern_Small,5,True
528,574,574,w4077e51,5,Animal_Sea_Solid_Small,6,False
529,575,575,w4077e51,6,Animal_Land_Pattern_Large,1,True
530,576,576,w4077e51,6,Animal_Land_Solid_Large,2,True
531,577,577,w4077e51,6,Object_Land_Pattern_Large,3,False
532,578,578,w4077e51,6,Animal_Land_Pattern_Small,4,True
533,579,579,w4077e51,6,Object_Land_Pattern_Small,5,False
534,580,580,w4077e51,6,Animal_Land_Solid_Small,6,False
535,581,581,w4077e51,7,Animal_Land_Solid_Large,1,False
536,582,582,w4077e51,7,Object_Sea_Solid_Large,2,True
537,583,583,w4077e51,7,Object_Land_Pattern_Large,3,True
538,584,584,w4077e51,7,Animal_Land_Pattern_Small,4,True
539,585,585,w4077e51,7,Animal_Sea_Pattern_Small,5,False
540,586,586,w4077e51,7,Object_Sea_Pattern_Large,6,True
541,587,587,w44b0e2d,1,Object_Land_Pattern_Large,1,True
542,588,588,w44b0e2d,1,Object_Land_Solid_Large,2,True
543,589,589,w44b0e2d,1,Animal_Sea_Pattern_Large,3,True
544,590,590,w44b0e2d,1,Animal_Land_Solid_Large,4,True
545,591,591,w44b0e2d,1,Animal_Land_Pattern_Large,5,True
546,592,592,w44b0e2d,1,Animal_Sea_Solid_Small,6,True
547,593,593,w44b0e2d,2,Object_Land_Solid_Large,1,True
548,594,594,w44b0e2d,2,Animal_Sea_Pattern_Small,2,True
549,595,595,w44b0e2d,2,Animal_Land_Solid_Large,3,True
550,596,596,w44b0e2d,2,Animal_Land_Pattern_Large,4,False
551,597,597,w44b0e2d,2,Animal_Land_Solid_Small,5,True
552,598,598,w44b0e2d,2,Animal_Land_Pattern_Small,6,True
553,599,599,w44b0e2d,3,Animal_Sea_Pattern_Large,1,True
554,600,600,w44b0e2d,3,Object_Land_Pattern_Large,2,True
555,601,601,w44b0e2d,3,Animal_Land_Solid_Small,3,True
556,602,602,w44b0e2d,3,Animal_Land_Solid_Large,4,True
557,603,603,w44b0e2d,3,Object_Sea_Solid_Large,5,True
558,604,604,w44b0e2d,3,Animal_Sea_Solid_Large,6,True
559,605,605,w44b0e2d,4,Object_Sea_Pattern_Large,1,True
560,606,606,w44b0e2d,4,Animal_Sea_Solid_Small,2,True
561,607,607,w44b0e2d,4,Object_Land_Pattern_Small,3,True
562,608,608,w44b0e2d,4,Object_Sea_Solid_Large,4,True
563,609,609,w44b0e2d,4,Animal_Land_Solid_Small,5,False
564,610,610,w44b0e2d,4,Animal_Sea_Solid_Large,6,True
565,611,611,w44b0e2d,5,Animal_Land_Solid_Large,1,True
566,612,612,w44b0e2d,5,Object_Land_Solid_Small,2,True
567,613,613,w44b0e2d,5,Object_Land_Solid_Large,3,True
568,614,614,w44b0e2d,5,Animal_Sea_Solid_Small,4,True
569,615,615,w44b0e2d,5,Animal_Land_Solid_Small,5,True
570,616,616,w44b0e2d,5,Object_Sea_Pattern_Small,6,True
571,617,617,w44b0e2d,6,Animal_Land_Pattern_Large,1,True
572,618,618,w44b0e2d,6,Object_Land_Pattern_Small,2,True
573,619,619,w44b0e2d,6,Animal_Sea_Pattern_Small,3,True
574,620,620,w44b0e2d,6,Animal_Sea_Solid_Small,4,True
575,621,621,w44b0e2d,6,Animal_Land_Pattern_Small,5,True
576,622,622,w44b0e2d,6,Object_Sea_Pattern_Large,6,True
577,623,623,w44b0e2d,7,Animal_Land_Pattern_Small,1,True
578,624,624,w44b0e2d,7,Object_Sea_Pattern_Small,2,True
579,625,625,w44b0e2d,7,Object_Land_Solid_Small,3,True
580,626,626,w44b0e2d,7,Object_Land_Pattern_Large,4,True
581,627,627,w44b0e2d,7,Object_Sea_Solid_Small,5,True
582,628,628,w44b0e2d,7,Object_Sea_Pattern_Large,6,True
583,629,629,we6483ae,1,Object_Land_Pattern_Large,1,False
584,630,630,we6483ae,1,Object_Sea_Solid_Small,2,True
585,631,631,we6483ae,1,Object_Sea_Pattern_Small,3,True
586,632,632,we6483ae,1,Object_Land_Pattern_Small,4,True
587,633,633,we6483ae,1,Object_Sea_Pattern_Large,5,True
588,634,634,we6483ae,2,Animal_Sea_Solid_Large,1,True
589,635,635,we6483ae,2,Object_Land_Pattern_Small,2,True
590,636,636,we6483ae,2,Animal_Land_Pattern_Small,3,True
591,637,637,we6483ae,2,Object_Sea_Solid_Small,4,True
592,638,638,we6483ae,3,Animal_Sea_Pattern_Large,1,True
593,639,639,we6483ae,3,Animal_Land_Pattern_Small,2,False
594,640,640,we6483ae,3,Object_Land_Pattern_Small,3,False
595,641,641,we6483ae,3,Animal_Sea_Solid_Large,4,True
596,642,642,we6483ae,3,Object_Land_Pattern_Large,5,False
597,643,643,we6483ae,3,Object_Sea_Pattern_Large,6,True
598,644,644,we6483ae,4,Animal_Land_Solid_Large,1,True
599,645,645,we6483ae,4,Object_Land_Pattern_Large,2,True
600,646,646,we6483ae,4,Animal_Sea_Pattern_Large,3,True
601,647,647,we6483ae,4,Object_Sea_Solid_Small,4,False
602,648,648,we6483ae,4,Animal_Sea_Solid_Large,5,False
603,649,649,we6483ae,4,Object_Sea_Pattern_Small,6,False
604,650,650,we6483ae,5,Object_Sea_Solid_Large,1,True
605,651,651,we6483ae,5,Animal_Sea_Pattern_Large,2,True
606,652,652,we6483ae,5,Object_Sea_Pattern_Large,3,True
607,653,653,we6483ae,5,Object_Land_Pattern_Large,4,True
608,654,654,we6483ae,5,Animal_Sea_Pattern_Small,5,True
609,655,655,we6483ae,5,Animal_Land_Pattern_Small,6,True
610,656,656,we6483ae,6,Object_Sea_Solid_Large,1,True
611,657,657,we6483ae,6,Animal_Sea_Pattern_Small,2,False
612,658,658,we6483ae,6,Animal_Land_Solid_Large,3,True
613,659,659,we6483ae,6,Animal_Land_Pattern_Large,4,True
614,660,660,we6483ae,6,Object_Land_Pattern_Large,5,True
615,661,661,we6483ae,6,Animal_Land_Pattern_Small,6,False
616,662,662,we6483ae,7,Animal_Sea_Pattern_Small,1,True
617,663,663,we6483ae,7,Animal_Sea_Pattern_Large,2,True
618,664,664,we6483ae,7,Animal_Sea_Solid_Small,3,True
619,665,665,we6483ae,7,Object_Sea_Pattern_Small,4,True
620,666,666,we6483ae,7,Object_Sea_Pattern_Large,5,True
621,667,667,we6483ae,7,Object_Land_Pattern_Large,6,False
622,668,668,w37d3a90,1,Animal_Land_Solid_Large,1,True
623,669,669,w37d3a90,1,Object_Land_Pattern_Large,2,False
624,670,670,w37d3a90,1,Object_Sea_Solid_Large,3,True
625,671,671,w37d3a90,1,Animal_Sea_Solid_Large,4,True
626,672,672,w37d3a90,1,Object_Land_Solid_Large,5,False
627,673,673,w37d3a90,1,Animal_Land_Pattern_Large,6,False
628,674,674,w37d3a90,2,Animal_Land_Pattern_Large,1,True
629,675,675,w37d3a90,2,Object_Land_Pattern_Small,2,True
630,676,676,w37d3a90,2,Object_Sea_Pattern_Large,3,True
631,677,677,w37d3a90,2,Animal_Land_Solid_Small,4,True
632,678,678,w37d3a90,2,Object_Land_Solid_Small,5,True
633,679,679,w37d3a90,2,Object_Land_Pattern_Large,6,True
634,680,680,w37d3a90,3,Animal_Land_Pattern_Small,1,True
635,681,681,w37d3a90,3,Object_Sea_Pattern_Small,2,True
636,682,682,w37d3a90,3,Object_Land_Pattern_Small,3,True
637,683,683,w37d3a90,3,Object_Sea_Pattern_Large,4,True
638,684,684,w37d3a90,3,Object_Land_Solid_Large,5,True
639,685,685,w37d3a90,3,Object_Sea_Solid_Small,6,True
640,686,686,w37d3a90,4,Animal_Sea_Solid_Large,1,True
641,687,687,w37d3a90,4,Animal_Land_Pattern_Large,2,True
642,688,688,w37d3a90,4,Animal_Land_Solid_Small,3,False
643,689,689,w37d3a90,4,Object_Sea_Solid_Small,4,True
644,690,690,w37d3a90,4,Object_Sea_Solid_Large,5,True
645,691,691,w37d3a90,4,Animal_Sea_Pattern_Small,6,True
646,692,692,w37d3a90,5,Animal_Land_Solid_Large,1,True
647,693,693,w37d3a90,5,Animal_Sea_Solid_Large,2,True
648,694,694,w37d3a90,5,Animal_Sea_Solid_Small,3,True
649,695,695,w37d3a90,5,Object_Sea_Pattern_Small,4,True
650,696,696,w37d3a90,5,Animal_Sea_Pattern_Small,5,False
651,697,697,w37d3a90,5,Animal_Sea_Pattern_Large,6,True
652,698,698,w37d3a90,6,Animal_Land_Solid_Small,1,True
653,699,699,w37d3a90,6,Animal_Sea_Pattern_Small,2,True
654,700,700,w37d3a90,6,Object_Land_Solid_Large,3,True
655,701,701,w37d3a90,6,Animal_Sea_Solid_Small,4,True
656,702,702,w37d3a90,6,Animal_Land_Pattern_Small,5,True
657,703,703,w37d3a90,6,Animal_Land_Pattern_Large,6,True
658,704,704,w37d3a90,7,Animal_Land_Solid_Small,1,True
659,705,705,w37d3a90,7,Animal_Land_Pattern_Large,2,True
660,706,706,w37d3a90,7,Object_Land_Pattern_Large,3,True
661,707,707,w37d3a90,7,Animal_Sea_Pattern_Small,4,True
662,708,708,w37d3a90,7,Object_Land_Solid_Small,5,True
663,709,709,w37d3a90,7,Object_Land_Pattern_Small,6,True
664,710,710,w108c7bf,1,Object_Sea_Pattern_Small,1,True
665,711,711,w108c7bf,1,Animal_Sea_Pattern_Small,2,True
666,712,712,w108c7bf,1,Animal_Land_Pattern_Large,3,True
667,713,713,w108c7bf,1,Animal_Land_Pattern_Small,4,True
668,714,714,w108c7bf,1,Object_Land_Pattern_Large,6,True
669,715,715,w108c7bf,2,Animal_Land_Pattern_Small,1,True
670,716,716,w108c7bf,2,Object_Sea_Solid_Small,5,True
671,717,717,w108c7bf,2,Object_Land_Solid_Large,6,True
672,718,718,w108c7bf,3,Object_Sea_Pattern_Large,1,True
673,719,719,w108c7bf,3,Animal_Sea_Pattern_Small,3,True
674,720,720,w108c7bf,3,Object_Sea_Solid_Small,6,True
675,721,721,w108c7bf,4,Object_Land_Pattern_Large,1,True
676,722,722,w108c7bf,4,Animal_Sea_Pattern_Small,2,True
677,723,723,w108c7bf,4,Animal_Sea_Solid_Small,3,True
678,724,724,w108c7bf,4,Animal_Sea_Pattern_Large,5,True
679,725,725,w108c7bf,4,Object_Sea_Solid_Large,6,True
680,726,726,w108c7bf,5,Object_Land_Pattern_Small,1,True
681,727,727,w108c7bf,5,Object_Land_Solid_Small,2,True
682,728,728,w108c7bf,5,Animal_Sea_Pattern_Small,3,False
683,729,729,w108c7bf,5,Animal_Land_Solid_Small,5,True
684,730,730,w108c7bf,5,Object_Land_Pattern_Large,6,True
685,731,731,w108c7bf,6,Animal_Sea_Solid_Small,1,True
686,732,732,w108c7bf,6,Animal_Land_Pattern_Large,2,True
687,733,733,w108c7bf,6,Object_Sea_Pattern_Small,3,True
688,734,734,w108c7bf,6,Animal_Land_Pattern_Small,4,True
689,735,735,w108c7bf,6,Animal_Land_Solid_Large,5,True
690,736,736,w108c7bf,7,Object_Sea_Pattern_Large,1,True
691,737,737,w108c7bf,7,Object_Land_Pattern_Large,2,True
692,738,738,w108c7bf,7,Animal_Sea_Pattern_Large,5,True
693,739,739,w108c7bf,7,Object_Sea_Solid_Large,6,True
694,740,740,w2e6acfb,1,Animal_Land_Pattern_Small,1,False
695,741,741,w2e6acfb,1,Animal_Land_Pattern_Large,2,False
696,742,742,w2e6acfb,1,Object_Sea_Solid_Large,3,True
697,743,743,w2e6acfb,1,Object_Sea_Pattern_Small,4,False
698,744,744,w2e6acfb,1,Object_Sea_Solid_Small,5,False
699,745,745,w2e6acfb,2,Object_Land_Pattern_Small,1,True
700,746,746,w2e6acfb,2,Animal_Sea_Solid_Large,2,True
701,747,747,w2e6acfb,2,Object_Land_Solid_Large,3,True
702,748,748,w2e6acfb,2,Animal_Land_Solid_Large,4,False
703,749,749,w2e6acfb,3,Animal_Sea_Pattern_Large,1,True
704,750,750,w2e6acfb,3,Object_Land_Pattern_Large,2,True
705,751,751,w2e6acfb,3,Object_Sea_Pattern_Small,3,True
706,752,752,w2e6acfb,3,Object_Land_Solid_Small,4,False
707,753,753,w2e6acfb,3,Animal_Sea_Pattern_Small,5,False
708,754,754,w2e6acfb,4,Animal_Sea_Pattern_Large,1,True
709,755,755,w2e6acfb,4,Object_Land_Pattern_Large,2,True
710,756,756,w2e6acfb,4,Animal_Sea_Pattern_Small,3,True
711,757,757,w2e6acfb,4,Object_Sea_Pattern_Small,4,False
712,758,758,w2e6acfb,4,Object_Sea_Pattern_Large,5,True
713,759,759,w2e6acfb,4,Object_Sea_Solid_Small,6,False
714,760,760,w2e6acfb,5,Animal_Land_Pattern_Large,1,False
715,761,761,w2e6acfb,5,Animal_Sea_Pattern_Small,2,False
716,762,762,w2e6acfb,5,Animal_Sea_Pattern_Large,3,False
717,763,763,w2e6acfb,5,Object_Sea_Pattern_Large,4,True
718,764,764,w2e6acfb,5,Object_Sea_Pattern_Small,5,False
719,765,765,w2e6acfb,6,Object_Land_Pattern_Small,1,True
720,766,766,w2e6acfb,6,Object_Sea_Solid_Small,2,False
721,767,767,w2e6acfb,6,Animal_Sea_Pattern_Small,3,False
722,768,768,w2e6acfb,6,Animal_Sea_Solid_Large,4,True
723,769,769,w2e6acfb,6,Animal_Land_Solid_Large,5,True
724,770,770,w2e6acfb,6,Animal_Land_Pattern_Large,6,True
725,771,771,w2e6acfb,7,Animal_Sea_Solid_Large,1,True
726,772,772,w2e6acfb,7,Object_Sea_Pattern_Small,2,True
727,773,773,w2e6acfb,7,Animal_Sea_Pattern_Small,3,True
728,774,774,w2e6acfb,7,Object_Sea_Solid_Large,4,True
729,775,775,w2e6acfb,7,Animal_Sea_Pattern_Large,5,True
730,776,776,w2e6acfb,7,Animal_Land_Pattern_Small,6,True
731,777,777,w496515d,1,Object_Land_Solid_Small,1,False
732,778,778,w496515d,1,Object_Sea_Solid_Large,2,True
733,779,779,w496515d,1,Animal_Sea_Pattern_Small,3,True
734,780,780,w496515d,1,Animal_Land_Pattern_Small,4,False
735,781,781,w496515d,1,Object_Land_Pattern_Large,5,False
736,782,782,w496515d,1,Object_Land_Pattern_Small,6,False
737,783,783,w496515d,2,Animal_Land_Pattern_Large,1,True
738,784,784,w496515d,2,Object_Land_Solid_Small,2,True
739,785,785,w496515d,2,Object_Land_Solid_Large,3,True
740,786,786,w496515d,2,Object_Land_Pattern_Small,4,True
741,787,787,w496515d,2,Animal_Sea_Pattern_Small,5,False
742,788,788,w496515d,2,Object_Sea_Solid_Small,6,True
743,789,789,w496515d,3,Animal_Sea_Pattern_Large,1,True
744,790,790,w496515d,3,Animal_Land_Pattern_Large,2,True
745,791,791,w496515d,3,Object_Sea_Solid_Large,3,True
746,792,792,w496515d,3,Object_Sea_Pattern_Small,4,True
747,793,793,w496515d,3,Object_Land_Solid_Large,5,False
748,794,794,w496515d,3,Object_Land_Pattern_Small,6,False
749,795,795,w496515d,4,Object_Land_Pattern_Large,1,True
750,796,796,w496515d,4,Animal_Sea_Solid_Small,2,True
751,797,797,w496515d,4,Animal_Sea_Pattern_Small,3,True
752,798,798,w496515d,4,Object_Land_Pattern_Small,4,False
753,799,799,w496515d,4,Object_Sea_Pattern_Small,5,False
754,800,800,w496515d,5,Object_Land_Pattern_Large,1,False
755,801,801,w496515d,5,Animal_Sea_Pattern_Small,2,True
756,802,802,w496515d,5,Animal_Sea_Pattern_Large,3,False
757,803,803,w496515d,5,Object_Land_Pattern_Small,4,True
758,804,804,w496515d,5,Object_Sea_Pattern_Small,5,True
759,805,805,w496515d,5,Animal_Land_Pattern_Small,6,False
760,806,806,w496515d,6,Object_Land_Solid_Small,1,True
761,807,807,w496515d,6,Object_Sea_Pattern_Large,2,False
762,808,808,w496515d,6,Animal_Sea_Solid_Large,3,False
763,809,809,w496515d,6,Object_Land_Pattern_Small,4,True
764,810,810,w496515d,6,Animal_Sea_Pattern_Small,5,False
765,811,811,w496515d,6,Animal_Land_Pattern_Small,6,False
766,812,812,w496515d,7,Object_Sea_Solid_Small,1,True
767,813,813,w496515d,7,Animal_Land_Solid_Large,2,False
768,814,814,w496515d,7,Animal_Sea_Solid_Small,3,True
769,815,815,w496515d,7,Object_Sea_Solid_Large,4,True
770,816,816,w496515d,7,Object_Land_Pattern_Large,5,True
771,817,817,w496515d,7,Object_Sea_Pattern_Small,6,True
772,818,818,wa0cc687,1,Animal_Land_Solid_Large,2,True
773,819,819,wa0cc687,1,Object_Sea_Solid_Large,3,False
774,820,820,wa0cc687,1,Object_Sea_Solid_Small,4,True
775,821,821,wa0cc687,2,Object_Sea_Solid_Small,1,True
776,822,822,wa0cc687,2,Animal_Sea_Solid_Large,4,True
777,823,823,wa0cc687,2,Animal_Land_Solid_Large,5,False
778,824,824,wa0cc687,3,Animal_Sea_Pattern_Small,1,True
779,825,825,wa0cc687,3,Object_Sea_Pattern_Small,2,True
780,826,826,wa0cc687,3,Object_Land_Solid_Large,3,False
781,827,827,wa0cc687,4,Object_Sea_Pattern_Large,1,False
782,828,828,wa0cc687,4,Object_Land_Pattern_Large,2,True
783,829,829,wa0cc687,4,Object_Sea_Solid_Small,3,True
784,830,830,wa0cc687,5,Object_Land_Solid_Small,1,True
785,831,831,wa0cc687,5,Object_Land_Pattern_Large,2,True
786,832,832,wa0cc687,5,Object_Sea_Pattern_Large,3,False
787,833,833,wa0cc687,5,Object_Sea_Solid_Small,4,False
788,834,834,wa0cc687,6,Object_Land_Solid_Small,1,False
789,835,835,wa0cc687,6,Animal_Sea_Pattern_Small,2,True
790,836,836,wa0cc687,6,Animal_Sea_Solid_Small,3,False
791,837,837,wa0cc687,6,Animal_Land_Pattern_Small,4,True
792,838,838,wa0cc687,6,Object_Land_Pattern_Large,5,False
793,839,839,wa0cc687,7,Animal_Sea_Pattern_Large,1,False
794,840,840,wa0cc687,7,Object_Sea_Solid_Large,2,False
795,841,841,wa0cc687,7,Object_Land_Pattern_Small,3,False
796,842,842,wa0cc687,7,Animal_Sea_Solid_Small,4,False
797,843,843,we07eba7,1,Animal_Sea_Solid_Small,1,True
798,844,844,we07eba7,1,Object_Land_Pattern_Large,2,True
799,845,845,we07eba7,1,Animal_Land_Pattern_Large,3,True
800,846,846,we07eba7,1,Animal_Land_Solid_Large,4,True
801,847,847,we07eba7,1,Animal_Sea_Pattern_Large,5,True
802,848,848,we07eba7,2,Animal_Land_Solid_Large,1,True
803,849,849,we07eba7,2,Animal_Sea_Solid_Large,2,True
804,850,850,we07eba7,2,Object_Land_Solid_Large,3,True
805,851,851,we07eba7,2,Animal_Land_Solid_Small,4,True
806,852,852,we07eba7,3,Animal_Land_Solid_Small,1,True
807,853,853,we07eba7,3,Object_Land_Pattern_Large,2,True
808,854,854,we07eba7,3,Animal_Land_Solid_Large,3,True
809,855,855,we07eba7,3,Animal_Sea_Solid_Large,4,True
810,856,856,we07eba7,3,Animal_Sea_Pattern_Large,5,True
811,857,857,we07eba7,3,Animal_Sea_Pattern_Small,6,False
812,858,858,we07eba7,4,Object_Land_Pattern_Small,1,True
813,859,859,we07eba7,4,Object_Sea_Solid_Large,2,True
814,860,860,we07eba7,4,Object_Land_Pattern_Large,3,False
815,861,861,we07eba7,4,Animal_Land_Pattern_Large,4,False
816,862,862,we07eba7,5,Object_Sea_Pattern_Small,1,True
817,863,863,we07eba7,5,Object_Land_Pattern_Small,2,False
818,864,864,we07eba7,5,Animal_Land_Solid_Large,3,True
819,865,865,we07eba7,5,Object_Land_Solid_Large,4,True
820,866,866,we07eba7,5,Object_Sea_Solid_Large,5,False
821,867,867,we07eba7,5,Animal_Land_Pattern_Small,6,False
822,868,868,we07eba7,6,Animal_Sea_Solid_Small,1,True
823,869,869,we07eba7,6,Object_Land_Pattern_Small,2,True
824,870,870,we07eba7,6,Object_Sea_Pattern_Large,3,True
825,871,871,we07eba7,6,Animal_Land_Pattern_Small,4,True
826,872,872,we07eba7,6,Animal_Land_Solid_Small,5,False
827,873,873,we07eba7,6,Animal_Land_Solid_Large,6,False
828,874,874,we07eba7,7,Object_Land_Solid_Small,1,True
829,875,875,we07eba7,7,Object_Land_Pattern_Large,2,True
830,876,876,we07eba7,7,Animal_Land_Pattern_Small,3,True
831,877,877,we07eba7,7,Animal_Land_Pattern_Large,4,False
832,878,878,we07eba7,7,Object_Land_Pattern_Small,5,False
833,879,879,w93de42b,1,Object_Land_Pattern_Large,1,True
834,880,880,w93de42b,1,Object_Land_Solid_Large,2,True
835,881,881,w93de42b,1,Animal_Sea_Solid_Small,3,True
836,882,882,w93de42b,1,Animal_Sea_Pattern_Large,4,True
837,883,883,w93de42b,1,Animal_Land_Pattern_Large,5,True
838,884,884,w93de42b,1,Animal_Land_Solid_Large,6,True
839,885,885,w93de42b,2,Animal_Land_Pattern_Small,1,True
