,index,wid,game,multi_time,image,responses,remembered_outcome,category_1,category_2,outcome,outcome_mem_difference,item
564,612,w941cd9f,7,After,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,2,3.0,Object_Blue
565,613,w941cd9f,7,After,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
566,614,w941cd9f,7,After,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,-2,-1.0,Object_Green
567,615,w941cd9f,7,After,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,-1,0.0,Scene_Blue
568,616,w941cd9f,7,After,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
569,617,w941cd9f,7,After,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
570,618,w941cd9f,8,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
571,619,w941cd9f,8,Before,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,-2,0.0,Object_Yellow
572,620,w941cd9f,8,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
573,621,w941cd9f,8,Before,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,1,-1.0,Animal_Blue
574,622,w941cd9f,8,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-2,-1.0,Animal_Yellow
575,623,w941cd9f,8,Before,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,2,0.0,Food_Blue
576,624,w3fb3b5b,1,Before,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,1,-1.0,Object_Yellow
577,625,w3fb3b5b,1,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,-2,-3.0,Object_Red
578,626,w3fb3b5b,1,Before,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,2,0.0,Object_Green
579,627,w3fb3b5b,1,Before,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,-1,1.0,Animal_Yellow
580,628,w3fb3b5b,1,Before,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-1,0.0,Animal_Red
581,629,w3fb3b5b,1,Before,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,2,3.0,Food_Yellow
582,630,w3fb3b5b,2,After,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-2,0.0,Scene_Blue
583,631,w3fb3b5b,2,After,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-1,0.0,Scene_Yellow
584,632,w3fb3b5b,2,After,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
585,633,w3fb3b5b,2,After,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,2,0.0,Food_Blue
586,634,w3fb3b5b,2,After,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,2,1.0,Food_Yellow
587,635,w3fb3b5b,2,After,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,-1,-3.0,Object_Blue
588,636,w3fb3b5b,3,Before,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,2,1.0,Food_Green
589,637,w3fb3b5b,3,Before,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,-2,-3.0,Food_Red
590,638,w3fb3b5b,3,Before,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,2,0.0,Food_Blue
591,639,w3fb3b5b,3,Before,Scene_Green,"{""Q0"":""-2""}",-2.0,Scene,Green,-2,0.0,Scene_Green
592,640,w3fb3b5b,3,Before,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,1,3.0,Scene_Red
593,641,w3fb3b5b,3,Before,Animal_Green,"{""Q0"":""+1""}",1.0,Animal,Green,-1,-2.0,Animal_Green
594,642,w3fb3b5b,4,After,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,-2,-3.0,Animal_Yellow
595,643,w3fb3b5b,4,After,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,1,2.0,Animal_Blue
596,644,w3fb3b5b,4,After,Animal_Red,"{""Q0"":""+2""}",2.0,Animal,Red,-2,-4.0,Animal_Red
597,645,w3fb3b5b,4,After,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,2,4.0,Scene_Yellow
598,646,w3fb3b5b,4,After,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,2,4.0,Scene_Blue
599,647,w3fb3b5b,4,After,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-2,-1.0,Object_Yellow
600,648,w3fb3b5b,5,Before,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,-1,-3.0,Object_Green
601,649,w3fb3b5b,5,Before,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,2,1.0,Object_Blue
602,650,w3fb3b5b,5,Before,Object_Yellow,"{""Q0"":""-2""}",-2.0,Object,Yellow,2,4.0,Object_Yellow
603,651,w3fb3b5b,5,Before,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,2,0.0,Animal_Green
604,652,w3fb3b5b,5,Before,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,-1,-2.0,Animal_Blue
605,653,w3fb3b5b,5,Before,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,-2,0.0,Food_Green
606,654,w3fb3b5b,6,After,Scene_Red,"{""Q0"":""+1""}",1.0,Scene,Red,-1,-2.0,Scene_Red
607,655,w3fb3b5b,6,After,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,1,2.0,Scene_Blue
608,656,w3fb3b5b,6,After,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
609,657,w3fb3b5b,6,After,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,-2,-3.0,Food_Red
610,658,w3fb3b5b,6,After,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,1,-1.0,Food_Blue
611,659,w3fb3b5b,6,After,Object_Red,"{""Q0"":""-2""}",-2.0,Object,Red,-1,1.0,Object_Red
612,660,w3fb3b5b,7,Before,Object_Green,"{""Q0"":""+2""}",2.0,Object,Green,-1,-3.0,Object_Green
613,661,w3fb3b5b,7,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,1,2.0,Object_Blue
614,662,w3fb3b5b,7,Before,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,2,3.0,Object_Red
615,663,w3fb3b5b,7,Before,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,1,-1.0,Animal_Green
616,664,w3fb3b5b,7,Before,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,-2,-3.0,Animal_Blue
617,665,w3fb3b5b,7,Before,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-2,-1.0,Scene_Green
618,666,w3fb3b5b,8,After,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,1,-1.0,Food_Red
619,667,w3fb3b5b,8,After,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,-1,-2.0,Food_Yellow
620,668,w3fb3b5b,8,After,Food_Green,"{""Q0"":""-2""}",-2.0,Food,Green,1,3.0,Food_Green
621,669,w3fb3b5b,8,After,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,-1,-2.0,Animal_Red
622,670,w3fb3b5b,8,After,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,-1,-3.0,Animal_Yellow
623,671,w3fb3b5b,8,After,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,2,4.0,Scene_Red
624,672,w1ef67ab,1,After,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,-2,0.0,Animal_Yellow
625,673,w1ef67ab,1,After,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-2,-1.0,Animal_Blue
626,674,w1ef67ab,1,After,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-1,0.0,Animal_Green
627,675,w1ef67ab,1,After,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,2,0.0,Scene_Yellow
628,676,w1ef67ab,1,After,Scene_Blue,"{""Q0"":""+1""}",1.0,Scene,Blue,1,0.0,Scene_Blue
629,677,w1ef67ab,1,After,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,2,1.0,Food_Yellow
630,678,w1ef67ab,2,Before,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,1,-1.0,Food_Green
631,679,w1ef67ab,2,Before,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
632,680,w1ef67ab,2,Before,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,-1,-2.0,Food_Red
633,681,w1ef67ab,2,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,1,2.0,Object_Green
634,682,w1ef67ab,2,Before,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,-2,-4.0,Object_Blue
635,683,w1ef67ab,2,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
636,684,w1ef67ab,3,After,Scene_Red,"{""Q0"":""-2""}",-2.0,Scene,Red,-2,0.0,Scene_Red
637,685,w1ef67ab,3,After,Scene_Yellow,"{""Q0"":""-1""}",-1.0,Scene,Yellow,-2,-1.0,Scene_Yellow
638,686,w1ef67ab,3,After,Scene_Blue,"{""Q0"":""-1""}",-1.0,Scene,Blue,-1,0.0,Scene_Blue
639,687,w1ef67ab,3,After,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,2,1.0,Animal_Red
640,688,w1ef67ab,3,After,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,1,0.0,Animal_Yellow
641,689,w1ef67ab,3,After,Object_Red,"{""Q0"":""+2""}",2.0,Object,Red,1,-1.0,Object_Red
642,690,w1ef67ab,4,Before,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-1,0.0,Food_Red
643,691,w1ef67ab,4,Before,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,-2,0.0,Food_Yellow
644,692,w1ef67ab,4,Before,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,2,1.0,Food_Green
645,693,w1ef67ab,4,Before,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,1,2.0,Object_Red
646,694,w1ef67ab,4,Before,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,1,0.0,Object_Yellow
647,695,w1ef67ab,4,Before,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,-2,-3.0,Animal_Red
648,696,w1ef67ab,5,After,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-2,0.0,Animal_Green
649,697,w1ef67ab,5,After,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,2,1.0,Animal_Red
650,698,w1ef67ab,5,After,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,-1,-2.0,Animal_Blue
651,699,w1ef67ab,5,After,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
652,700,w1ef67ab,5,After,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
653,701,w1ef67ab,5,After,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,1,0.0,Object_Green
654,702,w1ef67ab,6,Before,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,1,0.0,Food_Green
655,703,w1ef67ab,6,Before,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-2,-1.0,Food_Red
656,704,w1ef67ab,6,Before,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,-1,-2.0,Food_Yellow
657,705,w1ef67ab,6,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,1,-1.0,Scene_Green
658,706,w1ef67ab,6,Before,Scene_Red,"{""Q0"":""+1""}",1.0,Scene,Red,-2,-3.0,Scene_Red
659,707,w1ef67ab,6,Before,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,1,-1.0,Animal_Green
660,708,w1ef67ab,7,After,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,1,0.0,Object_Blue
661,709,w1ef67ab,7,After,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,-1,-3.0,Object_Yellow
662,710,w1ef67ab,7,After,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,-2,-3.0,Object_Green
663,711,w1ef67ab,7,After,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-1,1.0,Scene_Blue
664,712,w1ef67ab,7,After,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,2,1.0,Scene_Yellow
665,713,w1ef67ab,7,After,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,1,3.0,Food_Blue
666,714,w1ef67ab,8,Before,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,1,0.0,Object_Blue
667,715,w1ef67ab,8,Before,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
668,716,w1ef67ab,8,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
669,717,w1ef67ab,8,Before,Animal_Blue,"{""Q0"":""-2""}",-2.0,Animal,Blue,-2,0.0,Animal_Blue
670,718,w1ef67ab,8,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-1,0.0,Animal_Yellow
671,719,w1ef67ab,8,Before,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
672,720,wa1a03f2,1,Before,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,-2,0.0,Animal_Yellow
673,721,wa1a03f2,1,Before,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,2,3.0,Animal_Blue
674,722,wa1a03f2,1,Before,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-2,0.0,Animal_Green
675,723,wa1a03f2,1,Before,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,1,3.0,Scene_Yellow
676,724,wa1a03f2,1,Before,Scene_Blue,"{""Q0"":""+1""}",1.0,Scene,Blue,1,0.0,Scene_Blue
677,725,wa1a03f2,1,Before,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,-2,0.0,Food_Yellow
678,726,wa1a03f2,2,After,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,-2,-4.0,Food_Green
679,727,wa1a03f2,2,After,Food_Blue,"{""Q0"":""+1""}",1.0,Food,Blue,1,0.0,Food_Blue
680,728,wa1a03f2,2,After,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,2,0.0,Food_Red
681,729,wa1a03f2,2,After,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,-1,-2.0,Object_Green
682,730,wa1a03f2,2,After,Object_Blue,"{""Q0"":""+2""}",2.0,Object,Blue,-2,-4.0,Object_Blue
683,731,wa1a03f2,2,After,Scene_Green,"{""Q0"":""""}",,Scene,Green,1,,Scene_Green
684,732,wa1a03f2,3,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
685,733,wa1a03f2,3,Before,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,1,0.0,Scene_Yellow
686,734,wa1a03f2,3,Before,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,-2,-4.0,Scene_Blue
687,735,wa1a03f2,3,Before,Animal_Red,"{""Q0"":""-2""}",-2.0,Animal,Red,-2,0.0,Animal_Red
688,736,wa1a03f2,3,Before,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,1,2.0,Animal_Yellow
689,737,wa1a03f2,3,Before,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,2,3.0,Object_Red
690,738,wa1a03f2,4,After,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,1,0.0,Food_Red
691,739,wa1a03f2,4,After,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,1,2.0,Food_Yellow
692,740,wa1a03f2,4,After,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,-1,-2.0,Food_Green
693,741,wa1a03f2,4,After,Object_Red,"{""Q0"":""""}",,Object,Red,-2,,Object_Red
694,742,wa1a03f2,4,After,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,1,2.0,Object_Yellow
695,743,wa1a03f2,4,After,Animal_Red,"{""Q0"":""""}",,Animal,Red,-2,,Animal_Red
696,744,wa1a03f2,5,Before,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,2,0.0,Animal_Green
697,745,wa1a03f2,5,Before,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-2,-1.0,Animal_Red
698,746,wa1a03f2,5,Before,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,1,-1.0,Animal_Blue
699,747,wa1a03f2,5,Before,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-1,0.0,Scene_Green
700,748,wa1a03f2,5,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-2,-1.0,Scene_Red
701,749,wa1a03f2,5,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,1,2.0,Object_Green
702,750,wa1a03f2,6,After,Food_Green,"{""Q0"":""+2""}",2.0,Food,Green,1,-1.0,Food_Green
703,751,wa1a03f2,6,After,Food_Red,"{""Q0"":""-2""}",-2.0,Food,Red,-2,0.0,Food_Red
704,752,wa1a03f2,6,After,Food_Yellow,"{""Q0"":""-1""}",-1.0,Food,Yellow,-1,0.0,Food_Yellow
705,753,wa1a03f2,6,After,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,2,3.0,Scene_Green
706,754,wa1a03f2,6,After,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
707,755,wa1a03f2,6,After,Animal_Green,"{""Q0"":""+@""}",,Animal,Green,2,,Animal_Green
708,756,wa1a03f2,7,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,1,2.0,Object_Blue
709,757,wa1a03f2,7,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-2,-1.0,Object_Yellow
710,758,wa1a03f2,7,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,-2,-1.0,Object_Green
711,759,wa1a03f2,7,Before,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
712,760,wa1a03f2,7,Before,Scene_Yellow,"{""Q0"":""-2""}",-2.0,Scene,Yellow,-1,1.0,Scene_Yellow
713,761,wa1a03f2,7,Before,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,1,-1.0,Food_Blue
714,762,wa1a03f2,8,After,Object_Blue,"{""Q0"":""+1""}",1.0,Object,Blue,1,0.0,Object_Blue
715,763,wa1a03f2,8,After,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,2,0.0,Object_Yellow
716,764,wa1a03f2,8,After,Object_Red,"{""Q0"":""-1""}",-1.0,Object,Red,-1,0.0,Object_Red
717,765,wa1a03f2,8,After,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,2,1.0,Animal_Blue
718,766,wa1a03f2,8,After,Animal_Yellow,"{""Q0"":""-1""}",-1.0,Animal,Yellow,-1,0.0,Animal_Yellow
719,767,wa1a03f2,8,After,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,-1,0.0,Food_Blue
720,816,w59b3a22,1,Before,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,2,0.0,Food_Blue
721,817,w59b3a22,1,Before,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-1,0.0,Food_Green
722,818,w59b3a22,1,Before,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,1,0.0,Food_Red
723,819,w59b3a22,1,Before,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,-1,0.0,Object_Blue
724,820,w59b3a22,1,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,-1,0.0,Object_Green
725,821,w59b3a22,1,Before,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
726,822,w59b3a22,2,After,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,1,0.0,Scene_Yellow
727,823,w59b3a22,2,After,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
728,824,w59b3a22,2,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,2,0.0,Scene_Blue
729,825,w59b3a22,2,After,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,-2,0.0,Food_Yellow
730,826,w59b3a22,2,After,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-1,0.0,Food_Green
731,827,w59b3a22,2,After,Animal_Yellow,"{""Q0"":""-2""}",-2.0,Animal,Yellow,-2,0.0,Animal_Yellow
732,828,w59b3a22,3,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,-1,-2.0,Object_Red
733,829,w59b3a22,3,Before,Object_Green,"{""Q0"":""-1""}",-1.0,Object,Green,1,2.0,Object_Green
734,830,w59b3a22,3,Before,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,-2,-3.0,Object_Yellow
735,831,w59b3a22,3,Before,Animal_Red,"{""Q0"":""+1""}",1.0,Animal,Red,1,0.0,Animal_Red
736,832,w59b3a22,3,Before,Animal_Green,"{""Q0"":""-2""}",-2.0,Animal,Green,-2,0.0,Animal_Green
737,833,w59b3a22,3,Before,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,2,0.0,Scene_Red
738,834,w59b3a22,4,After,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,-2,0.0,Object_Blue
739,835,w59b3a22,4,After,Object_Yellow,"{""Q0"":""+2""}",2.0,Object,Yellow,1,-1.0,Object_Yellow
740,836,w59b3a22,4,After,Object_Red,"{""Q0"":""+2""}",2.0,Object,Red,2,0.0,Object_Red
741,837,w59b3a22,4,After,Animal_Blue,"{""Q0"":""-1""}",-1.0,Animal,Blue,-2,-1.0,Animal_Blue
742,838,w59b3a22,4,After,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,1,-1.0,Animal_Yellow
743,839,w59b3a22,4,After,Food_Blue,"{""Q0"":""-2""}",-2.0,Food,Blue,-2,0.0,Food_Blue
744,840,w59b3a22,5,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,-1,-3.0,Scene_Green
745,841,w59b3a22,5,Before,Scene_Blue,"{""Q0"":""-2""}",-2.0,Scene,Blue,-2,0.0,Scene_Blue
746,842,w59b3a22,5,Before,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,-1,-3.0,Scene_Yellow
747,843,w59b3a22,5,Before,Animal_Green,"{""Q0"":""+2""}",2.0,Animal,Green,1,-1.0,Animal_Green
748,844,w59b3a22,5,Before,Animal_Blue,"{""Q0"":""+1""}",1.0,Animal,Blue,1,0.0,Animal_Blue
749,845,w59b3a22,5,Before,Object_Green,"{""Q0"":""+1""}",1.0,Object,Green,1,0.0,Object_Green
750,846,w59b3a22,6,After,Food_Red,"{""Q0"":""+1""}",1.0,Food,Red,1,0.0,Food_Red
751,847,w59b3a22,6,After,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,2,0.0,Food_Yellow
752,848,w59b3a22,6,After,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,-1,0.0,Food_Blue
753,849,w59b3a22,6,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,-1,0.0,Animal_Red
754,850,w59b3a22,6,After,Animal_Yellow,"{""Q0"":""+2""}",2.0,Animal,Yellow,2,0.0,Animal_Yellow
755,851,w59b3a22,6,After,Scene_Red,"{""Q0"":""+2""}",2.0,Scene,Red,-1,-3.0,Scene_Red
756,852,w59b3a22,7,Before,Scene_Yellow,"{""Q0"":""+2""}",2.0,Scene,Yellow,1,-1.0,Scene_Yellow
757,853,w59b3a22,7,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,2,0.0,Scene_Green
758,854,w59b3a22,7,Before,Scene_Red,"{""Q0"":""-1""}",-1.0,Scene,Red,-1,0.0,Scene_Red
759,855,w59b3a22,7,Before,Food_Yellow,"{""Q0"":""-2""}",-2.0,Food,Yellow,2,4.0,Food_Yellow
760,856,w59b3a22,7,Before,Food_Green,"{""Q0"":""-1""}",-1.0,Food,Green,-1,0.0,Food_Green
761,857,w59b3a22,7,Before,Object_Yellow,"{""Q0"":""-1""}",-1.0,Object,Yellow,-1,0.0,Object_Yellow
762,858,w59b3a22,8,After,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,2,3.0,Animal_Red
763,859,w59b3a22,8,After,Animal_Blue,"{""Q0"":""+2""}",2.0,Animal,Blue,2,0.0,Animal_Blue
764,860,w59b3a22,8,After,Animal_Green,"{""Q0"":""-1""}",-1.0,Animal,Green,-1,0.0,Animal_Green
765,861,w59b3a22,8,After,Object_Red,"{""Q0"":""+2""}",2.0,Object,Red,-2,-4.0,Object_Red
766,862,w59b3a22,8,After,Object_Blue,"{""Q0"":""-2""}",-2.0,Object,Blue,1,3.0,Object_Blue
767,863,w59b3a22,8,After,Food_Red,"{""Q0"":""-1""}",-1.0,Food,Red,-1,0.0,Food_Red
768,864,w82f4ec0,1,Before,Object_Yellow,"{""Q0"":""+1""}",1.0,Object,Yellow,-2,-3.0,Object_Yellow
769,865,w82f4ec0,1,Before,Object_Red,"{""Q0"":""+1""}",1.0,Object,Red,1,0.0,Object_Red
770,866,w82f4ec0,1,Before,Object_Green,"{""Q0"":""-2""}",-2.0,Object,Green,-2,0.0,Object_Green
771,867,w82f4ec0,1,Before,Animal_Yellow,"{""Q0"":""+1""}",1.0,Animal,Yellow,1,0.0,Animal_Yellow
772,868,w82f4ec0,1,Before,Animal_Red,"{""Q0"":""-1""}",-1.0,Animal,Red,2,3.0,Animal_Red
773,869,w82f4ec0,1,Before,Food_Yellow,"{""Q0"":""+1""}",1.0,Food,Yellow,-1,-2.0,Food_Yellow
774,870,w82f4ec0,2,After,Scene_Blue,"{""Q0"":""+2""}",2.0,Scene,Blue,1,-1.0,Scene_Blue
775,871,w82f4ec0,2,After,Scene_Yellow,"{""Q0"":""+1""}",1.0,Scene,Yellow,2,1.0,Scene_Yellow
776,872,w82f4ec0,2,After,Scene_Green,"{""Q0"":""-1""}",-1.0,Scene,Green,-2,-1.0,Scene_Green
777,873,w82f4ec0,2,After,Food_Blue,"{""Q0"":""+2""}",2.0,Food,Blue,-1,-3.0,Food_Blue
778,874,w82f4ec0,2,After,Food_Yellow,"{""Q0"":""+2""}",2.0,Food,Yellow,-1,-3.0,Food_Yellow
779,875,w82f4ec0,2,After,Object_Blue,"{""Q0"":""-1""}",-1.0,Object,Blue,1,2.0,Object_Blue
780,876,w82f4ec0,3,Before,Food_Green,"{""Q0"":""+1""}",1.0,Food,Green,2,1.0,Food_Green
781,877,w82f4ec0,3,Before,Food_Red,"{""Q0"":""+2""}",2.0,Food,Red,-1,-3.0,Food_Red
782,878,w82f4ec0,3,Before,Food_Blue,"{""Q0"":""-1""}",-1.0,Food,Blue,1,2.0,Food_Blue
783,879,w82f4ec0,3,Before,Scene_Green,"{""Q0"":""+2""}",2.0,Scene,Green,-1,-3.0,Scene_Green
