,index,Unnamed: 0,wid,game,item,order,shown,multi_time,0
1341,1455,1455,wb0b75c3,7,Scene_Yellow,1,True,Before,1
1342,1456,1456,wb0b75c3,7,Food_Blue,2,True,Before,1
1343,1457,1457,wb0b75c3,7,Scene_Blue,3,True,Before,1
1344,1458,1458,wb0b75c3,7,Animal_Green,4,False,Before,1
1345,1459,1459,wb0b75c3,7,Object_Yellow,5,True,Before,1
1346,1460,1460,wb0b75c3,8,Animal_Yellow,1,True,After,1
1347,1461,1461,wb0b75c3,8,Object_Yellow,2,True,After,1
1348,1462,1462,wb0b75c3,8,Object_Blue,3,True,After,1
1349,1463,1463,wb0b75c3,8,Food_Blue,4,True,After,1
1350,1464,1464,wb0b75c3,8,Scene_Blue,5,False,After,1
1351,1465,1465,wb0b75c3,9,Animal_Red,1,True,Before,6
1352,1466,1466,wb0b75c3,9,Food_Green,2,True,Before,6
1353,1467,1467,wb0b75c3,9,Food_Yellow,3,True,Before,6
1354,1468,1468,wb0b75c3,9,Object_Yellow,4,True,Before,6
1355,1469,1469,wb0b75c3,9,Scene_Blue,5,False,Before,6
1356,1470,1470,w4400cbf,1,Food_Yellow,1,True,After,1
1357,1471,1471,w4400cbf,1,Animal_Yellow,2,True,After,1
1358,1472,1472,w4400cbf,1,Object_Green,3,True,After,1
1359,1473,1473,w4400cbf,1,Animal_Red,4,True,After,1
1360,1474,1474,w4400cbf,1,Object_Red,5,True,After,1
1361,1475,1475,w4400cbf,1,Food_Green,6,False,After,1
1362,1476,1476,w4400cbf,2,Object_Blue,1,True,Before,1
1363,1477,1477,w4400cbf,2,Scene_Yellow,2,True,Before,1
1364,1478,1478,w4400cbf,2,Scene_Green,3,True,Before,1
1365,1479,1479,w4400cbf,2,Food_Blue,5,True,Before,1
1366,1480,1480,w4400cbf,2,Food_Yellow,6,True,Before,1
1367,1481,1481,w4400cbf,3,Food_Blue,1,True,After,1
1368,1482,1482,w4400cbf,3,Scene_Red,2,True,After,1
1369,1483,1483,w4400cbf,3,Food_Green,3,True,After,1
1370,1484,1484,w4400cbf,3,Scene_Green,4,True,After,1
1371,1485,1485,w4400cbf,3,Food_Red,5,True,After,1
1372,1486,1486,w4400cbf,3,Animal_Green,6,True,After,1
1373,1487,1487,w4400cbf,4,Food_Blue,1,False,Before,1
1374,1488,1488,w4400cbf,4,Scene_Yellow,2,True,Before,1
1375,1489,1489,w4400cbf,4,Scene_Blue,3,True,Before,1
1376,1490,1490,w4400cbf,4,Animal_Red,4,True,Before,1
1377,1491,1491,w4400cbf,4,Object_Yellow,5,True,Before,1
1378,1492,1492,w4400cbf,4,Animal_Yellow,6,True,Before,1
1379,1493,1493,w4400cbf,5,Animal_Blue,1,True,After,1
1380,1494,1494,w4400cbf,5,Scene_Yellow,4,False,After,1
1381,1495,1495,w4400cbf,5,Object_Blue,5,True,After,1
1382,1496,1496,w4400cbf,5,Animal_Red,6,False,After,1
1383,1497,1497,w4400cbf,6,Scene_Red,1,True,Before,1
1384,1498,1498,w4400cbf,6,Scene_Yellow,2,True,Before,1
1385,1499,1499,w4400cbf,6,Food_Blue,3,True,Before,1
1386,1500,1500,w4400cbf,6,Object_Red,4,True,Before,1
1387,1501,1501,w4400cbf,6,Food_Yellow,5,False,Before,1
1388,1502,1502,w4400cbf,6,Scene_Blue,6,True,Before,1
1389,1503,1503,w4400cbf,7,Object_Red,1,True,After,1
1390,1504,1504,w4400cbf,7,Object_Green,2,True,After,1
1391,1505,1505,w4400cbf,7,Scene_Green,3,True,After,1
1392,1506,1506,w4400cbf,7,Food_Blue,4,False,After,1
1393,1507,1507,w4400cbf,7,Object_Blue,5,True,After,1
1394,1508,1508,w4400cbf,7,Animal_Green,6,True,After,1
1395,1509,1509,w4400cbf,8,Food_Yellow,1,True,Before,1
1396,1510,1510,w4400cbf,8,Animal_Red,2,True,Before,1
1397,1511,1511,w4400cbf,8,Scene_Red,3,True,Before,1
1398,1512,1512,w4400cbf,8,Food_Green,5,True,Before,1
1399,1513,1513,w4400cbf,8,Animal_Yellow,6,True,Before,1
1400,1514,1514,w4400cbf,9,Object_Blue,1,True,After,6
1401,1515,1515,w4400cbf,9,Animal_Blue,2,True,After,6
1402,1516,1516,w4400cbf,9,Animal_Green,4,True,After,6
1403,1517,1517,w4400cbf,9,Object_Green,5,True,After,6
1404,1518,1518,w4400cbf,9,Object_Red,6,True,After,6
1405,1573,1573,wbc79189,1,Object_Green,1,True,After,1
1406,1574,1574,wbc79189,1,Object_Red,2,True,After,1
1407,1575,1575,wbc79189,1,Animal_Red,3,True,After,1
1408,1576,1576,wbc79189,1,Object_Yellow,4,True,After,1
1409,1577,1577,wbc79189,1,Animal_Yellow,5,True,After,1
1410,1578,1578,wbc79189,1,Food_Yellow,6,True,After,1
1411,1579,1579,wbc79189,2,Scene_Blue,1,True,Before,1
1412,1580,1580,wbc79189,2,Scene_Green,2,True,Before,1
1413,1581,1581,wbc79189,2,Object_Blue,3,True,Before,1
1414,1582,1582,wbc79189,2,Food_Blue,4,True,Before,1
1415,1583,1583,wbc79189,2,Food_Yellow,5,True,Before,1
1416,1584,1584,wbc79189,2,Scene_Yellow,6,True,Before,1
1417,1585,1585,wbc79189,3,Food_Red,1,True,After,1
1418,1586,1586,wbc79189,3,Food_Blue,2,True,After,1
1419,1587,1587,wbc79189,3,Scene_Green,3,True,After,1
1420,1588,1588,wbc79189,3,Scene_Red,4,True,After,1
1421,1589,1589,wbc79189,3,Animal_Green,5,True,After,1
1422,1590,1590,wbc79189,3,Food_Yellow,6,False,After,1
1423,1591,1591,wbc79189,4,Scene_Yellow,1,True,Before,1
1424,1592,1592,wbc79189,4,Scene_Blue,2,True,Before,1
1425,1593,1593,wbc79189,4,Food_Blue,3,False,Before,1
1426,1594,1594,wbc79189,4,Animal_Green,4,False,Before,1
1427,1595,1595,wbc79189,4,Object_Yellow,5,True,Before,1
1428,1596,1596,wbc79189,4,Animal_Red,6,True,Before,1
1429,1597,1597,wbc79189,5,Animal_Blue,1,True,After,1
1430,1598,1598,wbc79189,5,Animal_Yellow,2,False,After,1
1431,1599,1599,wbc79189,5,Object_Yellow,3,True,After,1
1432,1600,1600,wbc79189,5,Object_Green,4,True,After,1
1433,1601,1601,wbc79189,5,Food_Green,5,True,After,1
1434,1602,1602,wbc79189,5,Animal_Green,6,True,After,1
1435,1603,1603,wbc79189,6,Scene_Red,1,True,Before,1
1436,1604,1604,wbc79189,6,Object_Blue,2,False,Before,1
1437,1605,1605,wbc79189,6,Scene_Blue,3,True,Before,1
1438,1606,1606,wbc79189,6,Food_Red,4,True,Before,1
1439,1607,1607,wbc79189,6,Scene_Yellow,5,True,Before,1
1440,1608,1608,wbc79189,6,Food_Blue,6,True,Before,1
1441,1609,1609,wbc79189,7,Scene_Green,1,True,After,1
1442,1610,1610,wbc79189,7,Object_Green,2,True,After,1
1443,1611,1611,wbc79189,7,Object_Red,3,True,After,1
1444,1612,1612,wbc79189,7,Food_Blue,4,False,After,1
1445,1613,1613,wbc79189,7,Animal_Green,5,True,After,1
1446,1614,1614,wbc79189,7,Animal_Blue,6,True,After,1
1447,1615,1615,wbc79189,8,Scene_Red,1,True,Before,1
1448,1616,1616,wbc79189,8,Food_Green,2,True,Before,1
1449,1617,1617,wbc79189,8,Food_Yellow,3,True,Before,1
1450,1618,1618,wbc79189,8,Food_Red,4,True,Before,1
1451,1619,1619,wbc79189,8,Animal_Yellow,5,True,Before,1
1452,1620,1620,wbc79189,8,Animal_Red,6,True,Before,1
1453,1621,1621,wbc79189,9,Scene_Green,1,False,After,6
1454,1622,1622,wbc79189,9,Food_Yellow,2,True,After,6
1455,1623,1623,wbc79189,9,Food_Red,3,True,After,6
1456,1624,1624,wbc79189,9,Animal_Yellow,4,True,After,6
1457,1625,1625,wbc79189,9,Animal_Red,5,True,After,6
1458,1626,1626,wbc79189,9,Scene_Red,6,True,After,6
1459,1627,1627,w6bec3e7,1,Scene_Blue,1,True,After,1
1460,1628,1628,w6bec3e7,1,Animal_Green,2,True,After,1
1461,1629,1629,w6bec3e7,1,Animal_Blue,3,True,After,1
1462,1630,1630,w6bec3e7,1,Scene_Yellow,4,True,After,1
1463,1631,1631,w6bec3e7,1,Food_Yellow,5,True,After,1
1464,1632,1632,w6bec3e7,2,Scene_Green,1,True,Before,1
1465,1633,1633,w6bec3e7,2,Food_Green,2,True,Before,1
1466,1634,1634,w6bec3e7,2,Food_Red,3,True,Before,1
1467,1635,1635,w6bec3e7,2,Object_Blue,5,True,Before,1
1468,1636,1636,w6bec3e7,2,Object_Green,6,True,Before,1
1469,1637,1637,w6bec3e7,3,Scene_Blue,1,True,After,1
1470,1638,1638,w6bec3e7,3,Scene_Red,2,True,After,1
1471,1639,1639,w6bec3e7,3,Object_Red,3,True,After,1
1472,1640,1640,w6bec3e7,3,Animal_Red,4,True,After,1
1473,1641,1641,w6bec3e7,3,Scene_Yellow,5,True,After,1
1474,1642,1642,w6bec3e7,3,Animal_Yellow,6,True,After,1
1475,1643,1643,w6bec3e7,4,Red,1,False,Before,1
1476,1644,1644,w6bec3e7,4,Red,2,False,Before,1
1477,1645,1645,w6bec3e7,4,Object_Yellow,3,True,Before,1
1478,1646,1646,w6bec3e7,4,Animal_Red,5,True,Before,1
1479,1647,1647,w6bec3e7,5,Animal_Green,1,True,After,1
1480,1648,1648,w6bec3e7,5,Animal_Red,2,True,After,1
1481,1649,1649,w6bec3e7,5,Animal_Blue,3,True,After,1
1482,1650,1650,w6bec3e7,5,Scene_Red,5,True,After,1
1483,1651,1651,w6bec3e7,5,Scene_Green,6,True,After,1
1484,1652,1652,w6bec3e7,6,Food_Yellow,1,True,Before,1
1485,1653,1653,w6bec3e7,6,Food_Red,2,True,Before,1
1486,1654,1654,w6bec3e7,6,Food_Green,4,True,Before,1
1487,1655,1655,w6bec3e7,6,Scene_Red,5,True,Before,1
1488,1656,1656,w6bec3e7,6,Scene_Yellow,6,False,Before,1
1489,1657,1657,w6bec3e7,7,Object_Blue,1,True,After,1
1490,1658,1658,w6bec3e7,7,Scene_Blue,2,True,After,1
1491,1659,1659,w6bec3e7,7,Scene_Green,3,False,After,1
1492,1660,1660,w6bec3e7,7,Object_Green,5,True,After,1
1493,1661,1661,w6bec3e7,7,Object_Yellow,6,True,After,1
1494,1662,1662,w6bec3e7,8,Object_Yellow,3,True,Before,1
1495,1663,1663,w6bec3e7,8,Object_Blue,5,True,Before,1
1496,1664,1664,w6bec3e7,8,Animal_Yellow,6,True,Before,1
1497,1665,1665,w6bec3e7,9,Animal_Yellow,1,True,After,6
1498,1666,1666,w6bec3e7,9,Object_Yellow,2,True,After,6
1499,1667,1667,w6bec3e7,9,Object_Red,3,True,After,6
1500,1668,1668,w6bec3e7,9,Food_Blue,4,True,After,6
1501,1669,1669,w6bec3e7,9,Scene_Yellow,5,False,After,6
1502,1670,1670,w6bec3e7,9,Scene_Red,6,False,After,6
1503,1671,1671,w6ea0c26,1,Scene_Yellow,1,True,Before,1
1504,1672,1672,w6ea0c26,1,Scene_Blue,2,True,Before,1
1505,1673,1673,w6ea0c26,1,Animal_Yellow,3,True,Before,1
1506,1674,1674,w6ea0c26,1,Object_Blue,4,False,Before,1
1507,1675,1675,w6ea0c26,1,Animal_Green,5,True,Before,1
1508,1676,1676,w6ea0c26,1,Scene_Red,6,False,Before,1
1509,1677,1677,w6ea0c26,2,Object_Blue,1,True,After,1
1510,1678,1678,w6ea0c26,2,Scene_Green,2,True,After,1
1511,1679,1679,w6ea0c26,2,Food_Red,3,True,After,1
1512,1680,1680,w6ea0c26,2,Animal_Green,4,False,After,1
1513,1681,1681,w6ea0c26,2,Scene_Blue,5,False,After,1
1514,1682,1682,w6ea0c26,2,Food_Yellow,6,False,After,1
1515,1683,1683,w6ea0c26,3,Animal_Yellow,1,True,Before,1
1516,1684,1684,w6ea0c26,3,Scene_Yellow,2,True,Before,1
1517,1685,1685,w6ea0c26,3,Food_Red,3,False,Before,1
1518,1686,1686,w6ea0c26,3,Scene_Blue,4,True,Before,1
1519,1687,1687,w6ea0c26,3,Animal_Red,5,True,Before,1
1520,1688,1688,w6ea0c26,3,Object_Red,6,True,Before,1
1521,1689,1689,w6ea0c26,4,Food_Yellow,1,True,After,1
1522,1690,1690,w6ea0c26,4,Object_Yellow,2,True,After,1
1523,1691,1691,w6ea0c26,4,Scene_Yellow,3,False,After,1
1524,1692,1692,w6ea0c26,4,Food_Red,4,True,After,1
1525,1693,1693,w6ea0c26,4,Animal_Red,5,True,After,1
1526,1694,1694,w6ea0c26,4,Object_Red,6,True,After,1
1527,1695,1695,w6ea0c26,5,Object_Green,1,True,Before,1
1528,1696,1696,w6ea0c26,5,Animal_Blue,2,True,Before,1
1529,1697,1697,w6ea0c26,5,Animal_Red,3,True,Before,1
1530,1698,1698,w6ea0c26,5,Scene_Green,4,True,Before,1
1531,1699,1699,w6ea0c26,5,Scene_Green,5,True,Before,1
1532,1700,1700,w6ea0c26,5,Animal_Green,6,True,Before,1
1533,1701,1701,w6ea0c26,6,Food_Red,1,True,After,1
1534,1702,1702,w6ea0c26,6,Food_Yellow,2,True,After,1
1535,1703,1703,w6ea0c26,6,Animal_Red,3,False,After,1
1536,1704,1704,w6ea0c26,6,Scene_Red,4,True,After,1
1537,1705,1705,w6ea0c26,6,Animal_Yellow,5,False,After,1
1538,1706,1706,w6ea0c26,6,Object_Red,6,False,After,1
1539,1707,1707,w6ea0c26,7,Scene_Yellow,1,True,Before,1
1540,1708,1708,w6ea0c26,7,Scene_Blue,2,True,Before,1
1541,1709,1709,w6ea0c26,7,Scene_Red,3,False,Before,1
1542,1710,1710,w6ea0c26,7,Object_Green,4,True,Before,1
1543,1711,1711,w6ea0c26,7,Object_Blue,5,True,Before,1
1544,1712,1712,w6ea0c26,7,Animal_Blue,6,False,Before,1
1545,1713,1713,w6ea0c26,8,Object_Blue,1,True,After,1
1546,1714,1714,w6ea0c26,8,Scene_Yellow,2,False,After,1
1547,1715,1715,w6ea0c26,8,Object_Yellow,3,True,After,1
1548,1716,1716,w6ea0c26,8,Animal_Yellow,4,True,After,1
1549,1717,1717,w6ea0c26,8,Scene_Blue,5,False,After,1
1550,1718,1718,w6ea0c26,8,Object_Green,6,False,After,1
1551,1719,1719,w6ea0c26,9,Food_Red,1,False,Before,6
1552,1720,1720,w6ea0c26,9,Object_Red,2,False,Before,6
1553,1721,1721,w6ea0c26,9,Object_Green,3,True,Before,6
1554,1722,1722,w6ea0c26,9,Object_Blue,4,True,Before,6
1555,1723,1723,w6ea0c26,9,Scene_Yellow,5,True,Before,6
1556,1724,1724,w6ea0c26,9,Scene_Red,6,False,Before,6
1557,1725,1725,w924a500,1,Object_Green,1,True,Before,1
1558,1726,1726,w924a500,1,Object_Blue,2,True,Before,1
1559,1727,1727,w924a500,1,Scene_Blue,3,True,Before,1
1560,1728,1728,w924a500,1,Food_Red,4,True,Before,1
1561,1729,1729,w924a500,1,Food_Green,5,True,Before,1
1562,1730,1730,w924a500,1,Food_Blue,6,True,Before,1
1563,1731,1731,w924a500,2,Food_Yellow,1,True,After,1
1564,1732,1732,w924a500,2,Food_Green,2,True,After,1
1565,1733,1733,w924a500,2,Scene_Green,3,True,After,1
1566,1734,1734,w924a500,2,Scene_Yellow,4,True,After,1
1567,1735,1735,w924a500,2,Animal_Green,5,False,After,1
1568,1736,1736,w924a500,2,Scene_Blue,6,True,After,1
1569,1737,1737,w924a500,3,Scene_Red,1,True,Before,1
1570,1738,1738,w924a500,3,Object_Yellow,2,True,Before,1
1571,1739,1739,w924a500,3,Object_Green,3,True,Before,1
1572,1740,1740,w924a500,3,Animal_Green,4,True,Before,1
1573,1741,1741,w924a500,3,Scene_Green,5,False,Before,1
1574,1742,1742,w924a500,3,Scene_Yellow,6,False,Before,1
1575,1743,1743,w924a500,4,Animal_Yellow,1,True,After,1
1576,1744,1744,w924a500,4,Object_Red,2,True,After,1
1577,1745,1745,w924a500,4,Animal_Blue,3,True,After,1
1578,1746,1746,w924a500,4,Object_Yellow,4,True,After,1
1579,1747,1747,w924a500,4,Object_Blue,5,True,After,1
1580,1748,1748,w924a500,4,Food_Blue,6,True,After,1
1581,1749,1749,w924a500,5,Scene_Blue,1,True,Before,1
1582,1750,1750,w924a500,5,Animal_Blue,2,True,Before,1
1583,1751,1751,w924a500,5,Object_Green,3,True,Before,1
1584,1752,1752,w924a500,5,Scene_Yellow,4,True,Before,1
1585,1753,1753,w924a500,5,Animal_Green,5,True,Before,1
1586,1754,1754,w924a500,5,Scene_Green,6,True,Before,1
1587,1755,1755,w924a500,6,Animal_Red,1,True,After,1
1588,1756,1756,w924a500,6,Food_Red,2,True,After,1
1589,1757,1757,w924a500,6,Animal_Yellow,3,True,After,1
1590,1758,1758,w924a500,6,Food_Blue,4,True,After,1
1591,1759,1759,w924a500,6,Food_Yellow,5,True,After,1
1592,1760,1760,w924a500,6,Scene_Red,6,True,After,1
1593,1761,1761,w924a500,7,Scene_Yellow,1,True,Before,1
1594,1762,1762,w924a500,7,Food_Green,2,True,Before,1
1595,1763,1763,w924a500,7,Scene_Blue,3,False,Before,1
1596,1764,1764,w924a500,7,Food_Yellow,4,True,Before,1
1597,1765,1765,w924a500,7,Food_Blue,5,False,Before,1
1598,1766,1766,w924a500,7,Scene_Red,6,True,Before,1
1599,1767,1767,w924a500,8,Animal_Red,1,True,After,1
1600,1768,1768,w924a500,8,Object_Red,2,True,After,1
1601,1769,1769,w924a500,8,Animal_Blue,3,True,After,1
1602,1770,1770,w924a500,8,Object_Blue,4,True,After,1
1603,1771,1771,w924a500,8,Animal_Green,5,True,After,1
1604,1772,1772,w924a500,8,Food_Red,6,True,After,1
1605,1773,1773,w924a500,9,Food_Green,1,True,Before,6
1606,1774,1774,w924a500,9,Scene_Green,2,True,Before,6
1607,1775,1775,w924a500,9,Scene_Yellow,3,True,Before,6
1608,1776,1776,w924a500,9,Object_Yellow,4,True,Before,6
1609,1777,1777,w924a500,9,Food_Yellow,5,True,Before,6
1610,1778,1778,w924a500,9,Scene_Red,6,True,Before,6
1611,1779,1779,w10f7bc5,1,Object_Yellow,1,True,After,1
1612,1780,1780,w10f7bc5,1,Object_Green,2,True,After,1
1613,1781,1781,w10f7bc5,1,Animal_Red,3,True,After,1
1614,1782,1782,w10f7bc5,1,Scene_Yellow,4,False,After,1
1615,1783,1783,w10f7bc5,1,Animal_Yellow,5,True,After,1
1616,1784,1784,w10f7bc5,1,Animal_Green,6,False,After,1
1617,1785,1785,w10f7bc5,2,Object_Green,1,False,Before,1
1618,1786,1786,w10f7bc5,4,Animal_Blue,2,True,Before,1
1619,1787,1787,w10f7bc5,4,Object_Yellow,5,True,Before,1
1620,1788,1788,w10f7bc5,4,Animal_Red,6,True,Before,1
1621,1789,1789,w10f7bc5,5,Food_Red,1,False,After,1
1622,1790,1790,w10f7bc5,5,Food_Green,2,True,After,1
1623,1791,1791,w10f7bc5,5,Object_Green,3,True,After,1
1624,1792,1792,w10f7bc5,5,Object_Yellow,4,True,After,1
1625,1793,1793,w10f7bc5,6,Animal_Green,3,False,Before,1
1626,1794,1794,w10f7bc5,6,Scene_Red,4,True,Before,1
1627,1795,1795,w10f7bc5,6,Object_Yellow,5,False,Before,1
1628,1796,1796,w10f7bc5,7,Object_Green,1,True,After,1
1629,1797,1797,w10f7bc5,7,Scene_Green,2,True,After,1
1630,1798,1798,w10f7bc5,7,Object_Red,3,True,After,1
1631,1799,1799,w10f7bc5,7,Scene_Yellow,4,False,After,1
1632,1800,1800,w10f7bc5,8,Food_Yellow,1,True,Before,1
1633,1801,1801,w10f7bc5,8,Food_Green,2,True,Before,1
1634,1802,1802,w10f7bc5,8,Food_Red,3,True,Before,1
1635,1803,1803,w10f7bc5,9,Food_Red,1,True,After,6
1636,1804,1804,w10f7bc5,9,Food_Green,2,True,After,6
1637,1805,1805,w10f7bc5,9,Scene_Red,3,True,After,6
1638,1806,1806,w10f7bc5,9,Scene_Green,4,True,After,6
1639,1807,1807,w2c75db7,1,Scene_Blue,1,True,After,1
1640,1808,1808,w2c75db7,1,Food_Red,2,True,After,1
1641,1809,1809,w2c75db7,1,Food_Blue,3,True,After,1
1642,1810,1810,w2c75db7,1,Object_Blue,4,True,After,1
1643,1811,1811,w2c75db7,1,Food_Red,5,True,After,1
1644,1812,1812,w2c75db7,1,Food_Green,6,True,After,1
1645,1813,1813,w2c75db7,2,Food_Blue,2,False,Before,1
1646,1814,1814,w2c75db7,2,Scene_Blue,3,True,Before,1
1647,1815,1815,w2c75db7,2,Food_Yellow,4,True,Before,1
1648,1816,1816,w2c75db7,2,Scene_Green,5,True,Before,1
1649,1817,1817,w2c75db7,2,Scene_Yellow,6,True,Before,1
1650,1818,1818,w2c75db7,3,Animal_Green,1,True,After,1
1651,1819,1819,w2c75db7,3,Object_Yellow,2,True,After,1
1652,1820,1820,w2c75db7,3,Scene_Red,3,True,After,1
1653,1821,1821,w2c75db7,3,Scene_Green,4,False,After,1
1654,1822,1822,w2c75db7,3,Food_Red,5,False,After,1
1655,1823,1823,w2c75db7,4,Animal_Yellow,3,True,Before,1
1656,1824,1824,w2c75db7,4,Object_Blue,4,True,Before,1
1657,1825,1825,w2c75db7,4,Food_Blue,6,True,Before,1
1658,1826,1826,w2c75db7,5,Object_Yellow,1,False,After,1
1659,1827,1827,w2c75db7,5,Animal_Green,2,True,After,1
1660,1828,1828,w2c75db7,5,Scene_Green,3,True,After,1
1661,1829,1829,w2c75db7,5,Scene_Blue,4,True,After,1
1662,1830,1830,w2c75db7,5,Scene_Yellow,5,True,After,1
1663,1831,1831,w2c75db7,6,Food_Yellow,1,True,Before,1
1664,1832,1832,w2c75db7,6,Food_Blue,2,True,Before,1
1665,1833,1833,w2c75db7,6,Scene_Red,3,True,Before,1
1666,1834,1834,w2c75db7,6,Object_Blue,4,False,Before,1
1667,1835,1835,w2c75db7,7,Food_Green,1,True,After,1
1668,1836,1836,w2c75db7,7,Object_Yellow,2,True,After,1
1669,1837,1837,w2c75db7,7,Scene_Red,3,True,After,1
1670,1838,1838,w2c75db7,7,Scene_Green,4,True,After,1
1671,1839,1839,w2c75db7,7,Food_Yellow,5,True,After,1
1672,1840,1840,w2c75db7,7,Animal_Green,6,False,After,1
1673,1841,1841,w2c75db7,8,Animal_Red,1,True,Before,1
1674,1842,1842,w2c75db7,8,Animal_Blue,2,True,Before,1
1675,1843,1843,w2c75db7,8,Animal_Green,3,True,Before,1
1676,1844,1844,w2c75db7,8,Food_Red,4,True,Before,1
1677,1845,1845,w2c75db7,8,Object_Blue,5,True,Before,1
1678,1846,1846,w2c75db7,8,Scene_Red,6,False,Before,1
1679,1847,1847,w2c75db7,9,Animal_Yellow,1,True,After,6
1680,1848,1848,w2c75db7,9,Scene_Green,2,True,After,6
1681,1849,1849,w2c75db7,9,Scene_Blue,3,True,After,6
1682,1850,1850,w2c75db7,9,Food_Blue,4,False,After,6
1683,1851,1851,w2c75db7,9,Animal_Red,5,False,After,6
1684,1852,1852,w2c75db7,9,Object_Yellow,6,False,After,6
1685,1853,1853,w2c1f2f7,1,Animal_Blue,1,True,Before,1
1686,1854,1854,w2c1f2f7,1,Object_Blue,2,True,Before,1
1687,1855,1855,w2c1f2f7,1,Animal_Green,3,True,Before,1
1688,1856,1856,w2c1f2f7,1,Object_Red,4,False,Before,1
1689,1857,1857,w2c1f2f7,1,Scene_Blue,5,False,Before,1
1690,1858,1858,w2c1f2f7,1,Scene_Green,6,False,Before,1
1691,1859,1859,w2c1f2f7,2,Scene_Blue,1,True,After,1
1692,1860,1860,w2c1f2f7,2,Scene_Green,2,True,After,1
1693,1861,1861,w2c1f2f7,2,Object_Yellow,3,False,After,1
1694,1862,1862,w2c1f2f7,2,Food_Red,4,True,After,1
1695,1863,1863,w2c1f2f7,2,Animal_Green,5,False,After,1
1696,1864,1864,w2c1f2f7,2,Food_Yellow,6,False,After,1
1697,1865,1865,w2c1f2f7,3,Animal_Red,1,True,Before,1
1698,1866,1866,w2c1f2f7,3,Scene_Blue,2,False,Before,1
1699,1867,1867,w2c1f2f7,3,Red,3,False,Before,1
1700,1868,1868,w2c1f2f7,3,Scene_Blue,4,False,Before,1
1701,1869,1869,w2c1f2f7,3,Food_Red,5,True,Before,1
1702,1870,1870,w2c1f2f7,3,Food_Yellow,6,True,Before,1
1703,1871,1871,w2c1f2f7,4,Scene_Yellow,1,True,After,1
1704,1872,1872,w2c1f2f7,4,Animal_Red,2,True,After,1
1705,1873,1873,w2c1f2f7,4,Object_Yellow,3,True,After,1
1706,1874,1874,w2c1f2f7,4,Food_Yellow,4,False,After,1
1707,1875,1875,w2c1f2f7,4,Scene_Blue,5,True,After,1
1708,1876,1876,w2c1f2f7,4,Animal_Green,6,False,After,1
1709,1877,1877,w2c1f2f7,5,Animal_Green,1,True,Before,1
1710,1878,1878,w2c1f2f7,5,Animal_Yellow,2,True,Before,1
1711,1879,1879,w2c1f2f7,5,Animal_Red,3,False,Before,1
1712,1880,1880,w2c1f2f7,5,Scene_Green,4,True,Before,1
1713,1881,1881,w2c1f2f7,5,Scene_Yellow,5,False,Before,1
1714,1882,1882,w2c1f2f7,5,Food_Yellow,6,True,Before,1
1715,1883,1883,w2c1f2f7,6,Object_Green,1,True,After,1
1716,1884,1884,w2c1f2f7,6,Food_Green,2,True,After,1
1717,1885,1885,w2c1f2f7,6,Scene_Green,3,True,After,1
1718,1886,1886,w2c1f2f7,6,Scene_Red,4,True,After,1
1719,1887,1887,w2c1f2f7,6,Animal_Yellow,5,False,After,1
1720,1888,1888,w2c1f2f7,6,Food_Yellow,6,True,After,1
1721,1889,1889,w2c1f2f7,7,Animal_Red,1,True,Before,1
1722,1890,1890,w2c1f2f7,7,Scene_Red,2,True,Before,1
1723,1891,1891,w2c1f2f7,7,Scene_Yellow,3,True,Before,1
1724,1892,1892,w2c1f2f7,7,Object_Red,4,True,Before,1
1725,1893,1893,w2c1f2f7,7,Object_Yellow,5,True,Before,1
1726,1894,1894,w2c1f2f7,8,Animal_Blue,1,True,After,1
1727,1895,1895,w2c1f2f7,8,Food_Blue,2,True,After,1
1728,1896,1896,w2c1f2f7,8,Object_Blue,3,True,After,1
1729,1897,1897,w2c1f2f7,8,Object_Red,4,True,After,1
1730,1898,1898,w2c1f2f7,8,Object_Green,5,True,After,1
1731,1899,1899,w2c1f2f7,8,Scene_Blue,6,False,After,1
1732,1900,1900,w2c1f2f7,9,Food_Green,1,True,Before,6
1733,1901,1901,w2c1f2f7,9,Animal_Green,2,True,Before,6
1734,1902,1902,w2c1f2f7,9,Food_Yellow,3,True,Before,6
1735,1903,1903,w2c1f2f7,9,Food_Blue,4,True,Before,6
1736,1904,1904,w2c1f2f7,9,Scene_Green,5,True,Before,6
1737,1905,1905,w2c1f2f7,9,Scene_Yellow,6,False,Before,6
1738,1906,1906,wace8728,1,Food_Red,1,True,Before,1
1739,1907,1907,wace8728,1,Animal_Blue,2,False,Before,1
1740,1908,1908,wace8728,2,Scene_Yellow,1,True,After,1
1741,1909,1909,wace8728,2,Animal_Yellow,2,True,After,1
1742,1910,1910,wace8728,2,Food_Green,3,True,After,1
1743,1911,1911,wace8728,2,Scene_Green,4,True,After,1
1744,1912,1912,wace8728,2,Food_Yellow,5,True,After,1
1745,1913,1913,wace8728,3,Scene_Red,1,True,Before,1
1746,1914,1914,wace8728,3,Object_Green,2,True,Before,1
1747,1915,1915,wace8728,3,Scene_Green,3,False,Before,1
1748,1916,1916,wace8728,4,Object_Yellow,1,True,After,1
1749,1917,1917,wace8728,4,Animal_Yellow,2,True,After,1
1750,1918,1918,wace8728,4,Food_Blue,3,True,After,1
1751,1919,1919,wace8728,5,Scene_Green,1,True,Before,1
1752,1920,1920,wace8728,5,Animal_Yellow,2,False,Before,1
