,index,wid,game,item,order,shown
578,721,w28f36aa,3,Scene_Blue,5,True
579,722,w28f36aa,4,Food_Green,1,True
580,723,w28f36aa,4,Animal_Green,2,True
581,724,w28f36aa,4,Animal_Red,3,True
582,725,w28f36aa,4,Object_Green,4,True
583,726,w28f36aa,4,Animal_Yellow,5,True
584,727,w28f36aa,5,Scene_Green,1,True
585,728,w28f36aa,5,Animal_Green,2,True
586,729,w28f36aa,5,Food_Red,3,True
587,730,w28f36aa,5,Animal_Yellow,4,True
588,731,w28f36aa,5,Scene_Red,5,True
589,732,w67efce7,1,Object_Yellow,1,True
590,733,w67efce7,1,Animal_Yellow,2,True
591,734,w67efce7,1,Object_Red,3,True
592,735,w67efce7,1,Scene_Red,4,True
593,736,w67efce7,1,Object_Blue,5,True
594,737,w67efce7,1,Scene_Yellow,6,True
595,738,w67efce7,2,Object_Green,1,True
596,739,w67efce7,2,Food_Yellow,3,True
597,740,w67efce7,2,Object_Blue,4,True
598,741,w67efce7,2,Food_Blue,5,True
599,742,w67efce7,2,Food_Green,6,True
600,743,w67efce7,3,Animal_Yellow,1,True
601,744,w67efce7,3,Scene_Green,2,True
602,745,w67efce7,3,Animal_Green,3,True
603,746,w67efce7,3,Animal_Blue,4,True
604,747,w67efce7,3,Object_Yellow,5,True
605,748,w67efce7,4,Animal_Green,1,True
606,749,w67efce7,4,Food_Blue,2,True
607,750,w67efce7,4,Animal_Red,3,True
608,751,w67efce7,4,Food_Red,4,True
609,752,w67efce7,4,Animal_Yellow,5,False
610,753,w67efce7,4,Food_Green,6,True
611,754,w67efce7,5,Animal_Red,1,True
612,755,w67efce7,5,Scene_Green,2,True
613,756,w67efce7,5,Scene_Yellow,3,True
614,757,w67efce7,5,Food_Yellow,4,True
615,758,w67efce7,5,Scene_Red,5,True
616,759,w67efce7,5,Food_Red,6,True
617,764,we0e98d2,1,Animal_Yellow,1,True
618,765,we0e98d2,1,Object_Red,2,True
619,766,we0e98d2,1,Animal_Green,3,True
620,767,we0e98d2,1,Scene_Red,4,True
621,768,we0e98d2,1,Scene_Green,5,True
622,769,we0e98d2,1,Animal_Red,6,True
623,770,we0e98d2,2,Object_Blue,1,True
624,771,we0e98d2,2,Animal_Blue,2,True
625,772,we0e98d2,2,Scene_Blue,3,True
626,773,we0e98d2,2,Scene_Yellow,4,True
627,774,we0e98d2,2,Object_Green,5,True
628,775,we0e98d2,2,Object_Yellow,6,True
629,776,we0e98d2,3,Food_Red,1,True
630,777,we0e98d2,3,Scene_Green,2,True
631,778,we0e98d2,3,Object_Green,3,True
632,779,we0e98d2,3,Scene_Red,4,True
633,780,we0e98d2,3,Food_Green,5,True
634,781,we0e98d2,3,Food_Blue,6,True
635,782,we0e98d2,4,Food_Red,1,True
636,783,we0e98d2,4,Food_Blue,2,True
637,784,we0e98d2,4,Food_Yellow,3,True
638,785,we0e98d2,4,Animal_Blue,4,True
639,786,we0e98d2,4,Scene_Yellow,5,True
640,787,we0e98d2,4,Scene_Blue,6,True
641,788,we0e98d2,5,Food_Yellow,1,True
642,789,we0e98d2,5,Animal_Red,2,True
643,790,we0e98d2,5,Object_Blue,3,True
644,791,we0e98d2,5,Animal_Yellow,4,True
645,792,we0e98d2,5,Object_Yellow,5,True
646,793,we0e98d2,5,Object_Red,6,True
647,794,w7978f92,1,Scene_Green,1,True
648,795,w7978f92,1,Animal_Red,2,True
649,796,w7978f92,1,Object_Green,3,True
650,797,w7978f92,1,Animal_Green,4,True
651,798,w7978f92,1,Animal_Yellow,5,True
652,799,w7978f92,1,Object_Red,6,True
653,800,w7978f92,2,Scene_Green,1,True
654,801,w7978f92,2,Food_Yellow,2,True
655,802,w7978f92,2,Object_Green,3,True
656,803,w7978f92,2,Object_Blue,4,True
657,804,w7978f92,2,Food_Green,5,True
658,805,w7978f92,2,Object_Yellow,6,True
659,806,w7978f92,3,Scene_Yellow,1,True
660,807,w7978f92,3,Scene_Red,2,True
661,808,w7978f92,3,Scene_Blue,3,True
662,809,w7978f92,3,Food_Blue,4,True
663,810,w7978f92,3,Animal_Red,5,True
664,811,w7978f92,3,Animal_Blue,6,True
665,812,w7978f92,4,Scene_Yellow,1,True
666,813,w7978f92,4,Scene_Blue,2,True
667,814,w7978f92,4,Food_Red,3,True
668,815,w7978f92,4,Animal_Yellow,4,True
669,816,w7978f92,4,Animal_Blue,5,False
670,817,w7978f92,4,Scene_Red,6,True
671,818,w7978f92,5,Food_Green,1,True
672,819,w7978f92,5,Food_Blue,2,True
673,820,w7978f92,5,Food_Red,3,True
674,821,w7978f92,5,Object_Blue,4,True
675,822,w7978f92,5,Object_Red,5,True
676,823,w7978f92,5,Animal_Blue,6,True
677,824,wf3a15bc,1,Animal_Red,1,False
678,825,wf3a15bc,1,Object_Red,2,False
679,826,wf3a15bc,1,Food_Red,3,False
680,827,wf3a15bc,1,Food_Yellow,4,True
681,828,wf3a15bc,1,Food_Blue,5,True
682,829,wf3a15bc,1,Animal_Green,6,False
683,830,wf3a15bc,2,Object_Green,1,True
684,831,wf3a15bc,2,Object_Yellow,2,True
685,832,wf3a15bc,2,Scene_Red,3,True
686,833,wf3a15bc,2,Animal_Green,4,True
687,834,wf3a15bc,3,Scene_Blue,1,True
688,835,wf3a15bc,3,Food_Blue,2,True
689,836,wf3a15bc,3,Scene_Yellow,3,False
690,837,wf3a15bc,3,Food_Yellow,4,True
691,838,wf3a15bc,4,Animal_Red,1,True
692,839,wf3a15bc,4,Food_Red,2,True
693,840,wf3a15bc,4,Scene_Green,3,False
694,841,wf3a15bc,5,Animal_Red,1,False
695,842,wf3a15bc,5,Animal_Green,2,False
696,843,w65ae27b,1,Object_Blue,4,True
697,844,w65ae27b,1,Animal_Green,5,True
698,845,w65ae27b,2,Scene_Yellow,2,True
699,846,w65ae27b,2,Scene_Blue,3,True
700,847,w65ae27b,2,Scene_Green,5,True
701,848,w65ae27b,2,Object_Green,6,True
702,849,w65ae27b,3,Object_Green,1,True
703,850,w65ae27b,3,Object_Yellow,2,True
704,851,w65ae27b,3,Animal_Green,4,True
705,852,w65ae27b,4,Scene_Red,1,True
706,853,w65ae27b,4,Food_Green,3,True
707,854,w65ae27b,5,Scene_Blue,1,False
708,855,w65ae27b,5,Scene_Red,2,True
709,856,w65ae27b,5,Food_Yellow,3,True
710,887,w5e13b84,1,Animal_Red,1,False
711,888,w5e13b84,1,Object_Red,2,False
712,889,w5e13b84,1,Animal_Yellow,3,False
713,890,w5e13b84,1,Irrelevant,4,False
714,891,w5e13b84,1,Scene_Red,5,False
715,892,w5e13b84,1,Animal_Green,6,True
716,893,w5e13b84,2,Food_Yellow,1,True
717,894,w5e13b84,2,Scene_Green,2,True
718,895,w5e13b84,2,Food_Green,3,True
719,896,w5e13b84,3,Object_Blue,1,True
720,897,w5e13b84,3,Animal_Yellow,2,True
721,898,w5e13b84,3,Animal_Blue,3,True
722,899,w5e13b84,4,Object_Yellow,1,True
723,900,w5e13b84,4,Animal_Yellow,2,True
724,901,w5e13b84,4,Animal_Red,3,True
725,902,w5e13b84,4,Scene_Red,4,True
726,903,w5e13b84,5,Scene_Green,1,True
727,904,w5e13b84,5,Irrelevant,2,False
728,905,w5e13b84,5,Irrelevant,3,False
729,906,wf1704eb,1,Animal_Red,1,False
730,907,wf1704eb,1,Object_Red,2,False
731,908,wf1704eb,1,Food_Blue,3,True
732,909,wf1704eb,1,Food_Yellow,4,True
733,910,wf1704eb,1,Scene_Green,5,False
734,911,wf1704eb,1,Food_Green,6,True
735,912,wf1704eb,2,Scene_Blue,1,True
736,913,wf1704eb,2,Scene_Red,2,True
737,914,wf1704eb,2,Food_Blue,3,True
738,915,wf1704eb,2,Animal_Blue,4,True
739,916,wf1704eb,2,Scene_Green,5,True
740,917,wf1704eb,2,Food_Red,6,True
741,918,wf1704eb,3,Scene_Red,1,True
742,919,wf1704eb,3,Food_Blue,2,False
743,920,wf1704eb,3,Food_Red,3,False
744,921,wf1704eb,3,Scene_Green,4,True
745,922,wf1704eb,3,Animal_Red,5,True
746,923,wf1704eb,3,Food_Green,6,False
747,924,wf1704eb,4,Animal_Yellow,1,True
748,925,wf1704eb,4,Object_Red,2,True
749,926,wf1704eb,4,Animal_Blue,3,True
750,927,wf1704eb,4,Scene_Blue,4,True
751,928,wf1704eb,4,Scene_Yellow,5,False
752,929,wf1704eb,4,Irrelevant,6,False
753,930,wf1704eb,5,Animal_Yellow,1,True
754,931,wf1704eb,5,Animal_Green,2,True
755,932,wf1704eb,5,Animal_Red,3,True
756,933,wf1704eb,5,Object_Green,4,True
757,934,wf1704eb,5,Food_Yellow,5,True
758,935,wf1704eb,5,Food_Green,6,True
759,936,we869265,1,Animal_Red,1,True
760,937,we869265,1,Scene_Red,2,True
761,938,we869265,1,Animal_Blue,3,True
762,939,we869265,1,Food_Red,4,True
763,940,we869265,2,Scene_Red,1,True
764,941,we869265,2,Scene_Yellow,2,True
765,942,we869265,2,Object_Green,3,True
766,943,we869265,2,Scene_Green,4,True
767,944,we869265,2,Object_Yellow,5,True
768,945,we869265,2,Animal_Green,6,True
769,946,we869265,3,Object_Blue,2,True
770,947,we869265,3,Object_Yellow,3,True
771,948,we869265,3,Scene_Green,4,True
772,949,we869265,3,Irrelevant,5,False
773,950,we869265,3,Food_Green,6,True
774,951,we869265,4,Animal_Red,1,True
775,952,we869265,4,Object_Red,2,True
776,953,we869265,4,Food_Blue,3,True
777,954,we869265,4,Object_Blue,4,True
778,955,we869265,4,Animal_Green,5,True
779,956,we869265,4,Animal_Blue,6,True
780,957,we869265,5,Food_Blue,1,True
781,958,we869265,5,Scene_Blue,2,True
782,959,we869265,5,Food_Yellow,3,True
783,960,we869265,5,Food_Red,4,True
784,961,we869265,5,Animal_Yellow,5,True
785,962,we869265,5,Scene_Yellow,6,True
786,993,we0078b2,1,Animal_Green,1,True
787,994,we0078b2,1,Animal_Blue,2,True
788,995,we0078b2,1,Scene_Blue,3,True
789,996,we0078b2,1,Scene_Yellow,4,True
790,997,we0078b2,1,Object_Red,5,False
791,998,we0078b2,2,Animal_Red,1,True
792,999,we0078b2,2,Object_Green,2,True
793,1000,we0078b2,2,Food_Green,3,True
794,1001,we0078b2,2,Object_Red,4,True
795,1002,we0078b2,2,Object_Yellow,5,True
796,1003,we0078b2,2,Animal_Yellow,6,False
797,1004,we0078b2,3,Scene_Red,1,True
798,1005,we0078b2,3,Object_Yellow,2,True
799,1006,we0078b2,3,Animal_Green,3,True
800,1007,we0078b2,3,Scene_Yellow,4,True
801,1008,we0078b2,3,Scene_Green,5,True
802,1009,we0078b2,4,Object_Blue,1,True
803,1010,we0078b2,4,Food_Green,2,True
804,1011,we0078b2,4,Scene_Red,3,True
805,1012,we0078b2,4,Object_Red,4,True
806,1013,we0078b2,5,Animal_Blue,1,True
807,1014,we0078b2,5,Animal_Red,2,True
808,1015,we0078b2,5,Animal_Yellow,3,True
809,1016,we0078b2,5,Scene_Blue,4,True
810,1017,we0078b2,5,Food_Blue,5,True
811,1018,w44a1a9f,1,Irrelevant,1,False
812,1019,w44a1a9f,1,Animal_Yellow,2,True
813,1020,w44a1a9f,1,Scene_Green,3,True
814,1021,w44a1a9f,1,Scene_Yellow,4,True
815,1022,w44a1a9f,1,Object_Yellow,5,True
816,1023,w44a1a9f,3,Food_Yellow,1,True
817,1024,w44a1a9f,3,Object_Red,2,False
818,1025,w44a1a9f,3,Object_Green,3,False
819,1026,w44a1a9f,4,Food_Red,1,True
820,1027,w44a1a9f,4,Animal_Green,2,True
821,1028,w44a1a9f,4,Object_Yellow,3,False
822,1029,w44a1a9f,5,Scene_Blue,3,True
823,1030,w6e46ddf,1,Animal_Red,1,False
824,1031,w6e46ddf,1,Object_Red,2,True
825,1032,w6e46ddf,1,Scene_Red,3,True
826,1033,w6e46ddf,1,Food_Yellow,4,False
827,1034,w6e46ddf,1,Scene_Yellow,5,True
828,1035,w6e46ddf,1,Animal_Yellow,6,True
829,1036,w6e46ddf,2,Object_Green,1,True
830,1037,w6e46ddf,2,Object_Red,2,False
831,1038,w6e46ddf,2,Animal_Red,3,True
832,1039,w6e46ddf,2,Scene_Blue,4,True
833,1040,w6e46ddf,2,Animal_Green,5,True
834,1041,w6e46ddf,2,Scene_Red,6,False
835,1042,w6e46ddf,3,Food_Blue,1,True
836,1043,w6e46ddf,3,Animal_Yellow,2,True
837,1044,w6e46ddf,3,Animal_Blue,3,True
838,1045,w6e46ddf,3,Object_Green,4,False
839,1046,w6e46ddf,3,Animal_Green,5,False
840,1047,w6e46ddf,3,Food_Yellow,6,True
841,1048,w6e46ddf,4,Food_Blue,1,True
842,1049,w6e46ddf,4,Scene_Green,2,True
843,1050,w6e46ddf,4,Animal_Yellow,3,False
844,1051,w6e46ddf,4,Object_Yellow,4,True
845,1052,w6e46ddf,4,Object_Green,5,True
846,1053,w6e46ddf,4,Food_Yellow,6,True
847,1054,w6e46ddf,5,Food_Green,1,True
848,1055,w6e46ddf,5,Food_Yellow,2,False
849,1056,w6e46ddf,5,Scene_Green,3,True
850,1057,w6e46ddf,5,Food_Red,4,True
851,1058,w6e46ddf,5,Object_Green,5,False
852,1059,w6e46ddf,5,Animal_Red,6,False
853,1060,w977f12b,1,Animal_Red,1,True
854,1061,w977f12b,1,Object_Red,2,True
855,1062,w977f12b,1,Object_Green,4,True
856,1063,w977f12b,1,Scene_Green,5,True
857,1064,w977f12b,1,Scene_Red,6,True
858,1065,w977f12b,2,Animal_Green,1,True
859,1066,w977f12b,2,Food_Blue,2,True
860,1067,w977f12b,2,Object_Blue,3,True
861,1068,w977f12b,2,Food_Red,4,True
862,1069,w977f12b,2,Food_Green,5,True
863,1070,w977f12b,3,Food_Red,1,True
864,1071,w977f12b,3,Animal_Red,2,True
865,1072,w977f12b,3,Food_Yellow,3,True
866,1073,w977f12b,3,Food_Blue,4,True
867,1074,w977f12b,3,Scene_Blue,5,True
868,1075,w977f12b,3,Scene_Red,6,True
869,1076,w977f12b,4,Food_Green,1,True
870,1077,w977f12b,4,Object_Green,2,True
871,1078,w977f12b,4,Food_Yellow,3,True
872,1079,w977f12b,4,Scene_Yellow,4,True
873,1080,w977f12b,4,Object_Yellow,5,True
874,1081,w977f12b,5,Animal_Blue,1,True
875,1082,w977f12b,5,Animal_Yellow,2,True
876,1083,w977f12b,5,Animal_Green,3,True
877,1084,w977f12b,5,Scene_Blue,4,True
878,1085,w977f12b,5,Object_Yellow,5,True
879,1086,w8fd7f87,1,Irrelevant,1,False
880,1087,w8fd7f87,1,Irrelevant,2,False
881,1088,w8fd7f87,1,Irrelevant,3,False
882,1089,w8fd7f87,1,Irrelevant,4,False
883,1090,w8fd7f87,1,Irrelevant,5,False
884,1091,w8fd7f87,1,Irrelevant,6,False
885,1092,w8fd7f87,2,Irrelevant,1,False
886,1093,w8fd7f87,2,Irrelevant,2,False
887,1094,w8fd7f87,2,Irrelevant,3,False
888,1095,w8fd7f87,2,Irrelevant,4,False
889,1096,w8fd7f87,2,Irrelevant,5,False
890,1097,w8fd7f87,2,Irrelevant,6,False
891,1098,w8fd7f87,3,Irrelevant,1,False
892,1099,w8fd7f87,3,Irrelevant,2,False
893,1100,w8fd7f87,3,Irrelevant,3,False
894,1101,w8fd7f87,3,Irrelevant,4,False
895,1102,w8fd7f87,3,Irrelevant,5,False
896,1103,w8fd7f87,3,Irrelevant,6,False
897,1104,w8fd7f87,4,Irrelevant,1,False
898,1105,w8fd7f87,4,Irrelevant,2,False
899,1106,w8fd7f87,4,Irrelevant,3,False
900,1107,w8fd7f87,4,Irrelevant,4,False
901,1108,w8fd7f87,4,Irrelevant,5,False
902,1109,w8fd7f87,4,Irrelevant,6,False
903,1110,w8fd7f87,5,Irrelevant,1,False
904,1111,w8fd7f87,5,Irrelevant,2,False
905,1112,w8fd7f87,5,Irrelevant,3,False
906,1113,w8fd7f87,5,Irrelevant,4,False
907,1114,w8fd7f87,5,Irrelevant,5,False
908,1115,w8fd7f87,5,Irrelevant,6,False
909,1116,wea7f2f9,1,Object_Red,1,False
910,1117,wea7f2f9,1,Animal_Red,2,True
911,1118,wea7f2f9,1,Object_Blue,3,False
912,1119,wea7f2f9,1,Scene_Green,4,True
913,1120,wea7f2f9,1,Animal_Green,5,True
914,1121,wea7f2f9,1,Animal_Yellow,6,True
915,1122,wea7f2f9,2,Scene_Red,1,True
916,1123,wea7f2f9,2,Object_Red,2,True
917,1124,wea7f2f9,2,Object_Yellow,3,False
918,1125,wea7f2f9,2,Food_Blue,4,True
919,1126,wea7f2f9,2,Scene_Blue,5,False
920,1127,wea7f2f9,2,Scene_Yellow,6,True
921,1128,wea7f2f9,3,Object_Blue,1,True
922,1129,wea7f2f9,3,Food_Red,2,False
923,1130,wea7f2f9,3,Animal_Yellow,3,True
924,1131,wea7f2f9,3,Object_Red,4,True
925,1132,wea7f2f9,3,Scene_Blue,5,True
926,1133,wea7f2f9,3,Scene_Red,6,False
927,1134,wea7f2f9,4,Food_Yellow,1,True
928,1135,wea7f2f9,4,Scene_Blue,2,True
929,1136,wea7f2f9,4,Scene_Green,3,True
930,1137,wea7f2f9,4,Animal_Green,4,True
931,1138,wea7f2f9,4,Food_Green,5,True
932,1139,wea7f2f9,4,Animal_Blue,6,False
933,1140,wea7f2f9,5,Animal_Green,1,False
934,1141,wea7f2f9,5,Scene_Green,2,False
935,1142,wea7f2f9,5,Animal_Blue,3,True
936,1143,wea7f2f9,5,Scene_Blue,4,False
937,1144,wea7f2f9,5,Animal_Red,5,True
938,1145,wea7f2f9,5,Animal_Yellow,6,False
939,1146,wcbb66d9,1,Object_Red,1,False
940,1147,wcbb66d9,1,Food_Yellow,2,True
941,1148,wcbb66d9,1,Animal_Red,3,False
942,1149,wcbb66d9,1,Animal_Blue,4,False
943,1150,wcbb66d9,2,Animal_Yellow,1,True
944,1151,wcbb66d9,2,Object_Red,2,True
945,1152,wcbb66d9,2,Food_Red,3,True
946,1153,wcbb66d9,2,Scene_Green,4,False
947,1154,wcbb66d9,2,Object_Green,5,True
948,1155,wcbb66d9,3,Animal_Green,1,True
949,1156,wcbb66d9,3,Animal_Yellow,2,True
950,1157,wcbb66d9,3,Animal_Blue,3,True
951,1158,wcbb66d9,3,Scene_Green,4,True
952,1159,wcbb66d9,3,Scene_Blue,5,True
953,1160,wcbb66d9,3,Object_Blue,6,True
954,1161,wcbb66d9,4,Food_Blue,1,True
955,1162,wcbb66d9,4,Animal_Blue,2,True
956,1163,wcbb66d9,4,Animal_Green,3,True
957,1164,wcbb66d9,4,Scene_Green,4,True
958,1165,wcbb66d9,4,Scene_Blue,5,True
959,1166,wcbb66d9,5,Food_Blue,1,True
960,1167,wcbb66d9,5,Animal_Green,2,False
961,1168,wcbb66d9,5,Scene_Red,3,True
962,1169,wcbb66d9,5,Food_Red,4,True
963,1170,wcbb66d9,5,Food_Yellow,5,True
964,1171,wcbb66d9,5,Animal_Red,6,True
965,1181,w24cc88c,1,Scene_Yellow,1,True
966,1182,w24cc88c,1,Food_Green,2,True
967,1183,w24cc88c,1,Food_Yellow,3,True
968,1184,w24cc88c,1,Food_Blue,4,True
969,1185,w24cc88c,1,Scene_Blue,5,True
970,1186,w24cc88c,1,Object_Yellow,6,True
971,1187,w24cc88c,2,Scene_Yellow,1,True
972,1188,w24cc88c,2,Scene_Green,2,True
973,1189,w24cc88c,2,Food_Green,3,True
974,1190,w24cc88c,2,Object_Red,4,True
975,1191,w24cc88c,2,Scene_Red,5,True
976,1192,w24cc88c,2,Object_Green,6,True
977,1193,w24cc88c,3,Food_Blue,1,True
978,1194,w24cc88c,3,Food_Yellow,2,True
979,1195,w24cc88c,3,Object_Yellow,3,True
980,1196,w24cc88c,3,Object_Blue,4,True
981,1197,w24cc88c,3,Animal_Yellow,5,True
982,1198,w24cc88c,3,Food_Red,6,True
983,1199,w24cc88c,4,Food_Red,1,True
984,1200,w24cc88c,4,Scene_Blue,2,True
985,1201,w24cc88c,4,Animal_Blue,3,True
986,1202,w24cc88c,4,Animal_Red,4,True
987,1203,w24cc88c,4,Scene_Red,5,True
988,1204,w24cc88c,4,Animal_Yellow,6,True
989,1205,w24cc88c,5,Animal_Green,1,True
990,1206,w24cc88c,5,Animal_Red,2,True
991,1207,w24cc88c,5,Object_Green,3,True
992,1208,w24cc88c,5,Scene_Green,4,True
993,1209,w24cc88c,5,Animal_Blue,5,True
994,1210,w24cc88c,5,Animal_Yellow,6,False
995,1211,wed354d9,1,Object_Red,1,True
996,1212,wed354d9,1,Food_Yellow,2,False
997,1213,wed354d9,1,Food_Red,3,False
998,1214,wed354d9,1,Scene_Red,4,True
999,1215,wed354d9,1,Irrelevant,5,False
1000,1216,wed354d9,1,Irrelevant,6,False
1001,1217,wed354d9,2,Food_Yellow,1,True
1002,1218,wed354d9,2,Food_Red,2,True
1003,1219,wed354d9,2,Scene_Yellow,3,True
1004,1220,wed354d9,2,Animal_Green,4,False
1005,1221,wed354d9,2,Irrelevant,5,False
1006,1222,wed354d9,2,Irrelevant,6,False
1007,1223,wed354d9,4,Irrelevant,1,False
1008,1224,wed354d9,4,Irrelevant,2,False
1009,1225,wed354d9,4,Irrelevant,3,False
1010,1226,wed354d9,4,Irrelevant,4,False
1011,1227,wed354d9,4,Irrelevant,5,False
1012,1228,wed354d9,4,Irrelevant,6,False
1013,1229,wed354d9,5,Food_Yellow,1,False
1014,1230,wed354d9,5,Scene_Red,2,False
1015,1231,wed354d9,5,Animal_Green,3,True
1016,1232,wed354d9,5,Object_Yellow,4,False
1017,1233,wed354d9,5,Scene_Blue,5,True
1018,1234,wed354d9,5,Food_Blue,6,True
1019,1235,w0e7fb0a,1,Animal_Red,1,False
1020,1236,w0e7fb0a,1,Object_Red,2,False
1021,1237,w0e7fb0a,1,Scene_Red,3,False
1022,1238,w0e7fb0a,1,Animal_Blue,4,True
1023,1239,w0e7fb0a,1,Object_Green,5,False
1024,1240,w0e7fb0a,2,Food_Green,1,True
1025,1241,w0e7fb0a,2,Food_Yellow,2,True
1026,1242,w0e7fb0a,3,Food_Yellow,1,False
1027,1243,w0e7fb0a,3,Object_Green,2,True
1028,1244,w0e7fb0a,3,Object_Yellow,3,True
1029,1245,w0e7fb0a,3,Animal_Green,4,True
1030,1246,w0e7fb0a,3,Animal_Red,5,False
1031,1247,w0e7fb0a,3,Scene_Red,6,False
1032,1248,w0e7fb0a,4,Animal_Yellow,1,True
1033,1249,w0e7fb0a,4,Object_Blue,2,True
1034,1250,w0e7fb0a,4,Object_Green,3,False
1035,1251,w0e7fb0a,4,Scene_Yellow,4,False
1036,1252,w0e7fb0a,5,Food_Red,1,False
1037,1253,w0e7fb0a,5,Object_Red,2,True
1038,1254,w0e7fb0a,5,Scene_Green,3,True
1039,1255,w0e7fb0a,5,Object_Blue,4,True
1040,1256,wa577349,1,Food_Yellow,1,True
1041,1257,wa577349,1,Animal_Green,2,True
1042,1258,wa577349,1,Scene_Green,3,True
1043,1259,wa577349,1,Object_Yellow,4,False
1044,1260,wa577349,1,Food_Green,5,True
1045,1261,wa577349,1,Scene_Blue,6,False
1046,1262,wa577349,2,Animal_Yellow,2,True
1047,1263,wa577349,2,Object_Yellow,3,True
1048,1264,wa577349,2,Animal_Red,4,True
1049,1265,wa577349,2,Object_Red,5,True
1050,1266,wa577349,3,Scene_Blue,1,True
1051,1267,wa577349,3,Scene_Yellow,2,True
1052,1268,wa577349,3,Object_Yellow,3,True
1053,1269,wa577349,3,Object_Green,4,True
1054,1270,wa577349,3,Object_Blue,5,True
1055,1271,wa577349,4,Object_Blue,1,True
1056,1272,wa577349,4,Animal_Green,2,True
1057,1273,wa577349,4,Food_Blue,3,True
1058,1274,wa577349,4,Animal_Red,5,False
1059,1275,wa577349,5,Scene_Yellow,2,True
1060,1276,wa577349,5,Food_Red,3,True
1061,1277,wa577349,5,Food_Yellow,4,True
1062,1278,wa577349,5,Scene_Blue,5,True
1063,1279,wa577349,5,Scene_Red,6,True
1064,1280,w001d343,1,Food_Blue,1,True
1065,1281,w001d343,1,Food_Green,2,True
1066,1282,w001d343,1,Animal_Blue,3,True
1067,1283,w001d343,1,Scene_Blue,4,True
1068,1284,w001d343,1,Food_Yellow,5,True
1069,1285,w001d343,2,Scene_Yellow,1,True
1070,1286,w001d343,2,Animal_Yellow,2,True
1071,1287,w001d343,2,Scene_Blue,3,True
1072,1288,w001d343,2,Object_Yellow,4,True
1073,1289,w001d343,2,Animal_Blue,5,True
1074,1290,w001d343,3,Scene_Green,1,True
1075,1291,w001d343,3,Animal_Green,2,True
1076,1292,w001d343,3,Object_Green,3,True
1077,1293,w001d343,3,Object_Blue,4,True
1078,1294,w001d343,4,Scene_Red,1,True
1079,1295,w001d343,4,Food_Yellow,2,True
1080,1296,w001d343,4,Food_Red,3,True
1081,1297,w001d343,4,Scene_Green,4,True
1082,1298,w001d343,4,Animal_Red,5,False
1083,1299,w001d343,5,Animal_Green,1,True
1084,1300,w001d343,5,Object_Green,2,True
1085,1301,w001d343,5,Object_Red,3,True
1086,1302,w001d343,5,Food_Red,4,True
1087,1303,w0b2b304,1,Animal_Red,1,False
1088,1304,w0b2b304,1,Object_Red,2,False
1089,1305,w0b2b304,1,Animal_Blue,3,False
1090,1306,w0b2b304,1,Object_Green,4,True
1091,1307,w0b2b304,1,Food_Green,5,True
1092,1308,w0b2b304,1,Food_Blue,6,True
1093,1309,w0b2b304,2,Food_Green,1,True
1094,1310,w0b2b304,2,Animal_Red,2,True
1095,1311,w0b2b304,2,Food_Red,3,True
1096,1312,w0b2b304,2,Object_Red,4,True
1097,1313,w0b2b304,2,Object_Green,5,True
1098,1314,w0b2b304,2,Food_Blue,6,False
1099,1315,w0b2b304,3,Scene_Green,1,True
1100,1316,w0b2b304,3,Scene_Red,2,True
1101,1317,w0b2b304,3,Animal_Yellow,3,True
1102,1318,w0b2b304,3,Animal_Green,4,True
1103,1319,w0b2b304,3,Scene_Yellow,5,True
1104,1320,w0b2b304,3,Object_Yellow,6,True
1105,1321,w0b2b304,4,Food_Yellow,1,True
1106,1322,w0b2b304,4,Food_Red,2,True
1107,1323,w0b2b304,4,Animal_Red,3,True
1108,1324,w0b2b304,4,Food_Blue,4,True
1109,1325,w0b2b304,4,Scene_Blue,5,True
1110,1326,w0b2b304,4,Animal_Blue,6,True
1111,1327,w0b2b304,5,Scene_Yellow,1,True
1112,1328,w0b2b304,5,Animal_Blue,2,True
1113,1329,w0b2b304,5,Animal_Green,3,True
1114,1330,w0b2b304,5,Scene_Green,4,True
1115,1331,w0b2b304,5,Food_Yellow,5,True
1116,1332,w0b2b304,5,Food_Red,6,False
1117,1333,w3870b92,1,Animal_Red,1,True
1118,1334,w3870b92,1,Scene_Red,2,True
1119,1335,w3870b92,1,Scene_Green,3,True
1120,1336,w3870b92,1,Scene_Blue,4,True
1121,1337,w3870b92,1,Food_Blue,5,True
1122,1338,w3870b92,1,Scene_Yellow,6,False
1123,1339,w3870b92,2,Scene_Red,1,True
1124,1340,w3870b92,2,Object_Blue,2,True
1125,1341,w3870b92,2,Food_Yellow,3,True
1126,1342,w3870b92,2,Food_Red,4,True
1127,1343,w3870b92,2,Scene_Green,5,False
1128,1344,w3870b92,3,Food_Red,1,False
1129,1345,w3870b92,3,Food_Yellow,2,False
1130,1346,w3870b92,3,Scene_Green,3,False
1131,1347,w3870b92,3,Scene_Red,4,False
1132,1348,w3870b92,3,Object_Green,5,True
1133,1349,w3870b92,4,Animal_Green,1,False
1134,1350,w3870b92,4,Scene_Green,2,True
1135,1351,w3870b92,4,Scene_Blue,3,True
1136,1352,w3870b92,4,Food_Blue,4,True
1137,1353,w3870b92,4,Animal_Red,5,False
1138,1354,w3870b92,5,Animal_Red,1,True
1139,1355,w3870b92,5,Object_Green,2,True
